postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"3482, VIC",0,0,0,0,0,0,0,0,0,0
"3483, VIC",0,0,0,0,0,0,0,0,0,0
"3485, VIC",0,0,0,0,0,0,0,0,0,0
"3487, VIC",0,0,0,0,0,0,0,0,0,0
"3488, VIC",0,0,0,0,0,0,0,0,0,0
"3489, VIC",0,0,0,0,0,0,0,0,0,0
"3490, VIC",0,0,0,0,0,0,0,0,0,0
"3491, VIC",0,0,0,0,0,0,0,0,0,0
"3494, VIC",0,0,0,0,0,0,0,0,0,0
"3496, VIC",3,0,0,3,0,0,0,0,0,11
"3498, VIC",0,0,0,4,0,0,0,0,0,9
"3500, VIC",381,148,0,907,7,75,15,233,184,1953
"3501, VIC",0,0,0,0,0,0,0,0,0,0
"3505, VIC",3,8,0,7,0,0,0,4,0,26
"3506, VIC",0,0,0,0,0,0,0,0,0,0
"3507, VIC",0,0,0,0,0,0,0,0,0,0
"3509, VIC",0,0,0,0,0,0,0,0,0,0
"3512, VIC",0,0,0,0,0,0,0,0,0,3
"3515, VIC",0,0,0,0,0,0,0,0,0,0
"3516, VIC",0,0,0,0,0,0,0,0,0,0
"3517, VIC",0,0,0,0,0,0,0,0,0,0
"3518, VIC",0,0,0,0,0,0,0,0,0,4
"3520, VIC",0,0,0,0,0,0,0,0,0,0
"3521, VIC",0,0,0,0,0,0,0,0,0,0
"3522, VIC",0,0,0,0,0,0,0,0,0,0
"3523, VIC",0,0,0,0,0,0,0,0,0,10
"3525, VIC",0,0,0,8,0,0,0,6,0,9
"3527, VIC",0,0,0,0,0,0,0,0,0,4
"3529, VIC",0,0,0,0,0,0,0,0,0,0
"3530, VIC",0,0,0,0,0,0,0,0,0,0
"3531, VIC",0,0,0,0,0,0,0,0,0,0
"3533, VIC",3,0,0,3,0,0,0,0,0,3
"3537, VIC",0,0,0,0,0,0,0,0,0,0
"3540, VIC",0,0,0,0,0,0,0,0,0,0
"3542, VIC",0,0,0,0,0,0,0,0,0,0
"3544, VIC",0,0,0,0,0,0,0,0,0,0
"3546, VIC",0,0,0,6,0,0,0,0,3,5
"3549, VIC",0,0,0,22,0,0,0,5,3,25
"3550, VIC",345,160,0,1396,10,10,9,271,360,2557
"3551, VIC",5,0,0,6,0,0,0,3,3,21
"3555, VIC",109,61,0,353,0,0,0,73,60,659
"3556, VIC",41,10,0,194,0,3,0,36,105,393
"3557, VIC",0,0,0,5,0,0,0,0,0,0
"3558, VIC",0,0,0,0,0,0,0,0,0,0
"3559, VIC",0,0,0,0,0,0,0,0,0,0
"3561, VIC",5,0,0,21,0,5,0,5,3,31
"3562, VIC",0,0,0,0,0,0,0,0,0,0
"3563, VIC",0,0,0,3,0,0,0,0,3,15
"3564, VIC",130,54,0,426,5,10,5,90,105,825
"3565, VIC",0,0,0,0,0,0,0,0,0,0
"3566, VIC",0,0,0,0,0,0,0,0,0,0
"3567, VIC",0,0,0,0,0,0,0,0,0,0
"3568, VIC",0,0,0,5,0,0,0,3,0,8
"3570, VIC",0,0,0,0,0,0,0,0,0,0
"3571, VIC",0,0,0,0,0,0,0,0,0,0
"3572, VIC",0,0,0,0,0,0,0,0,0,0
"3573, VIC",0,0,0,0,0,0,0,0,0,0
"3575, VIC",0,0,0,8,0,0,0,0,0,8
"3576, VIC",0,0,0,0,0,0,0,0,0,0
"3579, VIC",0,0,0,0,0,0,0,0,3,7
"3580, VIC",0,0,0,0,0,0,0,0,0,0
"3581, VIC",0,0,0,0,0,0,0,0,0,0
"3583, VIC",0,0,0,0,0,0,0,0,0,0
"3584, VIC",0,0,0,0,0,0,0,0,0,0
"3585, VIC",51,22,0,165,4,0,0,42,41,327
"3586, VIC",0,0,0,0,0,0,0,0,0,0
"3588, VIC",0,0,0,0,0,0,0,0,0,0
"3589, VIC",0,0,0,0,0,0,0,0,0,0
"3590, VIC",0,0,0,0,0,0,0,0,0,0
"3591, VIC",0,0,0,0,0,0,0,0,0,0
"3594, VIC",0,0,0,0,0,0,0,0,0,0
"3595, VIC",0,0,0,0,0,0,0,0,0,0
"3596, VIC",0,0,0,0,0,0,0,0,0,0
"3597, VIC",0,0,0,0,0,0,0,0,0,0
"3599, VIC",0,0,0,0,0,0,0,0,0,0
"3607, VIC",0,0,0,0,0,0,0,0,0,0
"3608, VIC",0,0,0,16,0,0,0,5,4,26
"3610, VIC",0,0,0,10,0,0,0,0,3,19
"3612, VIC",0,0,0,5,0,0,0,4,4,19
"3614, VIC",0,0,0,0,0,0,0,0,0,0
"3616, VIC",31,14,0,89,0,0,0,11,18,168
"3617, VIC",0,0,0,0,0,0,0,0,0,0
"3618, VIC",0,0,0,0,0,0,0,0,0,0
"3620, VIC",27,0,0,18,0,0,0,6,8,61
"3621, VIC",5,0,0,0,0,0,0,0,0,11
"3622, VIC",0,0,0,0,0,0,0,0,0,0
"3623, VIC",0,0,0,0,0,0,0,0,0,3
"3624, VIC",0,0,0,0,0,0,0,0,0,0
"3629, VIC",106,27,0,271,0,16,0,57,70,543
"3630, VIC",206,107,0,981,10,21,4,225,208,1766
"3631, VIC",19,17,0,24,0,0,0,4,0,63
"3633, VIC",0,0,0,0,0,0,0,0,0,0
"3634, VIC",0,0,0,0,0,0,0,0,0,0
"3635, VIC",0,0,0,0,0,0,0,0,0,0
"3636, VIC",33,14,0,49,0,0,5,13,13,122
"3637, VIC",0,0,0,0,0,0,0,0,0,0
"3638, VIC",0,0,0,3,0,0,0,0,0,6
"3639, VIC",0,0,0,0,0,0,0,0,0,5
"3640, VIC",0,0,0,0,0,0,0,0,0,0
"3641, VIC",0,0,0,3,0,0,0,0,0,3
"3646, VIC",0,0,0,0,0,0,0,0,0,0
"3647, VIC",0,0,0,0,0,0,0,0,0,0
"3649, VIC",0,0,0,0,0,0,0,0,0,0
"3658, VIC",3,0,0,34,0,0,0,3,5,44
"3659, VIC",0,0,0,0,0,0,0,0,0,0
"3660, VIC",4,4,0,18,0,0,0,9,4,40
"3662, VIC",0,0,0,0,0,0,0,0,0,0
"3663, VIC",0,0,0,0,0,0,0,0,0,0
"3664, VIC",0,0,0,0,0,0,0,0,0,0
"3665, VIC",0,0,0,0,0,0,0,0,0,0
"3666, VIC",23,6,0,57,0,3,0,11,15,114
"3669, VIC",0,0,0,5,0,0,0,0,0,7
"3670, VIC",0,0,0,0,0,0,0,0,0,0
"3672, VIC",8,3,0,51,0,0,0,7,3,71
"3673, VIC",0,0,0,0,0,0,0,0,0,0
"3675, VIC",0,0,0,0,0,0,0,0,0,0
"3677, VIC",200,68,0,648,9,24,14,132,177,1275
"3678, VIC",0,0,0,4,0,0,0,0,0,5
"3682, VIC",0,0,0,0,0,0,0,0,0,0
"3683, VIC",0,0,0,0,0,0,0,0,0,0
"3685, VIC",7,4,0,9,0,0,0,0,4,28
"3687, VIC",0,0,0,0,0,0,0,0,0,0
"3688, VIC",0,0,0,0,0,0,0,0,0,0
"3690, VIC",212,118,0,986,12,7,0,175,207,1718
"3694, VIC",0,0,0,0,0,0,0,0,0,0
"3695, VIC",0,0,0,0,0,0,0,0,0,0
"3697, VIC",0,0,0,0,0,0,0,0,0,0
"3698, VIC",0,0,0,0,0,0,0,0,0,0
"3699, VIC",0,0,0,5,0,0,0,5,3,18
"3700, VIC",7,0,0,9,0,0,0,10,5,30
"3701, VIC",0,0,0,0,0,0,0,0,0,5
"3704, VIC",0,0,0,0,0,0,0,0,0,0
"3705, VIC",0,0,0,0,0,0,0,0,0,0
"3708, VIC",0,0,0,0,0,0,0,0,0,0
"3709, VIC",0,0,0,0,0,0,0,0,0,0
"3711, VIC",0,0,0,0,0,0,0,0,0,0
"3712, VIC",0,0,0,0,0,0,0,0,0,0
"3713, VIC",0,0,0,0,0,0,0,4,0,15
"3714, VIC",28,0,0,56,0,0,0,26,18,129
"3715, VIC",0,0,0,0,0,0,0,0,0,0
"3717, VIC",7,4,0,5,0,0,0,0,0,13
"3718, VIC",0,0,0,0,0,0,0,0,0,0
"3719, VIC",0,0,0,0,0,0,0,0,0,0
"3720, VIC",0,0,0,0,0,0,0,0,0,0
"3722, VIC",14,0,0,22,0,0,0,0,11,49
"3723, VIC",0,0,0,5,9,0,0,0,0,10
"3725, VIC",0,0,0,0,0,0,0,0,0,0
"3726, VIC",0,0,0,0,0,0,0,0,0,0
"3727, VIC",0,0,0,0,0,0,0,0,0,0
"3728, VIC",0,0,0,0,0,0,0,0,0,0
"3730, VIC",26,3,0,46,0,0,0,14,39,134
"3732, VIC",0,0,0,0,0,0,0,0,0,0
"3733, VIC",0,0,0,0,0,0,0,0,0,0
"3735, VIC",0,0,0,0,0,0,0,0,0,0
"3737, VIC",7,4,0,46,0,0,0,6,20,82
"3738, VIC",0,0,0,0,0,0,0,0,0,0
"3739, VIC",0,0,0,0,0,0,0,0,0,0
"3740, VIC",0,3,0,6,0,0,0,3,0,17
"3741, VIC",11,3,0,44,0,0,6,7,37,114
"3744, VIC",0,0,0,0,0,0,0,0,0,0
"3746, VIC",0,0,0,0,0,0,0,0,0,0
"3747, VIC",20,3,0,27,0,0,0,8,3,58
"3749, VIC",0,0,0,18,0,0,0,3,0,27
"3750, VIC",10,26,0,18,0,0,0,4,8,61
"3751, VIC",0,0,0,0,0,0,0,0,0,0
"3752, VIC",94,234,0,191,0,0,0,29,41,591
"3753, VIC",0,4,0,0,0,0,0,0,0,4
"3754, VIC",130,390,0,198,0,17,0,24,62,837
"3755, VIC",0,0,0,0,0,0,0,0,0,0
"3756, VIC",15,37,0,75,0,0,0,30,13,168
"3757, VIC",18,10,0,63,0,0,0,14,12,118
"3758, VIC",0,0,0,0,0,0,0,0,3,7
"3759, VIC",0,0,0,0,0,0,0,0,0,0
"3760, VIC",0,0,0,0,0,0,0,0,0,0
"3761, VIC",0,0,0,0,0,0,0,0,0,0
"3762, VIC",0,0,0,0,0,0,0,0,0,0
"3763, VIC",0,0,0,0,0,0,0,0,0,0
"3764, VIC",81,21,0,83,0,11,0,30,32,262
"3765, VIC",26,8,0,47,3,27,13,14,30,165
"3766, VIC",0,0,0,0,0,0,0,0,0,0
"3767, VIC",4,0,0,0,0,0,0,8,0,13
"3770, VIC",0,4,0,0,0,0,0,0,0,0
"3775, VIC",16,5,0,18,0,0,0,4,8,54
"3777, VIC",99,50,0,117,0,6,0,28,29,332
"3778, VIC",0,0,0,0,0,0,0,0,0,0
"3779, VIC",0,0,0,0,0,0,0,0,0,0
"3781, VIC",0,0,0,0,0,0,0,0,0,0
"3782, VIC",0,0,0,0,0,0,0,0,0,0
"3783, VIC",0,0,0,0,0,0,0,0,0,0
"3785, VIC",0,0,0,0,0,0,0,0,0,0
"3786, VIC",0,0,0,0,0,0,0,0,0,0
"3787, VIC",0,0,0,0,0,0,0,0,0,3
"3788, VIC",0,0,0,3,0,0,0,3,0,11
"3789, VIC",0,0,0,0,0,0,0,0,0,0
"3791, VIC",0,0,0,5,0,0,0,3,0,11
"3792, VIC",0,0,0,0,0,0,0,0,0,0
"3793, VIC",4,0,0,14,0,6,0,0,3,35
"3795, VIC",0,0,0,3,0,0,0,0,0,4
"3796, VIC",32,4,0,8,0,24,0,5,13,102
"3797, VIC",6,6,0,0,0,0,0,0,0,20
"3799, VIC",4,0,0,13,0,0,0,5,5,23
"3800, VIC",0,0,0,0,0,0,0,0,0,0
"3802, VIC",155,221,0,115,0,0,0,24,13,532
"3803, VIC",86,161,0,165,4,0,0,35,26,475
"3804, VIC",5,10,0,3,0,0,0,0,0,19
"3805, VIC",138,329,0,194,0,6,0,31,39,740
"3806, VIC",559,153,5,255,10,96,36,84,136,1337
"3807, VIC",38,38,0,75,0,0,0,10,15,171
"3808, VIC",0,0,0,0,0,0,0,0,0,0
"3809, VIC",16,86,0,54,0,0,0,6,12,172
"3810, VIC",293,242,0,640,5,78,24,149,159,1593
"3812, VIC",0,6,0,12,0,0,0,0,4,23
"3813, VIC",0,0,0,0,0,0,0,0,0,0
"3814, VIC",0,0,0,0,0,0,0,0,0,3
"3815, VIC",24,3,0,25,0,0,0,4,9,72
"3816, VIC",7,7,0,11,0,0,0,3,0,31
"3818, VIC",61,22,0,116,0,0,0,29,24,261
"3820, VIC",63,22,0,190,7,0,0,44,51,372
"3821, VIC",0,0,0,0,0,0,0,0,0,3
"3822, VIC",0,0,0,0,0,0,0,0,0,0
"3823, VIC",0,0,0,11,0,0,0,3,0,12
"3824, VIC",8,3,0,36,0,0,0,9,4,64
"3825, VIC",173,52,0,516,0,18,7,100,185,1054
"3831, VIC",0,0,0,3,0,0,0,0,3,14
"3832, VIC",0,0,0,0,0,0,0,0,0,0
"3833, VIC",0,0,0,0,0,0,0,0,0,0
"3835, VIC",0,0,0,0,0,0,0,0,0,0
"3840, VIC",67,11,0,211,4,0,0,42,47,382
"3842, VIC",0,0,0,0,0,0,0,0,0,0
"3844, VIC",144,59,0,241,0,20,6,70,150,692
"3847, VIC",0,0,0,0,0,0,0,0,0,0
"3850, VIC",81,36,0,228,3,20,3,54,102,536
"3851, VIC",0,0,0,0,0,0,0,0,0,4
"3852, VIC",0,0,0,0,0,0,0,0,0,0
"3854, VIC",0,0,0,0,0,0,0,0,0,0
"3856, VIC",0,0,0,0,0,0,0,0,0,0
"3857, VIC",0,0,0,0,0,0,0,0,0,0
"3858, VIC",0,0,0,11,0,0,0,0,6,19
"3859, VIC",0,0,0,0,0,0,0,0,0,0
"3860, VIC",5,0,0,3,0,6,0,0,3,15
"3862, VIC",0,0,0,0,0,0,0,0,0,0
"3864, VIC",0,0,0,0,0,0,0,0,0,0
"3865, VIC",0,0,0,0,0,0,0,0,0,0
"3869, VIC",0,0,0,4,0,0,0,0,0,4
"3870, VIC",0,0,0,5,0,0,0,0,4,16
"3871, VIC",0,0,0,0,0,0,0,0,0,9
"3873, VIC",0,0,0,0,0,0,0,0,0,0
"3874, VIC",0,0,0,0,0,0,0,0,0,0
"3875, VIC",62,10,0,212,0,6,0,51,40,385
"3878, VIC",0,0,0,0,0,0,0,0,0,0
"3880, VIC",62,12,0,54,3,0,0,14,57,209
"3882, VIC",0,0,0,0,0,0,0,0,3,3
"3885, VIC",0,6,0,8,0,0,0,0,7,17
"3886, VIC",0,0,0,0,0,0,0,0,0,0
"3887, VIC",0,0,0,0,0,0,0,0,0,0
"3888, VIC",0,0,0,0,0,0,0,0,10,10
"3889, VIC",0,0,0,0,0,0,0,0,0,0
"3890, VIC",0,0,0,3,0,0,0,0,4,11
"3891, VIC",0,0,0,0,0,0,0,0,0,0
"3892, VIC",9,0,0,16,0,0,0,5,13,38
"3893, VIC",0,0,0,0,0,0,0,0,0,0
"3895, VIC",0,0,0,0,0,0,0,0,0,0
"3896, VIC",0,0,0,0,0,0,0,0,0,0
"3898, VIC",0,0,0,0,0,0,0,0,5,5
"3900, VIC",0,0,0,0,0,0,0,0,0,0
"3902, VIC",0,0,0,0,0,0,0,0,0,0
"3903, VIC",0,0,0,0,0,0,0,0,0,0
"3904, VIC",0,0,0,0,0,0,0,0,0,3
"3909, VIC",16,4,0,65,3,0,0,24,46,167
"3910, VIC",270,277,0,430,5,17,0,59,84,1148
"3911, VIC",17,24,0,31,0,0,0,15,3,89
"3912, VIC",149,134,0,260,6,64,7,73,69,759
"3913, VIC",22,25,0,46,0,0,0,5,0,102
"3915, VIC",108,95,0,459,3,0,0,72,82,816
"3916, VIC",0,0,0,0,0,0,0,0,0,0
"3918, VIC",25,31,0,19,0,0,0,10,11,91
"3919, VIC",42,60,0,98,0,0,0,21,35,250
"3920, VIC",0,0,0,0,0,0,0,0,0,0
"3921, VIC",0,0,0,0,0,0,0,0,0,0
"3922, VIC",141,10,0,73,0,8,0,32,148,409
"3923, VIC",0,0,0,0,0,0,0,0,0,0
"3925, VIC",10,5,0,10,0,0,0,0,18,48
"3926, VIC",0,3,0,0,0,0,0,0,3,10
"3927, VIC",0,0,0,0,0,0,0,0,0,0
"3928, VIC",0,0,0,0,0,0,0,0,0,0
"3929, VIC",0,0,0,0,0,0,0,0,0,0
"3930, VIC",110,37,0,63,0,4,0,12,47,278
"3931, VIC",213,43,4,62,0,14,5,48,103,495
"3933, VIC",0,0,0,0,0,0,0,0,0,0
"3934, VIC",274,128,0,165,6,14,7,25,78,699
"3936, VIC",123,55,0,152,7,3,0,29,180,545
"3937, VIC",0,0,0,0,0,0,0,0,0,0
"3938, VIC",18,0,0,14,0,0,0,0,25,68
"3939, VIC",116,24,0,143,0,11,9,37,84,426
"3940, VIC",241,9,5,88,0,123,38,58,162,720
"3941, VIC",61,19,0,80,7,4,4,25,221,409
"3942, VIC",5,0,0,0,0,0,0,0,19,21
"3943, VIC",6,0,0,0,0,0,0,0,7,20
"3944, VIC",3,0,0,0,0,0,0,0,24,29
"3945, VIC",0,0,0,0,0,0,0,0,0,0
"3946, VIC",0,0,0,0,0,0,0,0,0,0
"3950, VIC",32,4,0,59,0,4,0,10,18,133
"3951, VIC",0,0,0,0,0,0,0,0,0,0
"3953, VIC",33,4,0,36,0,0,0,10,14,101
"3954, VIC",0,0,0,0,0,0,0,0,0,0
"3956, VIC",0,0,0,0,0,0,0,0,0,0
"3957, VIC",0,0,0,0,0,0,0,0,0,0
"3958, VIC",0,0,0,0,0,0,0,0,0,0
"3959, VIC",0,0,0,0,0,0,0,0,3,3
"3960, VIC",15,0,0,21,0,0,0,4,4,42
"3962, VIC",0,0,0,13,0,0,0,0,0,12
"3964, VIC",0,0,0,0,0,0,0,0,0,0
"3965, VIC",0,0,0,0,0,0,0,0,0,0
"3966, VIC",0,0,0,0,0,0,0,0,0,0
"3967, VIC",0,0,0,0,0,0,0,0,0,0
"3971, VIC",11,5,0,28,0,0,0,3,14,65
"3975, VIC",8,31,0,42,0,0,0,9,4,92
"3976, VIC",61,92,0,143,0,9,6,58,33,402
"3977, VIC",763,1102,8,881,4,68,34,245,177,3283
"3978, VIC",8,63,0,40,0,0,0,10,11,126
"3979, VIC",0,0,0,0,0,0,0,0,0,0
"3980, VIC",0,0,0,8,0,0,0,0,0,3
"3981, VIC",0,0,0,27,0,0,0,6,0,32
"3984, VIC",3,5,0,20,0,0,0,6,6,38
"3987, VIC",0,0,0,0,0,0,0,0,0,0
"3988, VIC",0,0,0,0,0,0,0,0,0,0
"3990, VIC",0,0,0,0,0,0,0,0,0,0
"3991, VIC",0,0,0,0,0,0,0,0,4,4
"3992, VIC",0,0,0,0,0,0,0,0,0,0
"3995, VIC",24,10,0,110,0,0,0,35,21,199
"3996, VIC",35,5,0,83,5,0,0,15,83,223
"4000, QLD",0,0,0,8,0,0,0,0,4,16
"4005, QLD",4,0,0,8,0,0,0,3,8,25
"4006, QLD",0,0,0,0,0,0,0,0,0,9
"4007, QLD",8,4,0,6,0,0,0,0,3,29
"4008, QLD",0,0,0,0,0,0,0,0,0,0
"4009, QLD",0,0,0,0,0,0,0,0,0,0
"4010, QLD",0,0,0,3,0,0,0,0,0,12
"4011, QLD",11,21,0,47,0,0,0,8,9,92
"4012, QLD",25,24,0,46,0,0,0,12,5,113
"4013, QLD",8,0,0,40,0,0,0,17,3,65
"4014, QLD",3,7,0,16,0,0,0,0,6,36
"4017, QLD",141,38,4,174,0,46,3,56,47,512
"4018, QLD",219,139,0,265,4,21,0,54,60,755
"4019, QLD",17,7,0,88,0,0,0,15,10,137
"4020, QLD",140,38,0,197,0,75,6,55,58,570
"4021, QLD",87,38,3,120,6,3,0,19,24,292
"4022, QLD",114,30,0,158,0,75,18,13,43,459
"4025, QLD",0,0,0,0,0,0,0,0,0,0
"4029, QLD",0,0,0,0,0,0,0,0,0,0
"4030, QLD",4,4,0,55,0,0,0,9,18,97
"4031, QLD",15,7,0,45,0,0,0,6,10,90
"4032, QLD",39,22,0,68,0,12,0,29,12,186
"4034, QLD",395,126,5,515,0,113,25,114,105,1406
"4035, QLD",150,45,0,76,0,20,0,40,31,367
"4036, QLD",0,0,0,0,0,0,0,0,0,0
"4037, QLD",0,0,0,0,0,0,0,0,0,0
"4051, QLD",45,17,0,61,6,28,0,20,49,215
"4053, QLD",42,25,0,92,0,15,3,21,24,230
"4054, QLD",43,17,3,23,0,33,11,19,24,169
"4055, QLD",35,0,0,18,0,41,4,12,8,120
"4059, QLD",0,0,0,14,0,0,0,4,0,21
"4060, QLD",4,0,0,9,0,0,0,0,8,17
"4061, QLD",11,19,0,8,0,0,0,4,0,40
"4064, QLD",0,0,0,13,0,0,0,0,5,20
"4065, QLD",10,4,0,10,0,0,0,8,7,42
"4066, QLD",0,0,0,12,0,0,0,7,14,34
"4067, QLD",0,0,0,18,0,0,0,0,0,26
"4068, QLD",5,6,0,19,0,0,0,3,0,36
"4069, QLD",58,0,0,43,0,42,5,13,33,199
"4070, QLD",70,13,0,26,0,0,0,10,8,128
"4072, QLD",0,0,0,0,0,0,0,0,0,0
"4073, QLD",4,0,0,13,0,3,0,0,14,30
"4074, QLD",47,21,0,53,3,0,0,11,6,139
"4075, QLD",29,6,0,67,0,14,0,18,16,148
"4076, QLD",0,0,0,12,0,0,0,9,5,26
"4077, QLD",55,13,3,158,0,54,21,46,43,399
"4078, QLD",72,0,0,30,0,0,0,6,12,124
"4101, QLD",4,6,0,35,4,0,0,17,8,79
"4102, QLD",9,8,0,22,0,0,0,7,4,48
"4103, QLD",4,6,0,21,0,0,0,0,12,39
"4104, QLD",5,3,0,18,0,0,0,8,6,34
"4105, QLD",4,8,0,29,0,0,0,4,5,47
"4106, QLD",0,3,0,10,0,0,0,6,4,18
"4107, QLD",7,3,0,17,0,0,0,3,4,33
"4108, QLD",5,18,0,56,0,0,0,9,9,86
"4109, QLD",36,25,0,163,5,5,3,229,24,490
"4110, QLD",6,0,0,41,0,3,0,8,0,57
"4111, QLD",0,0,0,0,0,0,0,0,0,0
"4112, QLD",7,13,0,49,0,0,0,6,4,76
"4113, QLD",69,88,0,148,6,7,4,19,33,378
"4114, QLD",55,43,0,472,3,0,0,61,92,726
"4115, QLD",19,29,0,37,3,0,0,5,8,100
"4116, QLD",44,36,0,64,0,17,3,13,14,203
"4117, QLD",3,7,0,8,0,0,0,0,0,22
"4118, QLD",10,13,0,48,0,0,0,7,3,90
"4119, QLD",0,5,0,20,0,0,0,0,3,37
"4120, QLD",0,3,0,7,0,0,0,0,0,13
"4121, QLD",0,0,0,22,0,0,0,0,3,28
"4122, QLD",36,17,0,83,0,11,38,11,21,214
"4123, QLD",52,66,0,92,6,0,0,17,34,267
"4124, QLD",73,8,0,55,0,59,9,23,18,231
"4125, QLD",51,7,0,13,0,0,0,4,3,81
"4127, QLD",54,31,0,140,0,8,0,23,16,271
"4128, QLD",15,22,0,52,0,0,0,11,13,109
"4129, QLD",0,11,0,29,0,0,0,0,3,45
"4130, QLD",5,3,0,4,0,0,0,4,4,18
"4131, QLD",12,10,0,172,0,0,0,29,15,243
"4132, QLD",4,9,0,130,0,0,0,55,23,228
"4133, QLD",12,32,0,196,0,0,0,30,28,307
"4151, QLD",5,5,0,18,0,0,0,5,0,27
"4152, QLD",144,122,0,221,5,0,4,38,49,577
"4153, QLD",0,0,0,9,0,0,0,4,3,17
"4154, QLD",6,7,0,24,0,0,0,7,8,55
"4155, QLD",0,0,0,0,0,0,0,0,0,0
"4156, QLD",0,0,0,7,0,0,0,7,0,16
"4157, QLD",140,61,0,200,0,0,0,34,31,471
"4158, QLD",30,23,0,61,0,0,0,15,17,143
"4159, QLD",120,30,0,83,0,64,29,24,29,380
"4160, QLD",64,12,0,33,0,0,0,7,10,128
"4161, QLD",34,19,0,87,0,24,4,21,18,198
"4163, QLD",219,57,3,288,3,56,18,62,66,768
"4164, QLD",38,12,3,22,0,12,5,10,3,106
"4165, QLD",162,63,3,117,0,123,28,44,68,610
"4169, QLD",0,0,0,21,0,0,0,6,6,35
"4170, QLD",20,21,0,50,4,0,0,6,9,126
"4171, QLD",3,13,0,30,0,0,0,4,8,52
"4172, QLD",0,0,0,4,0,0,0,0,0,9
"4173, QLD",22,13,0,26,0,0,0,8,3,70
"4174, QLD",0,8,0,20,0,0,0,0,0,34
"4178, QLD",96,36,0,188,0,0,0,258,50,634
"4179, QLD",141,38,3,129,0,110,30,56,29,537
"4183, QLD",3,5,0,6,0,0,0,4,15,32
"4184, QLD",0,0,0,0,0,0,0,0,4,7
"4205, QLD",22,8,0,61,0,11,0,9,18,118
"4207, QLD",284,68,0,476,0,18,6,139,106,1096
"4208, QLD",22,62,0,119,0,0,0,24,16,242
"4209, QLD",64,255,0,687,6,4,0,108,84,1199
"4210, QLD",180,332,4,364,0,0,6,95,56,1037
"4211, QLD",301,210,4,384,5,112,26,130,80,1245
"4212, QLD",200,142,0,189,0,20,0,64,26,643
"4213, QLD",105,42,0,39,0,0,4,20,19,221
"4214, QLD",393,175,4,317,5,41,19,97,92,1139
"4215, QLD",642,749,19,1570,15,8,4,427,286,3712
"4216, QLD",462,408,0,1048,11,7,8,132,162,2238
"4217, QLD",158,92,0,199,0,16,7,62,86,621
"4218, QLD",137,95,0,194,4,0,4,32,67,535
"4220, QLD",355,406,0,454,8,0,4,126,133,1493
"4221, QLD",250,125,4,270,5,9,7,65,72,798
"4222, QLD",0,0,0,0,0,0,0,0,0,0
"4223, QLD",177,92,0,173,7,16,0,35,47,550
"4224, QLD",49,39,0,58,5,0,0,21,18,184
"4225, QLD",9,5,0,31,0,0,0,6,14,60
"4226, QLD",151,163,0,295,3,0,4,40,38,688
"4227, QLD",177,218,0,293,3,3,0,55,46,795
"4228, QLD",12,6,0,3,0,4,0,8,3,38
"4229, QLD",0,0,0,0,0,0,0,0,0,0
"4230, QLD",0,0,0,0,0,0,0,0,0,0
"4270, QLD",3,0,0,0,0,0,0,0,0,3
"4271, QLD",3,0,0,0,0,0,0,0,0,14
"4272, QLD",23,7,0,11,0,0,0,5,8,58
"4275, QLD",0,0,0,7,0,0,0,4,0,8
"4280, QLD",0,4,0,14,0,0,0,5,8,28
"4285, QLD",33,25,0,244,0,0,0,54,46,405
"4287, QLD",0,0,0,0,0,0,0,0,0,0
"4300, QLD",67,90,0,479,4,3,0,189,85,913
"4301, QLD",18,51,0,324,0,0,0,42,42,481
"4303, QLD",0,0,0,42,0,0,0,9,7,58
"4304, QLD",14,10,0,173,0,0,0,27,20,249
"4305, QLD",241,85,0,1277,8,31,9,245,238,2136
"4306, QLD",5,0,0,26,0,0,0,4,5,41
"4307, QLD",0,0,0,6,0,0,0,0,0,3
"4309, QLD",0,0,0,0,0,0,0,0,0,0
"4310, QLD",5,0,0,18,0,10,0,4,6,40
"4311, QLD",3,3,0,7,0,0,0,0,20,36
"4312, QLD",0,0,0,0,0,0,0,0,0,5
"4313, QLD",10,0,0,17,0,7,0,3,5,38
"4340, QLD",14,0,0,37,0,9,3,7,16,93
"4341, QLD",28,3,0,44,0,3,0,12,19,105
"4342, QLD",0,0,0,5,0,0,0,0,0,5
"4343, QLD",12,12,0,141,0,0,0,23,20,216
"4344, QLD",0,0,0,10,0,0,0,4,0,13
"4345, QLD",0,0,0,0,0,0,0,0,0,0
"4346, QLD",0,0,0,5,0,0,0,0,4,7
"4347, QLD",0,0,0,0,0,0,0,0,0,0
"4350, QLD",1058,406,13,2875,16,224,51,522,784,5952
"4352, QLD",68,17,0,95,0,17,8,25,19,238
"4353, QLD",0,0,0,0,0,0,0,0,0,0
"4354, QLD",0,0,0,0,0,0,0,0,0,0
"4355, QLD",5,0,0,10,0,4,6,3,3,34
"4356, QLD",6,0,0,20,0,0,0,14,9,43
"4357, QLD",0,0,0,0,0,0,0,0,0,0
"4358, QLD",0,5,0,12,0,0,0,0,3,26
"4359, QLD",0,0,0,8,0,0,0,0,0,11
"4360, QLD",0,0,0,0,0,0,0,0,0,0
