postcode,dwellings
2874,250
2875,457
2876,121
2877,1884
2878,180
2879,526
2880,9280
2898,135
2999,0
3000,107
3002,637
3003,532
3004,9
3005,0
3006,53
3008,0
3010,6
3011,5289
3012,7221
3013,5065
3015,5897
3016,4996
3018,4530
3019,2378
3020,12779
3021,16791
3022,1069
3023,12203
3024,3948
3025,3979
3026,198
3027,59
3028,10106
3029,15754
3030,18883
3031,4883
3032,6628
3033,4879
3034,4092
3036,2159
3037,12208
3038,8931
3039,4323
3040,7398
3041,3800
3042,5496
3043,6190
3044,8613
3045,0
3046,10178
3047,5964
3048,5116
3049,2954
3050,0
3051,2131
3052,565
3053,1468
3054,2992
3055,3581
3056,6661
3057,2460
3058,10823
3059,3264
3060,4188
3061,1518
3062,0
3064,11931
3065,1836
3066,1279
3067,1540
3068,5901
3070,7668
3071,5091
3072,9704
3073,16328
3074,6718
3075,6742
3076,6058
3078,2908
3079,4738
3081,4963
3082,9743
3083,9056
3084,8627
3085,4367
3086,18
3087,3401
3088,9060
3089,3258
3090,624
3091,479
3093,1494
3094,3209
3095,9411
3096,511
3097,351
3099,1637
3101,6882
3102,2170
3103,5372
3104,7032
3105,4030
3106,5209
3107,4851
3108,6383
3109,9584
3111,4100
3113,2709
3114,1129
3115,1360
3116,3312
3121,7210
3122,4494
3123,3609
3124,6275
3125,4455
3126,2279
3127,5764
3128,5246
3129,5800
3130,10637
3131,7705
3132,5702
3133,7729
3134,10680
3135,6854
3136,14167
3137,4715
3138,6905
3139,4681
3140,4960
3141,3269
3142,3386
3143,2190
3144,3157
3145,6712
3146,7067
3147,4606
3148,2576
3149,11450
3150,20588
3151,3782
3152,10799
3153,6823
3154,1445
3155,7907
3156,12037
3158,2400
3159,1182
3160,3240
3161,4010
3162,5466
3163,7047
3165,9189
3166,6824
3167,3286
3168,4061
3169,5605
3170,6041
3171,5086
3172,6981
3173,5749
3174,9993
3175,12865
3177,3416
3178,11012
3179,2061
3180,2411
3181,4441
3182,2616
3183,3108
3184,2467
3185,3348
3186,6959
3187,5369
3188,5258
3189,1946
3190,3368
3191,3015
3192,7056
3193,6829
3194,3557
3195,10425
3196,8361
3197,4278
3198,6062
3199,19967
3200,2397
3201,6031
3202,860
3204,8822
3205,2328
3206,3789
3207,3918
3211,289
3212,4508
3214,9102
3215,7353
3216,18065
3217,210
3218,4818
3219,7660
3220,5704
3221,2724
3222,4264
3223,4986
3224,3169
3225,3059
3226,5472
3227,1880
3228,5787
3230,2675
3231,1423
3232,1378
3233,2014
3235,437
3236,99
3238,158
3239,331
3240,415
3241,916
3242,316
3243,115
3249,1741
3250,4594
3251,107
3260,2175
3264,962
3265,769
3266,1401
3268,1259
3269,484
3270,255
3271,142
3272,740
3274,207
3275,261
3276,259
3277,591
3278,163
3279,135
3280,10437
3281,160
3282,657
3283,585
3284,1647
3285,566
3286,372
3287,159
3289,355
3292,246
3293,146
3294,433
3300,4540
3301,213
3302,199
3303,168
3304,1243
3305,5149
3310,204
3311,754
3312,608
3314,333
3315,837
3317,49
3318,716
3319,156
3321,474
3322,60
3323,59
3324,389
3325,350
3328,497
3330,115
3331,1173
3332,308
3333,198
3334,201
3335,502
3337,9128
3338,4127
3340,5586
3341,529
3342,1454
3345,427
3350,19338
3351,2747
3352,5194
3355,4804
3356,4444
3357,818
3360,259
3361,314
3363,1196
3364,765
3370,755
3371,612
3373,934
3375,86
3377,3905
3379,449
3380,2479
3381,1355
3384,253
3387,99
3388,279
3390,475
3391,69
3392,234
3393,1330
3395,225
3396,285
3400,5434
3401,1872
3407,264
3409,505
3412,126
3413,53
3414,861
3418,1316
3419,467
3420,179
3423,315
3424,474
3427,876
3428,130
3429,11209
3431,1006
3434,1793
3435,915
3437,2664
3438,581
3440,695
3441,714
3442,2727
3444,3530
3446,249
3447,111
3448,337
3450,3129
3451,1968
3453,497
3458,778
3460,1359
3461,2376
3462,568
3463,1263
3464,288
3465,4196
3467,591
3468,240
3469,143
3472,487
3475,270
3478,1714
3480,759
3482,92
3483,464
3485,140
3487,60
3490,659
3491,226
3494,147
3496,2269
3498,2042
3500,10596
3501,640
3505,1701
3507,50
3509,143
3512,251
3515,385
3516,312
3517,733
3518,659
3520,102
3521,291
3522,174
3523,1762
3525,741
3527,388
3529,107
3530,54
3531,162
3533,363
3537,544
3540,207
3542,77
3544,119
3546,200
3549,1249
3550,15621
3551,7110
3555,6578
3556,4140
3557,310
3558,404
3559,166
3561,2121
3562,129
3563,345
3564,5619
3566,271
3567,217
3568,1374
3570,388
3571,178
3573,201
3575,449
3579,2508
3580,407
3581,107
3584,578
3586,111
3588,118
3589,310
3590,92
3591,196
3594,257
3595,191
3597,249
3599,76
3608,1221
3610,589
3612,968
3614,308
3616,1874
3618,308
3620,2959
3621,773
3622,142
3623,412
3624,261
3629,3170
3630,10089
3631,2894
3633,217
3634,701
3635,172
3636,2240
3637,269
3638,653
3639,427
3640,308
3641,375
3646,371
3649,215
3658,2029
3659,631
3660,3208
3662,373
3664,361
3665,250
3666,2139
3669,573
3670,184
3672,3752
3673,1263
3675,884
3677,6193
3678,2571
3682,313
3683,711
3685,961
3687,302
3688,414
3690,11065
3691,2351
3694,0
3695,172
3697,277
3698,485
3699,591
3700,503
3701,674
3705,191
3707,860
3709,153
3711,275
3712,66
3713,909
3714,1597
3717,1280
3719,146
3720,774
3722,1688
3723,2517
3725,192
3726,188
3727,231
3728,372
3730,2973
3732,261
3733,163
3735,329
3737,1923
3738,62
3739,91
3740,474
3741,1442
3744,286
3746,114
3747,1741
3749,772
3750,141
3752,3935
3753,430
3754,1360
3756,2506
3757,2643
3758,515
3759,502
3761,545
3763,559
3764,2335
3765,2228
3766,502
3767,536
3770,1132
3775,1483
3777,3920
3778,149
3779,364
3781,1628
3782,2668
3783,606
3785,0
3786,611
3787,365
3788,794
3789,93
3791,517
3792,381
3793,1274
3795,727
3796,3141
3797,1102
3799,2613
3800,0
3802,7914
3803,3157
3804,1718
3805,16230
3806,12961
3807,1488
3808,1024
3809,808
3810,7663
3812,890
3813,112
3814,691
3815,966
3816,820
3818,3506
3820,4609
3821,1114
3822,230
3823,685
3824,1884
3825,8354
3831,632
3832,107
3833,257
3835,73
3840,6870
3842,1820
3844,9425
3847,844
3850,5190
3851,3598
3852,5
3854,501
3856,345
3857,241
3858,1072
3859,561
3860,2849
3862,1130
3865,125
3869,507
3870,650
3871,1097
3874,376
3875,6218
3878,566
3880,1966
3882,613
3885,828
3886,146
3887,71
3888,1838
3889,95
3890,217
3891,172
3892,635
3895,206
3896,167
3898,492
3900,231
3902,233
3904,885
3909,3581
3910,7026
3911,1129
3912,5043
3913,980
3915,2956
3916,667
3918,1132
3919,1023
3920,133
3921,83
3922,6973
3923,422
3925,2393
3926,1756
3927,1040
3928,389
3929,809
3930,6321
3931,8667
3933,327
3934,6567
3936,5904
3937,922
3938,1661
3939,7334
3940,2976
3941,10699
3942,3255
3943,2719
3944,1226
3945,657
3946,101
3950,1602
3951,357
3953,2883
3954,178
3956,2421
3958,130
3959,1037
3960,1285
3962,534
3964,77
3965,169
3966,269
3971,2140
3975,1718
3976,7327
3977,16301
3978,434
3980,1096
3981,1387
3984,2516
3987,373
3988,333
3991,450
3992,285
3995,4323
3996,3270
3999,0
4000,1045
4005,1687
4006,1193
4007,2341
4008,145
4009,0
4010,506
4011,3984
4012,5769
4013,1290
4014,3657
4017,12288
4018,3030
4019,6879
4020,6808
4021,3516
4022,1604
4025,341
4030,4220
4031,4005
4032,4385
4034,14754
4035,7533
4036,2249
4037,2279
4051,7974
4053,15214
4054,5435
4055,6224
4059,3085
4060,3716
4061,5838
4064,3421
4065,3264
4066,3145
4067,1849
4068,5425
4069,11189
4070,2883
4072,11
4073,2990
4074,8241
4075,6961
4076,1680
4077,7814
4078,7538
4101,2971
4102,1606
4103,3594
4104,1649
4105,3864
4106,875
4107,2235
4108,1825
4109,11844
4110,3035
4111,296
4112,2070
4113,8709
4114,10870
4115,5540
4116,5865
4117,78
4118,9200
4119,1493
4120,2113
4121,8549
4122,14442
4123,5932
4124,5209
4125,2204
4127,7833
4128,5234
4129,2661
4130,1837
4131,2770
4132,6243
4133,3611
4151,3643
4152,15206
4153,1320
4154,1825
4155,337
4156,903
4157,6777
4158,1312
4159,4611
4160,5852
4161,5917
4163,5056
4164,3493
4165,9927
4169,2088
4170,7087
4171,4368
4172,1348
4173,3033
4174,990
4178,8489
4179,6446
4183,1503
4184,3326
4205,1939
4207,14437
4208,3759
4209,6686
4210,4680
4211,17392
4212,7739
4213,9085
4214,12762
4215,12672
4216,11882
4217,7065
4218,8558
4219,531
4220,8127
4221,8563
4223,4532
4224,1589
4225,888
4226,10314
4227,4158
4228,3559
4229,53
4230,399
4270,1103
4271,1227
4272,1703
4275,1175
4280,4244
4285,5652
4287,223
4300,11862
4301,5506
4303,1444
4304,5518
4305,19204
4306,10143
4307,281
4309,1001
4310,2186
4311,3244
4312,1115
4313,991
4340,1877
4341,4013
4342,676
4343,3452
4344,974
4345,25
4346,234
4347,277
4350,35390
4352,7344
4354,408
4355,1076
4356,1459
4357,1090
4358,772
4359,385
4360,175
4361,989
4362,794
4363,282
4364,114
4365,244
4370,6798
4371,153
4373,347
4374,90
4377,359
4380,3197
4381,277
4382,207
4383,172
4387,560
4388,197
4390,2015
4400,539
4401,1998
4402,324
4403,148
4404,370
4405,4901
4407,204
4408,335
4410,547
4411,278
4412,186
4413,2143
4415,842
4416,161
4417,365
4418,75
4419,389
4420,715
4421,1309
4422,323
4423,39
4424,84
4425,122
4426,82
4427,97
4428,327
4454,430
4455,3134
4462,99
4465,641
4467,111
4468,153
4470,1594
4472,810
4474,30
4475,52
4477,232
4478,261
4480,421
4481,83
4482,69
4486,353
4487,1232
4488,180
4489,68
4490,835
4491,61
4492,108
4493,34
4494,258
4496,92
4497,228
4498,55
4500,10964
4501,2146
4502,2906
4503,9719
4504,4165
4505,5184
4506,6268
4507,6998
4508,6476
4509,3126
4510,12511
4511,2446
4512,807
4514,1672
4515,1041
4516,1176
4517,105
4518,1601
4519,2128
4520,3819
4521,1425
4550,1356
4551,15229
4552,3227
4553,1561
4554,563
4555,2209
4556,12932
4557,4208
4558,5262
4559,1672
4560,9567
4561,2032
4562,2720
4563,3022
4564,3339
4565,5545
4566,3047
4567,4736
4568,1076
4569,770
4570,14314
4571,224
4572,765
4573,7082
4574,457
4575,7882
4580,1910
4581,978
4600,341
4601,513
4605,1640
4606,760
4608,386
4610,5165
4612,257
4613,354
4614,372
4615,2577
4620,66
4621,939
4625,1071
4626,900
4627,359
4630,1193
4650,12169
4655,18774
4659,1835
4660,2912
4662,175
4670,26901
4671,2198
4673,166
4674,568
4676,115
4677,1405
4678,434
4680,15316
4694,114
4695,459
4699,43
4700,6494
4701,14370
4702,9609
4703,6283
4705,176
4706,57
4707,158
4709,497
4710,1528
4711,493
4712,108
4713,250
4714,1219
4715,2551
4716,298
4717,2023
4718,1038
4719,590
4720,3892
4721,1375
4722,689
4723,306
4724,265
4725,710
4726,280
4727,142
4728,180
4730,1444
4731,107
4732,53
4733,30
4735,677
4736,67
4737,2539
4738,288
4739,160
4740,24392
4741,2340
4742,495
4743,371
4744,2418
4745,1138
4746,789
4750,1486
4751,1172
4753,772
4754,661
4756,219
4757,192
4798,474
4799,618
4800,2959
4801,0
4802,2494
4803,64
4804,1104
4805,3664
4806,1664
4807,4253
4808,319
4809,544
4810,5327
4811,3391
4812,6116
4813,0
4814,12951
4815,7336
4816,3527
4817,8570
4818,4781
4819,1237
4820,3784
4821,770
4822,327
4823,390
4824,948
4828,86
4829,158
4830,355
4849,755
4850,4815
4852,1009
4854,2436
4855,113
4856,128
4857,147
4858,493
4859,185
4860,4045
4861,783
4865,1857
4868,5534
4869,5247
4870,18463
4871,5409
4872,2388
4873,2337
4874,1291
4875,1883
4876,518
4877,2023
4878,4169
4879,4764
4880,3751
4881,1485
4882,852
4883,2716
4884,707
4885,1624
4886,302
4887,710
4888,1281
4890,400
4891,185
4895,1324
4999,0
5000,2676
5006,2265
5007,2411
5008,5082
5009,1956
5010,1543
5011,3538
5012,2997
5013,3759
5014,4419
5015,2001
5016,3102
5017,2087
5018,2260
5019,3535
5020,1211
5021,2520
5022,5061
5023,6148
5024,4929
5025,3022
5031,3856
5032,4037
5033,2792
5034,3355
5035,1918
5037,3552
5038,5270
5039,3406
5040,1014
5041,4440
5042,3653
5043,6900
5044,3803
5045,4422
5046,3234
5047,2898
5048,4941
5049,3661
5050,2036
5051,4933
5052,2439
5061,3381
5062,5412
5063,4207
5064,3628
5065,3618
5066,4298
5067,3557
5068,4428
5069,3020
5070,5215
5072,4462
5073,5381
5074,4264
5075,3622
5076,3381
5081,3056
5082,5284
5083,2649
5084,3370
5085,5439
5086,5554
5087,3829
5088,1253
5089,2396
5090,3438
5091,2925
5092,6102
5093,3530
5094,326
5095,4606
5096,5696
5097,4959
5098,4656
5106,14
5107,5203
5108,13137
5109,7736
5110,1899
5111,34
5112,7699
5113,7530
5114,8774
5115,1301
5116,2469
5117,672
5118,6153
5120,568
5121,527
5125,6707
5126,2836
5127,3083
5131,280
5132,129
5133,91
5134,247
5136,118
5137,185
5138,211
5140,204
5141,139
5142,164
5144,106
5151,198
5152,2387
5153,2415
5154,1228
5155,1531
5156,434
5157,1106
5158,8674
5159,12076
5160,0
5161,3862
5162,12663
5163,5248
5164,2078
5165,1976
5166,822
5167,2047
5168,1729
5169,4482
5170,501
5171,2019
5172,1454
5173,3938
5174,1087
5201,682
5202,249
5203,461
5204,2305
5210,585
5211,7102
5212,1090
5213,953
5214,4447
5221,198
5222,566
5223,1757
5231,428
5232,281
5233,542
5234,433
5235,819
5236,165
5237,131
5238,2657
5240,306
5241,928
5242,626
5243,336
5244,1474
5245,781
5250,1016
5251,4402
5252,1860
5253,5889
5254,1411
5255,2900
5256,708
5259,613
5260,666
5261,333
5262,255
5264,750
5265,109
5266,264
5267,878
5268,1335
5269,119
5270,405
5271,3020
5272,538
5275,1574
5276,854
5277,1334
5278,252
5279,166
5280,3437
5290,9336
5291,3195
5301,373
5302,354
5303,138
5304,314
5306,65
5307,408
5308,306
5309,87
5311,136
5320,677
5321,165
5322,156
5330,1357
5331,115
5332,198
5333,2574
5340,449
5341,2886
5342,266
5343,2424
5344,255
5345,1557
5346,100
5350,174
5351,1912
5352,2053
5353,1658
5354,413
5355,2505
5356,249
5357,407
5360,268
5371,228
5372,570
5373,1403
5374,689
5381,158
5400,333
5401,319
5410,108
5411,120
5412,481
5413,498
5415,118
5416,117
5417,760
5418,86
5419,154
5420,65
5421,111
5422,903
5431,562
5432,68
5433,617
5434,170
5440,152
5451,352
5452,139
5453,1886
5454,197
5460,293
5461,969
5462,123
5464,273
5470,97
5471,39
5472,57
5473,351
5480,367
5481,263
5482,221
5483,225
5485,309
5490,87
5491,775
5495,279
5501,2553
5502,493
5510,85
5520,243
5521,99
5522,1208
5523,813
5540,6439
5550,454
5552,193
5554,1962
5555,294
5556,1915
5558,2476
5560,256
5570,484
5571,1467
5572,127
5573,1205
5575,2489
5576,601
5577,248
5580,79
5581,468
5582,372
5583,741
5600,2950
5601,113
5602,694
5603,268
5604,270
5605,816
5606,5658
5607,1664
5608,6320
5609,348
5631,490
5632,102
5633,131
5640,420
5641,529
5642,220
5650,117
5652,315
5653,72
5654,133
5655,93
5661,110
5670,194
5671,68
5680,1017
5690,1262
5700,4906
5710,1039
5720,283
5722,445
5723,1136
5724,26
5725,1237
5730,46
5731,347
5732,86
5733,47
5734,90
5950,0
5999,0
6000,1431
6003,603
6004,693
6005,623
6006,3276
6007,2540
6008,4822
6009,5229
6010,5440
6011,3047
6012,2693
6014,5850
6015,2380
6016,3245
6017,1510
6018,12439
6019,7921
6020,7755
6021,6808
6022,2030
6023,5644
6024,5316
6025,11229
6026,8026
6027,15022
6028,5848
6029,972
6030,10392
6031,2305
6032,75
6033,172
6034,0
6035,1161
6036,1786
6037,928
6038,0
6041,923
6042,86
6043,338
6044,994
6050,4990
6051,3400
6052,3934
6053,5215
6054,7792
6055,4071
6056,13548
6057,5268
6058,4563
6059,8633
6060,9167
6061,11489
6062,11604
6063,4483
6064,10310
6065,13082
6066,6296
6067,25
6068,0
6069,4914
6070,1349
6071,1299
6072,304
6073,1175
6074,360
6076,8012
6081,1645
6082,1027
6083,1127
6084,2224
6090,6
6100,4452
6101,5740
6102,3568
6103,3016
6104,4969
6105,5126
6106,0
6107,11879
6108,8105
6109,3623
6110,11407
6111,8101
6112,10986
6121,821
6122,1751
6123,599
6124,406
6125,843
6126,80
6147,5532
6148,6516
6149,6693
6150,4240
6151,5115
6152,9362
6153,7581
6154,3952
6155,13548
6156,6006
6157,5618
6158,2603
6159,1039
6160,2892
6161,49
6162,4099
6163,18014
6164,12004
6165,95
6166,2889
6167,7151
6168,8506
6169,13013
6170,1487
6171,2046
6172,4284
6173,1916
6174,853
6175,953
6176,254
6207,196
6208,3727
6210,26506
6213,188
6214,209
6215,1679
6218,249
6220,1666
6221,172
6224,351
6225,3396
6226,287
6227,251
6228,65
6229,24
6230,13944
6232,2794
6233,4689
6236,669
6237,814
6239,1609
6244,730
6251,146
6253,279
6254,186
6255,1516
6256,199
6258,2699
6260,687
6262,583
6271,1088
6275,644
6280,8436
6281,3141
6282,675
6284,711
6285,3231
6286,158
6288,140
6290,1285
6302,1507
6304,834
6306,455
6308,720
6309,47
6311,312
6312,2047
6315,1033
6316,179
6317,1623
6318,211
6320,287
6321,213
6322,100
6323,397
6324,1280
6326,221
6328,311
6330,12409
6333,2656
6335,347
6336,116
6337,225
6338,655
6341,149
6343,157
6346,428
6348,409
6350,184
6352,166
6353,295
6355,290
6356,164
6358,69
6359,213
6361,53
6363,69
6365,264
6367,231
6368,77
6369,337
6370,224
6372,94
6373,46
6375,498
6383,428
6385,75
6386,92
6390,636
6391,438
6392,268
6394,106
6395,896
6396,120
6397,95
6398,344
6401,3362
6405,65
6407,465
6409,190
6410,417
6411,142
6415,1327
6418,329
6420,44
6421,85
6423,122
6425,110
6426,433
6427,99
6429,1194
6430,7433
6431,9
6432,3029
6434,48
6435,17
6436,96
6437,277
6438,273
6440,394
6442,348
6443,577
6445,103
6448,217
6450,5032
6460,312
6461,234
6462,64
6463,76
6465,47
6468,112
6470,57
6472,138
6473,51
6475,177
6476,64
6477,72
6479,335
6484,24
6485,230
6487,65
6488,77
6489,82
6490,79
6501,249
6502,334
6503,820
6505,160
6507,796
6510,812
6511,470
6513,101
6514,553
6515,264
6516,1029
6517,230
6518,116
6519,316
6521,118
6522,220
6525,1509
6528,236
6530,10997
6532,1000
6535,876
6536,753
6537,366
6556,684
6558,302
6560,576
6562,357
6566,1398
6567,224
6568,235
6569,73
6572,134
6575,89
6603,647
6606,49
6608,165
6609,256
6612,85
6616,161
6620,111
6623,346
6627,53
6630,406
6635,69
6638,263
6640,115
6642,485
6646,133
6701,2012
6705,64
6707,859
6710,276
6713,416
6714,4217
6716,273
6718,277
6720,814
6721,1344
6722,2811
6723,0
6725,2591
6726,1413
6728,1290
6740,622
6751,1179
6753,1622
6754,790
6758,48
6760,295
6765,595
6770,733
6907,0
6999,0
7000,5226
7004,2604
7005,4198
7007,999
7008,4071
7009,4753
7010,5735
7011,5068
7012,306
7015,3867
7016,979
7017,1434
7018,7861
7019,1950
7020,856
7021,916
7022,398
7023,235
7024,227
7025,717
7026,280
7027,141
7030,6316
7050,3793
7052,2392
7053,1364
7054,2590
7055,157
7109,2956
7112,1307
7113,395
7116,841
7117,530
7120,874
7140,4595
7150,1581
7155,336
7162,279
7163,269
7170,1511
7171,1088
7172,1224
7173,2935
7177,287
7178,265
7179,298
7180,112
7182,373
7184,504
7185,156
7186,160
7190,2211
7209,140
7210,563
7211,114
7212,757
7213,223
7214,324
7215,2390
7216,2162
7248,5358
7249,4783
7250,17379
7252,1249
7253,2038
7254,308
7255,582
7256,835
7258,328
7259,204
7260,1288
7261,107
7262,1260
7263,259
7264,682
7265,146
7267,266
7268,436
7270,2004
7275,1406
7276,241
7277,1743
7290,863
7291,170
7292,264
7300,1051
7301,1672
7302,593
7303,1163
7304,2833
7305,348
7306,1556
7307,3518
7310,10071
7315,5334
7316,2211
7320,6582
7321,2307
7322,1638
7325,3357
7330,2769
7331,276
7466,215
7467,1005
7468,391
7469,443
7470,541
7999,0
800,60
810,7696
812,6094
820,4737
822,4107
828,194
830,5401
832,2347
835,1619
836,1943
837,166
838,192
840,203
841,365
845,317
847,129
850,2499
852,1693
854,157
860,860
862,593
870,8266
880,1436
885,289
886,370
899,0
2600,2586
2601,17
2602,10265
2603,2466
2604,2295
2605,4225
2606,2448
2607,5061
2609,264
2612,2609
2614,7336
2615,15333
2617,8656
2900,469
2902,5985
2903,3439
2904,4739
2905,10274
2906,6242
2911,0
2912,2201
2913,7917
2914,1088
6798,427
6799,160
9999,0
0872 crosses NT/SA/WA,3506
2406 crosses NSW/QLD,412
2540 crosses NSW/OT,21410
2611 crosses ACT/NSW,8954
2618 crosses ACT/NSW,385
