postcode,dwellings
"2122, NSW",8936
"2123, NSW",0
"2125, NSW",5315
"2126, NSW",5911
"2127, NSW",1155
"2128, NSW",458
"2129, NSW",0
"2130, NSW",1166
"2131, NSW",2973
"2132, NSW",2745
"2133, NSW",3135
"2134, NSW",2198
"2135, NSW",4639
"2136, NSW",1992
"2137, NSW",5729
"2138, NSW",2409
"2139, NSW",0
"2140, NSW",1121
"2141, NSW",6667
"2142, NSW",4993
"2143, NSW",2300
"2144, NSW",6232
"2145, NSW",20839
"2146, NSW",5586
"2147, NSW",12815
"2148, NSW",19286
"2150, NSW",2003
"2151, NSW",4825
"2152, NSW",3178
"2153, NSW",17724
"2154, NSW",11769
"2155, NSW",16140
"2156, NSW",4165
"2157, NSW",1191
"2158, NSW",2674
"2159, NSW",1616
"2160, NSW",8420
"2161, NSW",8013
"2162, NSW",5493
"2163, NSW",2164
"2164, NSW",5990
"2165, NSW",10188
"2166, NSW",12477
"2167, NSW",3151
"2168, NSW",12390
"2170, NSW",27295
"2171, NSW",9836
"2172, NSW",871
"2173, NSW",4414
"2174, NSW",647
"2175, NSW",588
"2176, NSW",13926
"2177, NSW",4625
"2178, NSW",1249
"2179, NSW",2118
"2190, NSW",7458
"2191, NSW",2088
"2192, NSW",2790
"2193, NSW",3854
"2194, NSW",3038
"2195, NSW",2686
"2196, NSW",8067
"2197, NSW",2748
"2198, NSW",2811
"2199, NSW",4875
"2200, NSW",8363
"2203, NSW",2523
"2204, NSW",5724
"2205, NSW",2754
"2206, NSW",6352
"2207, NSW",8285
"2208, NSW",4088
"2209, NSW",4570
"2210, NSW",8909
"2211, NSW",5799
"2212, NSW",5263
"2213, NSW",7581
"2214, NSW",1349
"2216, NSW",4570
"2217, NSW",5275
"2218, NSW",2624
"2219, NSW",4119
"2220, NSW",5134
"2221, NSW",5118
"2222, NSW",2601
"2223, NSW",5671
"2224, NSW",4720
"2225, NSW",1797
"2226, NSW",4042
"2227, NSW",4542
"2228, NSW",5137
"2229, NSW",8918
"2230, NSW",6101
"2231, NSW",761
"2232, NSW",8873
"2233, NSW",9197
"2234, NSW",9828
"2250, NSW",23559
"2251, NSW",13730
"2256, NSW",7309
"2257, NSW",12951
"2258, NSW",1925
"2259, NSW",22419
"2260, NSW",8590
"2261, NSW",21111
"2262, NSW",8475
"2263, NSW",9718
"2264, NSW",6387
"2265, NSW",2191
"2267, NSW",1233
"2278, NSW",903
"2280, NSW",10196
"2281, NSW",5773
"2282, NSW",5777
"2283, NSW",9635
"2284, NSW",4237
"2285, NSW",11620
"2286, NSW",1517
"2287, NSW",13754
"2289, NSW",7290
"2290, NSW",13069
"2291, NSW",4831
"2292, NSW",1080
"2293, NSW",1139
"2294, NSW",865
"2295, NSW",2885
"2296, NSW",838
"2297, NSW",677
"2298, NSW",3584
"2299, NSW",4180
"2300, NSW",2399
"2302, NSW",16
"2303, NSW",3400
"2304, NSW",6249
"2305, NSW",4913
"2306, NSW",1403
"2307, NSW",1687
"2308, NSW",0
"2311, NSW",433
"2312, NSW",586
"2314, NSW",0
"2315, NSW",7275
"2316, NSW",2565
"2317, NSW",2935
"2318, NSW",4404
"2319, NSW",3008
"2320, NSW",13179
"2321, NSW",5276
"2322, NSW",7042
"2323, NSW",9949
"2324, NSW",10692
"2325, NSW",11358
"2326, NSW",2871
"2327, NSW",3127
"2328, NSW",1036
"2329, NSW",996
"2330, NSW",7865
"2331, NSW",0
"2333, NSW",6046
"2334, NSW",1066
"2335, NSW",2286
"2336, NSW",1030
"2337, NSW",3212
"2338, NSW",729
"2339, NSW",342
"2340, NSW",19848
"2341, NSW",743
"2342, NSW",221
"2343, NSW",2229
"2344, NSW",306
"2345, NSW",301
"2346, NSW",1406
"2347, NSW",996
"2350, NSW",10246
"2351, NSW",0
"2352, NSW",1114
"2353, NSW",428
"2354, NSW",1724
"2355, NSW",323
"2356, NSW",77
"2357, NSW",1856
"2358, NSW",1678
"2359, NSW",343
"2360, NSW",5654
"2361, NSW",410
"2365, NSW",1644
"2369, NSW",363
"2370, NSW",3431
"2371, NSW",630
"2372, NSW",2368
"2379, NSW",163
"2380, NSW",4187
"2381, NSW",547
"2382, NSW",636
"2386, NSW",157
"2387, NSW",97
"2388, NSW",1141
"2390, NSW",3468
"2395, NSW",396
"2396, NSW",429
"2397, NSW",160
"2398, NSW",90
"2399, NSW",253
"2400, NSW",3793
"2401, NSW",141
"2402, NSW",807
"2403, NSW",304
"2404, NSW",891
"2405, NSW",270
"2408, NSW",194
"2409, NSW",380
"2410, NSW",145
"2411, NSW",55
"2415, NSW",180
"2420, NSW",1849
"2421, NSW",725
"2422, NSW",2574
"2423, NSW",1584
"2424, NSW",218
"2425, NSW",795
"2426, NSW",322
"2427, NSW",1687
"2428, NSW",11191
"2429, NSW",4265
"2430, NSW",14097
"2431, NSW",2486
"2439, NSW",1220
"2440, NSW",8883
"2441, NSW",1872
"2443, NSW",3986
"2444, NSW",17544
"2445, NSW",2688
"2446, NSW",5144
"2447, NSW",3078
"2448, NSW",3797
"2449, NSW",961
"2450, NSW",15570
"2452, NSW",5849
"2453, NSW",1418
"2454, NSW",3252
"2455, NSW",1323
"2456, NSW",5940
"2460, NSW",11730
"2462, NSW",1314
"2463, NSW",3181
"2464, NSW",3183
"2465, NSW",147
"2466, NSW",903
"2469, NSW",2022
"2470, NSW",5714
"2471, NSW",991
"2472, NSW",732
"2473, NSW",1460
"2474, NSW",2912
"2475, NSW",194
"2476, NSW",458
"2477, NSW",4904
"2478, NSW",11759
"2479, NSW",1966
"2480, NSW",17956
"2481, NSW",4725
"2482, NSW",2687
"2483, NSW",4475
"2484, NSW",7336
"2485, NSW",4691
"2486, NSW",12554
"2487, NSW",4554
"2488, NSW",1253
"2489, NSW",2627
"2490, NSW",276
"2500, NSW",8899
"2502, NSW",4359
"2505, NSW",1768
"2506, NSW",2804
"2508, NSW",2822
"2515, NSW",4020
"2516, NSW",2022
"2517, NSW",4516
"2518, NSW",7390
"2519, NSW",6133
"2522, NSW",0
"2525, NSW",3873
"2526, NSW",5466
"2527, NSW",7574
"2528, NSW",9017
"2529, NSW",9357
"2530, NSW",11800
"2533, NSW",6202
"2534, NSW",2477
"2535, NSW",3249
"2536, NSW",9974
"2537, NSW",6759
"2538, NSW",989
"2539, NSW",11195
"2541, NSW",10697
"2545, NSW",578
"2546, NSW",5176
"2548, NSW",3809
"2549, NSW",1732
"2550, NSW",7229
"2551, NSW",1572
"2555, NSW",74
"2556, NSW",768
"2557, NSW",2780
"2558, NSW",3677
"2559, NSW",975
"2560, NSW",25328
"2563, NSW",102
"2564, NSW",4939
"2565, NSW",6663
"2566, NSW",8614
"2567, NSW",12304
"2568, NSW",382
"2569, NSW",453
"2570, NSW",13600
"2571, NSW",4004
"2572, NSW",1572
"2573, NSW",1917
"2574, NSW",2010
"2575, NSW",6206
"2576, NSW",6053
"2577, NSW",6893
"2578, NSW",1325
"2579, NSW",1978
"2580, NSW",12717
"2581, NSW",950
"2582, NSW",4955
"2583, NSW",2327
"2584, NSW",271
"2585, NSW",131
"2586, NSW",1415
"2587, NSW",1366
"2588, NSW",141
"2590, NSW",3264
"2594, NSW",4844
"2619, NSW",3283
"2621, NSW",2237
"2622, NSW",2168
"2623, NSW",285
"2625, NSW",10
"2626, NSW",184
"2627, NSW",2103
"2628, NSW",1003
"2629, NSW",502
"2630, NSW",3878
"2631, NSW",361
"2632, NSW",912
"2633, NSW",235
"2640, NSW",15735
"2641, NSW",6864
"2642, NSW",1980
"2643, NSW",1184
"2644, NSW",1148
"2645, NSW",218
"2646, NSW",3113
"2647, NSW",1083
"2648, NSW",1085
"2649, NSW",15
"2650, NSW",21337
"2651, NSW",673
"2652, NSW",1973
"2653, NSW",1092
"2655, NSW",547
"2656, NSW",593
"2658, NSW",651
"2659, NSW",348
"2660, NSW",680
"2661, NSW",57
"2663, NSW",1760
"2665, NSW",1021
"2666, NSW",2424
"2668, NSW",209
"2669, NSW",855
"2671, NSW",1798
"2672, NSW",564
"2675, NSW",650
"2678, NSW",0
"2680, NSW",8246
"2681, NSW",673
"2700, NSW",2192
"2701, NSW",911
"2702, NSW",326
"2703, NSW",276
"2705, NSW",4028
"2706, NSW",502
"2707, NSW",593
"2710, NSW",4465
"2711, NSW",1599
"2712, NSW",648
"2713, NSW",1335
"2714, NSW",1300
"2715, NSW",718
"2716, NSW",528
"2717, NSW",582
"2720, NSW",3581
"2721, NSW",132
"2722, NSW",1393
"2725, NSW",191
"2726, NSW",123
"2727, NSW",167
"2729, NSW",749
"2730, NSW",680
"2731, NSW",2643
"2732, NSW",902
"2733, NSW",300
"2734, NSW",204
"2735, NSW",184
"2736, NSW",167
"2737, NSW",348
"2738, NSW",648
"2739, NSW",549
"2745, NSW",9389
"2747, NSW",14386
"2748, NSW",574
"2749, NSW",5701
"2750, NSW",15701
"2752, NSW",1646
"2753, NSW",5956
"2754, NSW",2087
"2755, NSW",3
"2756, NSW",11989
"2757, NSW",289
"2758, NSW",3090
"2759, NSW",8542
"2760, NSW",11622
"2761, NSW",9103
"2762, NSW",1679
"2763, NSW",9334
"2765, NSW",5077
"2766, NSW",4635
"2767, NSW",7141
"2768, NSW",8247
"2769, NSW",3472
"2770, NSW",18493
"2773, NSW",2197
"2774, NSW",4828
"2775, NSW",807
"2776, NSW",1542
"2777, NSW",6668
"2778, NSW",977
"2779, NSW",2020
"2780, NSW",6693
"2782, NSW",2936
"2783, NSW",1110
"2784, NSW",549
"2785, NSW",2808
"2786, NSW",771
"2787, NSW",2006
"2790, NSW",6952
"2791, NSW",162
"2792, NSW",203
"2793, NSW",536
"2794, NSW",4441
"2795, NSW",16865
"2797, NSW",191
"2798, NSW",828
"2799, NSW",1659
"2800, NSW",18078
"2803, NSW",152
"2804, NSW",1204
"2805, NSW",196
"2806, NSW",385
"2807, NSW",213
"2808, NSW",146
"2809, NSW",105
"2810, NSW",1561
"2817, NSW",152
"2818, NSW",350
"2820, NSW",2722
"2821, NSW",1977
"2822, NSW",191
"2823, NSW",605
"2824, NSW",1002
"2825, NSW",1025
"2826, NSW",76
"2827, NSW",1585
"2828, NSW",396
"2829, NSW",1413
"2830, NSW",14948
"2831, NSW",892
"2832, NSW",949
"2833, NSW",337
"2834, NSW",1163
"2835, NSW",1824
"2836, NSW",403
"2838, NSW",102
"2839, NSW",520
"2840, NSW",1177
"2842, NSW",311
"2843, NSW",583
"2844, NSW",717
"2845, NSW",545
"2846, NSW",175
"2847, NSW",904
"2848, NSW",848
"2849, NSW",880
"2850, NSW",7730
"2852, NSW",1546
"2864, NSW",332
"2865, NSW",385
"2866, NSW",1205
"2867, NSW",297
"2868, NSW",300
"2869, NSW",718
"2870, NSW",4803
"2871, NSW",3895
"2873, NSW",279
"2874, NSW",228
"2875, NSW",500
"2876, NSW",187
"2877, NSW",1714
"2878, NSW",179
"2879, NSW",427
"2880, NSW",9398
"2898, NSW",200
"3000, VIC",75
"3002, VIC",701
"3003, VIC",731
"3004, VIC",29
"3005, VIC",0
"3006, VIC",241
"3008, VIC",150
"3010, VIC",3
"3011, VIC",5759
"3012, VIC",8943
"3013, VIC",5673
"3015, VIC",6724
"3016, VIC",5497
"3018, VIC",5404
"3019, VIC",3223
"3020, VIC",15216
"3021, VIC",18187
"3022, VIC",1218
"3023, VIC",20251
"3024, VIC",8235
"3025, VIC",4604
"3026, VIC",10
"3027, VIC",2244
"3028, VIC",10917
"3029, VIC",29451
"3030, VIC",35235
"3031, VIC",4978
"3032, VIC",8159
"3033, VIC",5569
"3034, VIC",4528
"3036, VIC",2282
"3037, VIC",16043
"3038, VIC",9374
"3039, VIC",4430
"3040, VIC",7927
"3041, VIC",4128
"3042, VIC",6636
"3043, VIC",7295
"3044, VIC",10635
"3045, VIC",5
"3046, VIC",12833
"3047, VIC",6064
"3048, VIC",5695
"3049, VIC",3408
"3050, VIC",0
"3051, VIC",2416
"3052, VIC",895
"3053, VIC",1591
"3054, VIC",3019
"3055, VIC",4094
"3056, VIC",7690
"3057, VIC",3343
"3058, VIC",12656
"3059, VIC",4853
"3060, VIC",5023
"3061, VIC",1559
"3062, VIC",0
"3063, VIC",198
"3064, VIC",22733
"3065, VIC",2164
"3066, VIC",1377
"3067, VIC",1651
"3068, VIC",6010
"3070, VIC",8392
"3071, VIC",6163
"3072, VIC",11769
"3073, VIC",20618
"3074, VIC",7381
"3075, VIC",7793
"3076, VIC",10980
"3078, VIC",3596
"3079, VIC",5372
"3081, VIC",5470
"3082, VIC",10405
"3083, VIC",10642
"3084, VIC",9137
"3085, VIC",5360
"3086, VIC",0
"3087, VIC",3689
"3088, VIC",10258
"3089, VIC",4108
"3090, VIC",737
"3091, VIC",525
"3093, VIC",1463
"3094, VIC",3666
"3095, VIC",9530
"3096, VIC",637
"3097, VIC",482
"3099, VIC",1791
"3101, VIC",7658
"3102, VIC",2296
"3103, VIC",5600
"3104, VIC",7419
"3105, VIC",4126
"3106, VIC",5913
"3107, VIC",5221
"3108, VIC",7449
"3109, VIC",9902
"3111, VIC",4468
"3113, VIC",2902
"3114, VIC",1217
"3115, VIC",1271
"3116, VIC",3721
"3121, VIC",7800
"3122, VIC",4429
"3123, VIC",3521
"3124, VIC",7093
"3125, VIC",5153
"3126, VIC",2742
"3127, VIC",6582
"3128, VIC",6049
"3129, VIC",6619
"3130, VIC",12012
"3131, VIC",8878
"3132, VIC",6386
"3133, VIC",8155
"3134, VIC",12407
"3135, VIC",7842
"3136, VIC",17712
"3137, VIC",5480
"3138, VIC",8180
"3139, VIC",5142
"3140, VIC",6443
"3141, VIC",3262
"3142, VIC",3464
"3143, VIC",2201
"3144, VIC",3161
"3145, VIC",7376
"3146, VIC",7796
"3147, VIC",4884
"3148, VIC",3177
"3149, VIC",10485
"3150, VIC",21191
"3151, VIC",3917
"3152, VIC",11957
"3153, VIC",7904
"3154, VIC",1614
"3155, VIC",9298
"3156, VIC",14047
"3158, VIC",2535
"3159, VIC",955
"3160, VIC",3431
"3161, VIC",4419
"3162, VIC",5981
"3163, VIC",9574
"3165, VIC",9399
"3166, VIC",8287
"3167, VIC",3522
"3168, VIC",6053
"3169, VIC",7066
"3170, VIC",7126
"3171, VIC",6574
"3172, VIC",7842
"3173, VIC",8247
"3174, VIC",12257
"3175, VIC",16681
"3177, VIC",4026
"3178, VIC",11214
"3179, VIC",2153
"3180, VIC",2904
"3181, VIC",4249
"3182, VIC",2481
"3183, VIC",3090
"3184, VIC",2296
"3185, VIC",3365
"3186, VIC",7961
"3187, VIC",5949
"3188, VIC",6338
"3189, VIC",2181
"3190, VIC",4077
"3191, VIC",3295
"3192, VIC",7849
"3193, VIC",7435
"3194, VIC",4777
"3195, VIC",12163
"3196, VIC",8448
"3197, VIC",4744
"3198, VIC",7465
"3199, VIC",22855
"3200, VIC",2500
"3201, VIC",7873
"3202, VIC",918
"3204, VIC",9975
"3205, VIC",2605
"3206, VIC",3805
"3207, VIC",4090
"3211, VIC",494
"3212, VIC",5905
"3213, VIC",1368
"3214, VIC",10224
"3215, VIC",8803
"3216, VIC",22559
"3217, VIC",2390
"3218, VIC",5331
"3219, VIC",9301
"3220, VIC",6915
"3221, VIC",264
"3222, VIC",6348
"3223, VIC",6075
"3224, VIC",5709
"3225, VIC",3378
"3226, VIC",7259
"3227, VIC",2573
"3228, VIC",8693
"3230, VIC",2818
"3231, VIC",1739
"3232, VIC",1627
"3233, VIC",2086
"3234, VIC",473
"3235, VIC",240
"3236, VIC",143
"3237, VIC",180
"3238, VIC",170
"3239, VIC",256
"3240, VIC",744
"3241, VIC",1149
"3242, VIC",419
"3243, VIC",190
"3249, VIC",1425
"3250, VIC",5466
"3251, VIC",242
"3254, VIC",128
"3260, VIC",2195
"3264, VIC",966
"3265, VIC",1076
"3266, VIC",1319
"3267, VIC",103
"3268, VIC",1175
"3269, VIC",380
"3270, VIC",328
"3271, VIC",97
"3272, VIC",779
"3273, VIC",65
"3274, VIC",112
"3275, VIC",155
"3276, VIC",200
"3277, VIC",655
"3278, VIC",119
"3279, VIC",97
"3280, VIC",13263
"3281, VIC",614
"3282, VIC",952
"3283, VIC",539
"3284, VIC",2108
"3285, VIC",545
"3286, VIC",298
"3287, VIC",172
"3289, VIC",382
"3292, VIC",264
"3293, VIC",161
"3294, VIC",453
"3300, VIC",4741
"3301, VIC",555
"3302, VIC",191
"3303, VIC",162
"3304, VIC",1292
"3305, VIC",5824
"3309, VIC",59
"3310, VIC",137
"3311, VIC",902
"3312, VIC",530
"3314, VIC",254
"3315, VIC",835
"3317, VIC",108
"3318, VIC",688
"3319, VIC",211
"3321, VIC",574
"3322, VIC",92
"3323, VIC",56
"3324, VIC",303
"3325, VIC",270
"3328, VIC",615
"3329, VIC",126
"3330, VIC",101
"3331, VIC",2070
"3332, VIC",367
"3333, VIC",332
"3334, VIC",256
"3335, VIC",2009
"3337, VIC",13593
"3338, VIC",8721
"3340, VIC",8130
"3341, VIC",635
"3342, VIC",1423
"3345, VIC",464
"3350, VIC",25294
"3351, VIC",3303
"3352, VIC",5949
"3355, VIC",5797
"3356, VIC",7197
"3357, VIC",1383
"3360, VIC",412
"3361, VIC",350
"3363, VIC",1238
"3364, VIC",973
"3370, VIC",881
"3371, VIC",550
"3373, VIC",1095
"3374, VIC",188
"3375, VIC",95
"3377, VIC",3964
"3378, VIC",60
"3379, VIC",401
"3380, VIC",2708
"3381, VIC",791
"3384, VIC",280
"3385, VIC",247
"3387, VIC",165
"3388, VIC",265
"3390, VIC",468
"3391, VIC",87
"3392, VIC",301
"3393, VIC",1270
"3395, VIC",204
"3396, VIC",372
"3400, VIC",6451
"3401, VIC",1797
"3407, VIC",207
"3409, VIC",493
"3412, VIC",162
"3413, VIC",130
"3414, VIC",872
"3415, VIC",18
"3418, VIC",1331
"3419, VIC",420
"3420, VIC",156
"3423, VIC",284
"3424, VIC",425
"3427, VIC",1142
"3428, VIC",238
"3429, VIC",12961
"3430, VIC",129
"3431, VIC",1451
"3432, VIC",82
"3433, VIC",77
"3434, VIC",1848
"3435, VIC",1206
"3437, VIC",3891
"3438, VIC",847
"3440, VIC",766
"3441, VIC",618
"3442, VIC",3073
"3444, VIC",4102
"3446, VIC",475
"3447, VIC",241
"3448, VIC",432
"3450, VIC",3480
"3451, VIC",2366
"3453, VIC",715
"3458, VIC",1160
"3460, VIC",1800
"3461, VIC",2541
"3462, VIC",615
"3463, VIC",1341
"3464, VIC",477
"3465, VIC",4676
"3467, VIC",611
"3468, VIC",157
"3469, VIC",158
"3472, VIC",798
"3475, VIC",231
"3477, VIC",429
"3478, VIC",1305
"3480, VIC",850
"3482, VIC",103
"3483, VIC",412
"3485, VIC",188
"3487, VIC",38
"3488, VIC",63
"3489, VIC",41
"3490, VIC",657
"3491, VIC",71
"3494, VIC",286
"3496, VIC",2502
"3498, VIC",2002
"3500, VIC",13316
"3501, VIC",676
"3505, VIC",1829
"3506, VIC",19
"3507, VIC",79
"3509, VIC",119
"3512, VIC",205
"3515, VIC",685
"3516, VIC",323
"3517, VIC",683
"3518, VIC",767
"3520, VIC",100
"3521, VIC",276
"3522, VIC",166
"3523, VIC",2014
"3525, VIC",672
"3527, VIC",408
"3529, VIC",43
"3530, VIC",72
"3531, VIC",80
"3533, VIC",388
"3537, VIC",485
"3540, VIC",146
"3542, VIC",71
"3544, VIC",123
"3546, VIC",193
"3549, VIC",1292
"3550, VIC",18751
"3551, VIC",10751
"3555, VIC",8591
"3556, VIC",5784
"3557, VIC",330
"3558, VIC",442
"3559, VIC",268
"3561, VIC",1902
"3562, VIC",119
"3563, VIC",356
"3564, VIC",6903
"3565, VIC",50
"3566, VIC",262
"3567, VIC",313
"3568, VIC",1378
"3570, VIC",312
"3571, VIC",138
"3572, VIC",68
"3573, VIC",159
"3575, VIC",419
"3576, VIC",38
"3579, VIC",2528
"3580, VIC",491
"3581, VIC",94
"3583, VIC",85
"3584, VIC",474
"3585, VIC",4433
"3586, VIC",291
"3588, VIC",151
"3589, VIC",149
"3590, VIC",127
"3591, VIC",69
"3594, VIC",202
"3595, VIC",270
"3596, VIC",33
"3597, VIC",181
"3599, VIC",54
"3607, VIC",62
"3608, VIC",1264
"3610, VIC",659
"3612, VIC",923
"3614, VIC",337
"3616, VIC",2235
"3617, VIC",67
"3618, VIC",290
"3620, VIC",3215
"3621, VIC",877
"3622, VIC",199
"3623, VIC",417
"3624, VIC",247
"3629, VIC",3876
"3630, VIC",13097
"3631, VIC",4287
"3633, VIC",219
"3634, VIC",718
"3635, VIC",234
"3636, VIC",2228
"3637, VIC",231
"3638, VIC",878
"3639, VIC",297
"3640, VIC",380
"3641, VIC",516
"3646, VIC",245
"3647, VIC",0
"3649, VIC",198
"3658, VIC",2592
"3659, VIC",346
"3660, VIC",3220
"3662, VIC",276
"3663, VIC",91
"3664, VIC",491
"3665, VIC",179
"3666, VIC",2428
"3669, VIC",696
"3670, VIC",278
"3672, VIC",4598
"3673, VIC",786
"3675, VIC",787
"3677, VIC",8331
"3678, VIC",2610
"3682, VIC",254
"3683, VIC",732
"3685, VIC",1183
"3687, VIC",416
"3688, VIC",481
"3690, VIC",14042
"3694, VIC",0
"3695, VIC",181
"3697, VIC",277
"3698, VIC",461
"3699, VIC",592
"3700, VIC",612
"3701, VIC",604
"3704, VIC",15
"3705, VIC",128
"3708, VIC",34
"3709, VIC",169
"3711, VIC",306
"3712, VIC",197
"3713, VIC",817
"3714, VIC",1788
"3715, VIC",233
"3717, VIC",1384
"3718, VIC",37
"3719, VIC",216
"3720, VIC",629
"3722, VIC",2378
"3723, VIC",2474
"3725, VIC",273
"3726, VIC",198
"3727, VIC",141
"3728, VIC",296
"3730, VIC",4134
"3732, VIC",275
"3733, VIC",108
"3735, VIC",272
"3737, VIC",2067
"3738, VIC",108
"3739, VIC",117
"3740, VIC",531
"3741, VIC",1784
"3744, VIC",271
"3746, VIC",173
"3747, VIC",1973
"3749, VIC",774
"3750, VIC",2953
"3751, VIC",115
"3752, VIC",7966
"3753, VIC",767
"3754, VIC",13169
"3755, VIC",102
"3756, VIC",4273
"3757, VIC",3330
"3758, VIC",744
"3759, VIC",383
"3760, VIC",138
"3761, VIC",447
"3762, VIC",60
"3763, VIC",657
"3764, VIC",3485
"3765, VIC",2417
"3766, VIC",554
"3767, VIC",535
"3770, VIC",1179
"3775, VIC",1515
"3777, VIC",4474
"3778, VIC",92
"3779, VIC",250
"3781, VIC",1660
"3782, VIC",2924
"3783, VIC",850
"3785, VIC",29
"3786, VIC",585
"3787, VIC",400
"3788, VIC",782
"3789, VIC",125
"3791, VIC",591
"3792, VIC",394
"3793, VIC",1374
"3795, VIC",430
"3796, VIC",3504
"3797, VIC",1383
"3799, VIC",2786
"3800, VIC",3
"3802, VIC",8524
"3803, VIC",3685
"3804, VIC",2417
"3805, VIC",18061
"3806, VIC",16995
"3807, VIC",2382
"3808, VIC",981
"3809, VIC",2708
"3810, VIC",17786
"3812, VIC",833
"3813, VIC",330
"3814, VIC",833
"3815, VIC",1099
"3816, VIC",1055
"3818, VIC",5546
"3820, VIC",6249
"3821, VIC",1177
"3822, VIC",352
"3823, VIC",843
"3824, VIC",2086
"3825, VIC",9510
"3831, VIC",729
"3832, VIC",141
"3833, VIC",235
"3835, VIC",194
"3840, VIC",7338
"3842, VIC",2044
"3844, VIC",11814
"3847, VIC",942
"3850, VIC",6424
"3851, VIC",4131
"3852, VIC",10
"3854, VIC",538
"3856, VIC",388
"3857, VIC",146
"3858, VIC",1374
"3859, VIC",367
"3860, VIC",3302
"3862, VIC",1361
"3864, VIC",95
"3865, VIC",180
"3869, VIC",654
"3870, VIC",607
"3871, VIC",1243
"3873, VIC",129
"3874, VIC",376
"3875, VIC",8199
"3878, VIC",549
"3880, VIC",2434
"3882, VIC",440
"3885, VIC",883
"3886, VIC",177
"3887, VIC",161
"3888, VIC",1867
"3889, VIC",154
"3890, VIC",228
"3891, VIC",103
"3892, VIC",809
"3893, VIC",21
"3895, VIC",127
"3896, VIC",225
"3898, VIC",717
"3900, VIC",117
"3902, VIC",156
"3903, VIC",356
"3904, VIC",958
"3909, VIC",4208
"3910, VIC",8443
"3911, VIC",1314
"3912, VIC",5614
"3913, VIC",1265
"3915, VIC",4414
"3916, VIC",760
"3918, VIC",1455
"3919, VIC",1330
"3920, VIC",109
"3921, VIC",91
"3922, VIC",8415
"3923, VIC",485
"3925, VIC",2820
"3926, VIC",1828
"3927, VIC",1193
"3928, VIC",275
"3929, VIC",921
"3930, VIC",6514
"3931, VIC",8681
"3933, VIC",371
"3934, VIC",8095
"3936, VIC",7692
"3937, VIC",879
"3938, VIC",1986
"3939, VIC",8592
"3940, VIC",3359
"3941, VIC",11708
"3942, VIC",3461
"3943, VIC",2931
"3944, VIC",1407
"3945, VIC",471
"3946, VIC",97
"3950, VIC",2171
"3951, VIC",476
"3953, VIC",3285
"3954, VIC",165
"3956, VIC",2797
"3957, VIC",131
"3958, VIC",141
"3959, VIC",1236
"3960, VIC",1442
"3962, VIC",525
"3964, VIC",86
"3965, VIC",116
"3966, VIC",274
"3967, VIC",67
"3971, VIC",2196
"3975, VIC",4392
"3976, VIC",8239
"3977, VIC",31889
"3978, VIC",3825
"3979, VIC",145
"3980, VIC",1266
"3981, VIC",1845
"3984, VIC",3108
"3987, VIC",567
"3988, VIC",430
"3990, VIC",53
"3991, VIC",185
"3992, VIC",478
"3995, VIC",5570
"3996, VIC",4220
"4000, QLD",1198
"4005, QLD",1898
"4006, QLD",955
"4007, QLD",2753
"4008, QLD",129
"4009, QLD",0
