postcode,dwellings
"4010, QLD",473
"4011, QLD",4179
"4012, QLD",6106
"4013, QLD",1603
"4014, QLD",4463
"4017, QLD",13436
"4018, QLD",4993
"4019, QLD",7192
"4020, QLD",7591
"4021, QLD",3885
"4022, QLD",2388
"4025, QLD",310
"4029, QLD",0
"4030, QLD",4010
"4031, QLD",4165
"4032, QLD",4750
"4034, QLD",16603
"4035, QLD",8418
"4036, QLD",2445
"4037, QLD",2533
"4051, QLD",8500
"4053, QLD",16339
"4054, QLD",5345
"4055, QLD",6923
"4059, QLD",3024
"4060, QLD",3904
"4061, QLD",5978
"4064, QLD",3263
"4065, QLD",3265
"4066, QLD",2908
"4067, QLD",1653
"4068, QLD",5546
"4069, QLD",11880
"4070, QLD",4011
"4072, QLD",0
"4073, QLD",3145
"4074, QLD",8775
"4075, QLD",8009
"4076, QLD",1909
"4077, QLD",10408
"4078, QLD",9019
"4101, QLD",3124
"4102, QLD",1505
"4103, QLD",3961
"4104, QLD",1891
"4105, QLD",4363
"4106, QLD",608
"4107, QLD",2355
"4108, QLD",2131
"4109, QLD",12628
"4110, QLD",3939
"4111, QLD",246
"4112, QLD",2561
"4113, QLD",9860
"4114, QLD",10003
"4115, QLD",6410
"4116, QLD",8495
"4117, QLD",443
"4118, QLD",10355
"4119, QLD",2220
"4120, QLD",2113
"4121, QLD",8610
"4122, QLD",14748
"4123, QLD",6732
"4124, QLD",6428
"4125, QLD",2572
"4127, QLD",9639
"4128, QLD",5545
"4129, QLD",2208
"4130, QLD",2864
"4131, QLD",3414
"4132, QLD",8238
"4133, QLD",6276
"4151, QLD",3878
"4152, QLD",16592
"4153, QLD",1571
"4154, QLD",3589
"4155, QLD",470
"4156, QLD",998
"4157, QLD",7161
"4158, QLD",1528
"4159, QLD",5111
"4160, QLD",6486
"4161, QLD",6043
"4163, QLD",5611
"4164, QLD",5014
"4165, QLD",13013
"4169, QLD",2045
"4170, QLD",8262
"4171, QLD",4568
"4172, QLD",1612
"4173, QLD",3256
"4174, QLD",915
"4178, QLD",9586
"4179, QLD",7301
"4183, QLD",1567
"4184, QLD",4515
"4205, QLD",2246
"4207, QLD",20577
"4208, QLD",6639
"4209, QLD",16282
"4210, QLD",6857
"4211, QLD",21607
"4212, QLD",10312
"4213, QLD",9852
"4214, QLD",13291
"4215, QLD",13615
"4216, QLD",13242
"4217, QLD",7778
"4218, QLD",9312
"4220, QLD",10259
"4221, QLD",8980
"4222, QLD",0
"4223, QLD",5089
"4224, QLD",2152
"4225, QLD",985
"4226, QLD",11569
"4227, QLD",7247
"4228, QLD",1687
"4229, QLD",0
"4230, QLD",400
"4270, QLD",1374
"4271, QLD",1292
"4272, QLD",2005
"4275, QLD",1244
"4280, QLD",5424
"4285, QLD",7512
"4287, QLD",329
"4300, QLD",19263
"4301, QLD",9409
"4303, QLD",1456
"4304, QLD",7010
"4305, QLD",24647
"4306, QLD",12723
"4307, QLD",582
"4309, QLD",1252
"4310, QLD",2403
"4311, QLD",4079
"4312, QLD",1309
"4313, QLD",1086
"4340, QLD",2165
"4341, QLD",5539
"4342, QLD",986
"4343, QLD",3871
"4344, QLD",973
"4345, QLD",20
"4346, QLD",355
"4347, QLD",483
"4350, QLD",43117
"4352, QLD",10170
"4353, QLD",122
"4354, QLD",481
"4355, QLD",1164
"4356, QLD",1944
"4357, QLD",1092
"4358, QLD",852
"4359, QLD",490
"4360, QLD",253
"4361, QLD",1148
"4362, QLD",1061
"4363, QLD",228
"4364, QLD",75
"4365, QLD",255
"4370, QLD",7947
"4371, QLD",327
"4372, QLD",63
"4373, QLD",426
"4374, QLD",186
"4376, QLD",146
"4378, QLD",216
"4381, QLD",276
"4382, QLD",232
"4384, QLD",28
"4387, QLD",584
"4388, QLD",178
"4390, QLD",2575
"4400, QLD",731
"4401, QLD",2131
"4402, QLD",175
"4403, QLD",332
"4404, QLD",206
"4405, QLD",5863
"4406, QLD",664
"4407, QLD",248
"4408, QLD",271
"4410, QLD",538
"4411, QLD",138
"4412, QLD",92
"4413, QLD",3302
"4415, QLD",1025
"4416, QLD",238
"4417, QLD",349
"4418, QLD",53
"4419, QLD",396
"4420, QLD",569
"4421, QLD",1212
"4422, QLD",251
"4423, QLD",103
"4424, QLD",118
"4425, QLD",129
"4426, QLD",79
"4427, QLD",171
"4428, QLD",318
"4454, QLD",379
"4455, QLD",3831
"4461, QLD",33
"4462, QLD",61
"4465, QLD",658
"4467, QLD",113
"4468, QLD",140
"4470, QLD",1613
"4472, QLD",686
"4474, QLD",39
"4475, QLD",0
"4477, QLD",252
"4478, QLD",218
"4479, QLD",7
"4480, QLD",312
"4481, QLD",71
"4482, QLD",70
"4486, QLD",357
"4487, QLD",1326
"4488, QLD",142
"4489, QLD",49
"4490, QLD",682
"4491, QLD",45
"4492, QLD",123
"4493, QLD",10
"4494, QLD",89
"4496, QLD",115
"4497, QLD",160
"4498, QLD",109
"4500, QLD",14947
"4501, QLD",2263
"4502, QLD",3181
"4503, QLD",16733
"4504, QLD",6006
"4505, QLD",7647
"4506, QLD",7749
"4507, QLD",8707
"4508, QLD",7219
"4509, QLD",10281
"4510, QLD",18133
"4511, QLD",3643
"4512, QLD",1165
"4514, QLD",2403
"4515, QLD",1691
"4516, QLD",1258
"4517, QLD",309
"4518, QLD",1873
"4519, QLD",3147
"4520, QLD",4448
"4521, QLD",1781
"4550, QLD",1587
"4551, QLD",20576
"4552, QLD",3935
"4553, QLD",2061
"4554, QLD",688
"4555, QLD",2492
"4556, QLD",16008
"4557, QLD",5502
"4558, QLD",6067
"4559, QLD",2144
"4560, QLD",12258
"4561, QLD",2528
"4562, QLD",3052
"4563, QLD",3407
"4564, QLD",4021
"4565, QLD",6205
"4566, QLD",3773
"4567, QLD",5188
"4568, QLD",1429
"4569, QLD",682
"4570, QLD",17713
"4571, QLD",372
"4572, QLD",877
"4573, QLD",10575
"4574, QLD",611
"4575, QLD",8949
"4580, QLD",2504
"4581, QLD",887
"4600, QLD",459
"4601, QLD",546
"4605, QLD",1815
"4606, QLD",1069
"4608, QLD",415
"4610, QLD",6117
"4611, QLD",51
"4612, QLD",127
"4613, QLD",428
"4614, QLD",571
"4615, QLD",3185
"4620, QLD",196
"4621, QLD",907
"4625, QLD",1219
"4626, QLD",892
"4627, QLD",384
"4630, QLD",1249
"4650, QLD",14400
"4655, QLD",25203
"4659, QLD",2314
"4660, QLD",3699
"4662, QLD",303
"4670, QLD",32694
"4671, QLD",2744
"4673, QLD",277
"4674, QLD",760
"4676, QLD",96
"4677, QLD",1857
"4678, QLD",547
"4680, QLD",21163
"4694, QLD",85
"4695, QLD",476
"4697, QLD",62
"4699, QLD",194
"4700, QLD",6993
"4701, QLD",17234
"4702, QLD",11446
"4703, QLD",8766
"4704, QLD",58
"4705, QLD",174
"4706, QLD",58
"4707, QLD",182
"4709, QLD",485
"4710, QLD",2197
"4711, QLD",611
"4712, QLD",142
"4713, QLD",275
"4714, QLD",1450
"4715, QLD",2700
"4716, QLD",383
"4717, QLD",2161
"4718, QLD",1186
"4719, QLD",517
"4720, QLD",5252
"4721, QLD",1521
"4722, QLD",493
"4723, QLD",596
"4724, QLD",245
"4725, QLD",672
"4726, QLD",236
"4727, QLD",158
"4728, QLD",88
"4730, QLD",1532
"4731, QLD",133
"4732, QLD",73
"4733, QLD",87
"4735, QLD",488
"4736, QLD",60
"4737, QLD",3295
"4738, QLD",521
"4739, QLD",188
"4740, QLD",31940
"4741, QLD",3017
"4742, QLD",478
"4743, QLD",446
"4744, QLD",3715
"4745, QLD",1399
"4746, QLD",928
"4750, QLD",2164
"4751, QLD",1687
"4753, QLD",1490
"4754, QLD",851
"4756, QLD",298
"4757, QLD",200
"4798, QLD",332
"4799, QLD",424
"4800, QLD",3836
"4801, QLD",0
"4802, QLD",3431
"4803, QLD",81
"4804, QLD",1010
"4805, QLD",4444
"4806, QLD",1669
"4807, QLD",4355
"4808, QLD",485
"4809, QLD",562
"4810, QLD",7298
"4811, QLD",4635
"4812, QLD",8251
"4814, QLD",16885
"4815, QLD",8071
"4816, QLD",3781
"4817, QLD",11312
"4818, QLD",10506
"4819, QLD",1364
"4820, QLD",4449
"4821, QLD",692
"4822, QLD",402
"4823, QLD",425
"4824, QLD",1039
"4828, QLD",68
"4829, QLD",206
"4830, QLD",359
"4849, QLD",652
"4850, QLD",4972
"4852, QLD",1713
"4854, QLD",2159
"4855, QLD",353
"4856, QLD",318
"4858, QLD",585
"4859, QLD",217
"4860, QLD",4178
"4861, QLD",699
"4865, QLD",2963
"4868, QLD",7820
"4869, QLD",6444
"4870, QLD",21357
"4871, QLD",4115
"4872, QLD",1788
"4873, QLD",2757
"4874, QLD",1807
"4875, QLD",2149
"4876, QLD",699
"4877, QLD",2077
"4878, QLD",5444
"4879, QLD",7312
"4880, QLD",4851
"4881, QLD",1937
"4882, QLD",1110
"4883, QLD",3418
"4884, QLD",925
"4885, QLD",1743
"4886, QLD",416
"4887, QLD",917
"4888, QLD",1379
"4890, QLD",409
"4891, QLD",235
"4892, QLD",1623
"4895, QLD",1658
"5000, SA",2788
"5005, SA",0
"5006, SA",2398
"5007, SA",3005
"5008, SA",5725
"5009, SA",2099
"5010, SA",2064
"5011, SA",4500
"5012, SA",4129
"5013, SA",4235
"5014, SA",5326
"5015, SA",2475
"5016, SA",3578
"5017, SA",2135
"5018, SA",2429
"5019, SA",3930
"5020, SA",1364
"5021, SA",2582
"5022, SA",5810
"5023, SA",6850
"5024, SA",5165
"5025, SA",3417
"5031, SA",4166
"5032, SA",4677
"5033, SA",3337
"5034, SA",3193
"5035, SA",1931
"5037, SA",4281
"5038, SA",6036
"5039, SA",3254
"5040, SA",1042
"5041, SA",4580
"5042, SA",4283
"5043, SA",7776
"5044, SA",4591
"5045, SA",5586
"5046, SA",4077
"5047, SA",3707
"5048, SA",6162
"5049, SA",4042
"5050, SA",2262
"5051, SA",5293
"5052, SA",2539
"5061, SA",3522
"5062, SA",5157
"5063, SA",4486
"5064, SA",3673
"5065, SA",4028
"5066, SA",4647
"5067, SA",4207
"5068, SA",4921
"5069, SA",3189
"5070, SA",5666
"5072, SA",5099
"5073, SA",5823
"5074, SA",5053
"5075, SA",4179
"5076, SA",3590
"5081, SA",3544
"5082, SA",5615
"5083, SA",3024
"5084, SA",3744
"5085, SA",7793
"5086, SA",6527
"5087, SA",4527
"5088, SA",1421
"5089, SA",2553
"5090, SA",3371
"5091, SA",2992
"5092, SA",7047
"5093, SA",3594
"5094, SA",359
"5095, SA",7464
"5096, SA",5372
"5097, SA",5277
"5098, SA",4912
"5106, SA",19
"5107, SA",6220
"5108, SA",15281
"5109, SA",8308
"5110, SA",3117
"5111, SA",0
"5112, SA",8218
"5113, SA",8123
"5114, SA",12614
"5115, SA",4005
"5116, SA",4030
"5117, SA",976
"5118, SA",7606
"5120, SA",653
"5121, SA",691
"5125, SA",7558
"5126, SA",2924
"5127, SA",3161
"5131, SA",356
"5132, SA",163
"5133, SA",140
"5134, SA",179
"5136, SA",196
"5137, SA",219
"5138, SA",136
"5139, SA",102
"5140, SA",168
"5141, SA",258
"5142, SA",233
"5144, SA",173
"5150, SA",23
"5151, SA",140
"5152, SA",2489
"5153, SA",2485
"5154, SA",1261
"5155, SA",1582
"5156, SA",375
"5157, SA",1128
"5158, SA",9571
"5159, SA",12912
"5160, SA",4
"5161, SA",4287
"5162, SA",14270
"5163, SA",5864
"5164, SA",2443
"5165, SA",2491
"5166, SA",901
"5167, SA",2371
"5168, SA",2269
"5169, SA",6674
"5170, SA",536
"5171, SA",2430
"5172, SA",1604
"5173, SA",5841
"5174, SA",1454
"5201, SA",807
"5202, SA",402
"5203, SA",601
"5204, SA",2560
"5210, SA",664
"5211, SA",9221
"5212, SA",1424
"5213, SA",1218
"5214, SA",5848
"5220, SA",71
"5221, SA",264
"5222, SA",626
"5223, SA",2042
"5231, SA",464
"5232, SA",163
"5233, SA",551
"5234, SA",512
"5235, SA",1087
"5236, SA",143
"5237, SA",157
"5238, SA",2956
"5240, SA",205
"5241, SA",949
"5242, SA",640
"5243, SA",352
"5244, SA",1652
"5245, SA",1198
"5250, SA",1305
"5251, SA",5950
"5252, SA",2566
"5253, SA",8276
"5254, SA",1100
"5255, SA",3859
"5256, SA",850
"5259, SA",677
"5260, SA",879
"5261, SA",187
"5262, SA",203
"5263, SA",80
"5264, SA",681
"5265, SA",235
"5266, SA",311
"5267, SA",896
"5268, SA",1558
"5269, SA",117
"5270, SA",259
"5271, SA",3259
"5272, SA",424
"5273, SA",63
"5275, SA",1655
"5276, SA",1278
"5277, SA",1340
"5278, SA",241
"5279, SA",248
"5280, SA",3677
"5290, SA",10699
"5291, SA",3861
"5301, SA",337
"5302, SA",424
"5303, SA",101
"5304, SA",392
"5306, SA",36
"5307, SA",284
"5308, SA",88
"5309, SA",91
"5310, SA",52
"5311, SA",217
"5320, SA",809
"5321, SA",248
"5322, SA",462
"5330, SA",1566
"5331, SA",153
"5332, SA",196
"5333, SA",2523
"5340, SA",593
"5341, SA",3261
"5342, SA",492
"5343, SA",2175
"5344, SA",421
"5345, SA",1599
"5346, SA",159
"5350, SA",171
"5351, SA",2230
"5352, SA",2268
"5353, SA",1913
"5354, SA",442
"5355, SA",3265
"5356, SA",389
"5357, SA",482
"5360, SA",425
"5371, SA",434
"5372, SA",818
"5373, SA",1539
"5374, SA",740
"5381, SA",198
"5400, SA",310
"5401, SA",341
"5410, SA",130
"5411, SA",123
"5412, SA",568
"5413, SA",427
"5414, SA",72
"5415, SA",131
"5416, SA",118
"5417, SA",773
"5418, SA",70
"5419, SA",113
"5420, SA",45
"5421, SA",89
"5422, SA",1018
"5431, SA",446
"5432, SA",66
"5433, SA",675
"5434, SA",222
"5440, SA",101
"5451, SA",377
"5452, SA",199
"5453, SA",2231
"5454, SA",191
"5455, SA",23
"5460, SA",306
"5461, SA",1129
"5462, SA",205
"5464, SA",300
"5470, SA",84
"5471, SA",40
"5472, SA",90
"5473, SA",355
"5480, SA",405
"5481, SA",311
"5482, SA",262
"5483, SA",170
"5485, SA",281
"5490, SA",84
"5491, SA",917
"5493, SA",54
"5495, SA",400
"5501, SA",2938
"5502, SA",631
"5510, SA",57
"5520, SA",295
"5521, SA",85
"5522, SA",1248
"5523, SA",911
"5540, SA",7133
"5550, SA",472
"5552, SA",176
"5554, SA",2345
"5555, SA",263
"5556, SA",2710
"5558, SA",3241
"5560, SA",218
"5570, SA",451
"5571, SA",1544
"5572, SA",76
"5573, SA",1470
"5575, SA",2133
"5576, SA",646
"5577, SA",583
"5580, SA",303
"5581, SA",719
"5582, SA",523
"5583, SA",814
"5600, SA",2845
"5601, SA",374
"5602, SA",786
"5603, SA",270
"5604, SA",210
"5605, SA",926
"5606, SA",6246
"5607, SA",2502
"5608, SA",6601
"5609, SA",788
"5630, SA",64
"5631, SA",452
"5632, SA",98
"5633, SA",164
"5640, SA",503
"5641, SA",548
"5642, SA",124
"5650, SA",105
"5651, SA",40
"5652, SA",338
"5653, SA",37
"5654, SA",144
"5655, SA",44
"5660, SA",17
"5661, SA",73
"5670, SA",282
"5671, SA",136
"5680, SA",1251
"5690, SA",1643
"5700, SA",5161
"5701, SA",10
"5710, SA",862
"5713, SA",4
"5715, SA",7
"5717, SA",4
"5719, SA",8
"5720, SA",224
"5722, SA",553
"5723, SA",1274
"5724, SA",176
"5725, SA",1628
"5730, SA",64
"5731, SA",280
"5732, SA",99
"5733, SA",104
"5734, SA",72
"5950, SA",0
"5960, SA",0
"6000, WA",1434
"6003, WA",668
"6004, WA",630
"6005, WA",665
"6006, WA",3500
"6007, WA",2596
"6008, WA",5005
"6009, WA",5663
"6010, WA",5898
"6011, WA",3250
"6012, WA",2958
"6014, WA",6460
"6015, WA",2290
"6016, WA",3520
"6017, WA",1813
"6018, WA",15562
"6019, WA",9409
"6020, WA",8105
"6021, WA",8661
"6022, WA",2111
"6023, WA",5686
"6024, WA",5461
"6025, WA",12060
"6026, WA",8264
"6027, WA",15786
"6028, WA",7641
"6029, WA",1118
"6030, WA",15244
"6031, WA",5775
"6032, WA",69
"6033, WA",153
"6034, WA",719
"6035, WA",3567
"6036, WA",5756
"6037, WA",1275
"6038, WA",2584
"6041, WA",1023
"6042, WA",84
"6043, WA",411
"6044, WA",1171
"6050, WA",5142
"6051, WA",4468
"6052, WA",4333
"6053, WA",6226
"6054, WA",8660
"6055, WA",7870
"6056, WA",16567
"6057, WA",6671
"6058, WA",5274
"6059, WA",9809
"6060, WA",10463
"6061, WA",16575
"6062, WA",13613
"6063, WA",5026
"6064, WA",11500
"6065, WA",22156
"6066, WA",6595
"6067, WA",0
"6068, WA",6
"6069, WA",14116
"6070, WA",1421
"6071, WA",1338
"6072, WA",343
"6073, WA",1273
"6074, WA",386
"6076, WA",8555
"6077, WA",535
"6078, WA",333
"6079, WA",14
"6081, WA",1721
"6082, WA",1244
"6083, WA",1362
"6084, WA",2993
"6090, WA",0
"6100, WA",5300
"6101, WA",6772
"6102, WA",5155
"6103, WA",3435
"6104, WA",6190
"6105, WA",6334
"6106, WA",0
"6107, WA",16670
"6108, WA",8880
"6109, WA",4441
"6110, WA",15543
"6111, WA",9387
"6112, WA",21996
"6121, WA",981
"6122, WA",6223
"6123, WA",580
"6124, WA",483
"6125, WA",1175
"6126, WA",127
"6147, WA",6016
"6148, WA",7150
"6149, WA",6758
"6150, WA",4611
"6151, WA",6422
"6152, WA",10425
"6153, WA",8082
"6154, WA",4208
"6155, WA",16706
"6156, WA",6896
"6157, WA",6228
"6158, WA",2700
"6159, WA",1236
"6160, WA",3287
"6161, WA",314
"6162, WA",4747
"6163, WA",21113
"6164, WA",20253
"6165, WA",29
"6166, WA",3653
"6167, WA",9868
"6168, WA",10611
"6169, WA",14509
"6170, WA",4558
"6171, WA",11445
"6172, WA",4882
"6173, WA",4022
"6174, WA",1587
"6175, WA",1428
"6176, WA",514
"6180, WA",2060
"6181, WA",153
"6182, WA",0
"6207, WA",397
"6208, WA",5407
"6209, WA",824
"6210, WA",32698
"6211, WA",3460
"6213, WA",366
"6214, WA",253
"6215, WA",1913
"6218, WA",189
"6220, WA",2078
"6221, WA",116
"6223, WA",92
"6224, WA",499
"6225, WA",4119
"6226, WA",272
"6227, WA",288
"6228, WA",73
"6229, WA",44
"6230, WA",18087
"6232, WA",4307
"6233, WA",7383
"6236, WA",820
"6237, WA",955
"6239, WA",1888
"6240, WA",61
"6243, WA",34
"6244, WA",761
"6251, WA",189
"6252, WA",80
"6253, WA",390
"6254, WA",263
"6255, WA",1974
"6256, WA",180
"6258, WA",2975
"6260, WA",756
"6262, WA",615
"6271, WA",1505
"6275, WA",741
"6280, WA",12539
"6281, WA",4408
"6282, WA",997
"6284, WA",1046
"6285, WA",4278
"6286, WA",347
"6288, WA",289
"6290, WA",1355
"6302, WA",1830
"6304, WA",881
"6306, WA",494
"6308, WA",793
"6309, WA",134
"6311, WA",267
"6312, WA",2065
"6313, WA",136
"6315, WA",990
"6316, WA",173
"6317, WA",1798
"6318, WA",233
"6320, WA",256
"6321, WA",231
"6322, WA",119
"6323, WA",507
"6324, WA",1599
"6326, WA",205
"6327, WA",114
"6328, WA",237
"6330, WA",15986
"6333, WA",3273
"6335, WA",368
"6336, WA",206
"6337, WA",281
"6338, WA",561
"6341, WA",154
"6343, WA",127
"6346, WA",375
"6348, WA",700
"6350, WA",181
"6351, WA",37
"6352, WA",102
"6353, WA",409
"6355, WA",275
"6356, WA",71
"6357, WA",45
"6358, WA",64
"6359, WA",170
"6361, WA",52
"6363, WA",65
"6365, WA",307
"6367, WA",174
"6368, WA",36
"6369, WA",353
"6370, WA",234
"6372, WA",69
"6373, WA",50
"6375, WA",474
"6383, WA",490
"6384, WA",11
"6385, WA",12
"6386, WA",48
"6390, WA",820
"6391, WA",467
"6392, WA",268
"6393, WA",72
"6394, WA",221
"6395, WA",754
"6396, WA",178
"6397, WA",61
"6398, WA",422
"6401, WA",3433
"6403, WA",75
"6405, WA",147
"6407, WA",427
"6409, WA",194
"6410, WA",458
"6411, WA",53
"6412, WA",27
"6413, WA",30
"6414, WA",31
"6415, WA",1404
"6418, WA",349
"6419, WA",28
"6420, WA",57
"6421, WA",60
"6422, WA",19
"6423, WA",80
"6424, WA",49
"6425, WA",44
"6426, WA",515
"6427, WA",0
"6428, WA",22
"6429, WA",418
"6430, WA",9000
"6431, WA",221
"6432, WA",3001
"6434, WA",49
"6436, WA",40
"6437, WA",282
"6438, WA",278
"6440, WA",317
"6442, WA",1211
"6443, WA",529
"6445, WA",76
"6446, WA",48
"6447, WA",102
"6448, WA",132
"6450, WA",5866
"6452, WA",0
"6460, WA",351
"6461, WA",287
"6462, WA",64
"6463, WA",5
"6465, WA",18
"6466, WA",41
"6467, WA",22
"6468, WA",124
"6470, WA",13
"6472, WA",116
"6473, WA",36
"6475, WA",229
"6476, WA",28
"6477, WA",150
"6479, WA",278
"6480, WA",17
"6484, WA",34
"6485, WA",304
"6487, WA",34
"6488, WA",112
"6489, WA",70
"6490, WA",127
"6501, WA",363
"6502, WA",516
"6503, WA",997
"6504, WA",79
"6505, WA",65
"6506, WA",32
"6507, WA",292
"6509, WA",89
"6510, WA",928
"6511, WA",515
"6512, WA",53
"6513, WA",108
"6514, WA",612
"6515, WA",188
"6516, WA",1330
"6517, WA",231
"6518, WA",157
"6519, WA",289
"6521, WA",193
"6522, WA",234
"6525, WA",1770
"6528, WA",155
"6530, WA",14035
"6532, WA",2587
"6535, WA",909
"6536, WA",852
"6537, WA",476
"6556, WA",782
"6558, WA",329
"6560, WA",598
"6562, WA",566
"6564, WA",161
"6566, WA",1674
"6567, WA",266
"6568, WA",128
"6569, WA",131
"6571, WA",49
"6572, WA",29
"6574, WA",39
"6575, WA",68
"6603, WA",576
"6605, WA",23
"6606, WA",103
"6608, WA",65
"6609, WA",347
"6612, WA",91
"6613, WA",31
"6614, WA",17
"6616, WA",33
"6620, WA",155
"6623, WA",341
"6625, WA",28
"6627, WA",25
"6628, WA",18
"6630, WA",303
"6631, WA",16
"6632, WA",25
"6635, WA",83
"6638, WA",306
"6639, WA",67
"6640, WA",97
"6642, WA",306
"6646, WA",172
"6701, WA",2234
"6705, WA",89
"6707, WA",1302
"6710, WA",373
"6711, WA",0
"6712, WA",0
"6713, WA",392
"6714, WA",6694
"6716, WA",291
"6718, WA",292
"6720, WA",1051
"6721, WA",1545
"6722, WA",4388
"6725, WA",3726
"6726, WA",1927
"6728, WA",2198
"6731, WA",0
"6733, WA",0
"6740, WA",449
"6743, WA",2170
"6751, WA",1339
"6753, WA",2334
"6754, WA",660
"6758, WA",46
"6760, WA",177
"6762, WA",81
"6765, WA",423
"6770, WA",993
"7000, TAS",4780
"7001, TAS",0
"7004, TAS",2610
"7005, TAS",4675
"7007, TAS",1242
"7008, TAS",4559
"7009, TAS",5305
"7010, TAS",6465
"7011, TAS",5641
"7012, TAS",331
"7015, TAS",4457
"7016, TAS",993
"7017, TAS",2075
"7018, TAS",9278
"7019, TAS",2524
"7020, TAS",927
"7021, TAS",1004
"7022, TAS",454
"7023, TAS",271
"7024, TAS",250
"7025, TAS",700
"7026, TAS",385
"7027, TAS",163
"7030, TAS",7293
"7050, TAS",5285
"7052, TAS",2861
"7053, TAS",1427
"7054, TAS",3324
"7055, TAS",165
"7109, TAS",3930
"7112, TAS",1607
"7113, TAS",453
"7116, TAS",1096
"7117, TAS",494
"7119, TAS",16
"7120, TAS",908
"7139, TAS",0
"7140, TAS",5058
"7150, TAS",1890
"7155, TAS",382
"7162, TAS",274
"7163, TAS",180
"7170, TAS",1821
"7171, TAS",1418
"7172, TAS",1527
"7173, TAS",3566
"7174, TAS",72
"7175, TAS",100
"7176, TAS",66
"7177, TAS",228
"7178, TAS",278
"7179, TAS",384
"7180, TAS",108
"7182, TAS",243
"7183, TAS",39
"7184, TAS",690
"7185, TAS",66
"7186, TAS",203
"7187, TAS",92
"7190, TAS",2557
"7209, TAS",223
"7210, TAS",492
"7211, TAS",106
"7212, TAS",829
"7213, TAS",157
"7214, TAS",318
"7215, TAS",2636
"7216, TAS",2358
"7248, TAS",6607
"7249, TAS",5299
"7250, TAS",19354
"7252, TAS",1438
"7253, TAS",2286
"7254, TAS",275
"7255, TAS",564
"7256, TAS",812
"7257, TAS",41
"7258, TAS",349
"7259, TAS",197
"7260, TAS",1410
"7261, TAS",112
"7262, TAS",1227
"7263, TAS",276
"7264, TAS",659
"7265, TAS",133
"7267, TAS",301
"7268, TAS",426
"7270, TAS",2354
"7275, TAS",1417
"7276, TAS",256
"7277, TAS",2222
"7290, TAS",886
"7291, TAS",238
"7292, TAS",250
"7300, TAS",1436
"7301, TAS",1822
"7302, TAS",739
"7303, TAS",1231
"7304, TAS",3051
"7305, TAS",516
"7306, TAS",1732
"7307, TAS",4677
"7310, TAS",12168
"7315, TAS",6599
"7316, TAS",2570
"7320, TAS",7452
"7321, TAS",2416
"7322, TAS",1742
"7325, TAS",3971
"7330, TAS",2917
"7331, TAS",300
"7466, TAS",17
"7467, TAS",1063
"7468, TAS",446
"7469, TAS",502
"7470, TAS",560
"0800, NT",48
"0810, NT",9252
"0812, NT",6203
"0815, NT",0
"0820, NT",4942
"0822, NT",6523
"0828, NT",321
"0829, NT",43
"0830, NT",5964
"0832, NT",4990
"0834, NT",638
"0835, NT",1074
"0836, NT",2650
"0837, NT",135
"0838, NT",285
"0839, NT",82
"0840, NT",307
"0841, NT",286
"0845, NT",209
"0846, NT",126
"0847, NT",130
"0850, NT",2501
"0852, NT",1913
"0853, NT",191
"0854, NT",198
"0860, NT",1024
"0862, NT",267
"0870, NT",7418
"0873, NT",734
"0874, NT",145
"0875, NT",899
"0880, NT",1531
"0885, NT",330
"0886, NT",399
"2600, ACT",2501
"2601, ACT",0
"2602, ACT",10777
"2603, ACT",2668
"2604, ACT",2350
"2605, ACT",4010
"2606, ACT",3265
"2607, ACT",5319
"2609, ACT",298
"2612, ACT",2861
"2614, ACT",7502
"2615, ACT",17186
"2617, ACT",9819
"2900, ACT",566
"2902, ACT",5932
"2903, ACT",3671
"2904, ACT",4955
"2905, ACT",10788
"2906, ACT",6424
"2911, ACT",1480
"2912, ACT",1802
"2913, ACT",12499
"2914, ACT",7837
"2899, OT",1049
"6798, OT",378
"6799, OT",165
0872 crosses NT/SA/WA,4031
2406 crosses NSW/QLD,451
2540 crosses NSW/OT,24293
2611 crosses ACT/NSW,10595
2618 crosses ACT/NSW,531
2620 crosses NSW/ACT,13640
3644 crosses VIC/NSW,3830
3691 crosses VIC/NSW,3474
3707 crosses VIC/NSW,908
4375 crosses QLD/NSW,113
4377 crosses QLD/NSW,248
4380 crosses QLD/NSW,3493
4383 crosses QLD/NSW,323
4385 crosses QLD/NSW,613
4825 crosses QLD/NT,7362
