postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"2080, NSW",0,7,0,0,0,0,0,0,0,10
"2081, NSW",29,33,0,18,0,0,0,0,4,79
"2082, NSW",12,20,0,13,0,0,0,0,7,50
"2083, NSW",0,0,0,0,0,0,0,0,0,0
"2084, NSW",10,4,0,8,0,0,0,0,0,23
"2085, NSW",129,80,0,32,0,25,4,61,18,350
"2086, NSW",49,50,0,42,0,0,0,4,12,154
"2087, NSW",60,42,0,84,0,0,0,12,11,212
"2088, NSW",299,193,0,118,0,0,0,45,85,743
"2089, NSW",134,100,0,88,5,0,0,32,31,386
"2090, NSW",177,140,0,132,4,0,0,35,42,533
"2092, NSW",47,57,0,70,0,0,3,11,13,193
"2093, NSW",277,227,0,202,8,0,0,54,71,841
"2094, NSW",145,77,0,89,9,0,0,11,45,376
"2095, NSW",155,94,0,114,3,0,0,26,46,436
"2096, NSW",69,43,0,65,0,0,0,16,33,231
"2097, NSW",60,43,0,44,3,0,0,10,19,180
"2099, NSW",151,162,0,333,5,29,9,75,57,818
"2100, NSW",115,154,0,128,3,11,8,29,25,474
"2101, NSW",84,46,0,74,0,10,3,22,13,256
"2102, NSW",176,289,0,107,4,0,3,14,47,644
"2103, NSW",273,117,0,114,0,4,0,32,58,605
"2104, NSW",148,21,3,27,0,122,36,46,75,483
"2105, NSW",5,0,0,0,0,0,0,0,3,11
"2106, NSW",103,43,0,37,0,0,0,9,29,222
"2107, NSW",17,16,0,11,0,0,0,3,10,56
"2108, NSW",0,0,0,0,0,0,0,0,7,8
"2109, NSW",10,0,0,39,0,17,0,12,8,80
"2110, NSW",92,92,0,87,4,0,0,23,27,321
"2111, NSW",212,159,0,158,4,0,3,28,38,596
"2112, NSW",167,195,0,299,3,10,0,34,69,768
"2113, NSW",167,202,0,390,3,0,0,34,70,870
"2114, NSW",37,75,0,87,0,0,0,19,15,240
"2115, NSW",74,248,0,239,0,0,3,33,47,645
"2116, NSW",114,265,0,312,9,0,0,29,38,762
"2117, NSW",350,834,0,742,23,3,9,103,135,2186
"2118, NSW",191,390,0,339,10,0,0,34,60,1023
"2119, NSW",35,34,0,14,0,0,0,0,6,95
"2120, NSW",146,232,0,173,4,0,0,14,22,590
"2121, NSW",225,237,0,264,0,3,3,48,44,823
"2122, NSW",494,708,4,1077,25,41,18,110,177,2647
"2123, NSW",0,0,0,0,0,0,0,0,0,0
"2125, NSW",70,124,0,99,6,10,0,11,45,355
"2126, NSW",201,317,6,228,6,0,0,21,32,810
"2127, NSW",112,200,0,97,3,0,0,16,18,444
"2128, NSW",10,55,0,67,4,0,0,15,5,158
"2129, NSW",0,0,0,0,0,0,0,0,0,0
"2130, NSW",61,63,0,68,3,0,0,10,27,236
"2131, NSW",77,96,0,137,3,0,6,33,26,377
"2132, NSW",80,67,0,58,8,0,0,28,3,239
"2133, NSW",274,309,0,194,6,5,6,35,47,872
"2134, NSW",154,71,0,101,3,0,0,16,19,371
"2135, NSW",72,65,0,125,10,0,0,52,12,341
"2136, NSW",121,145,0,133,4,0,0,22,11,437
"2137, NSW",193,236,0,213,3,0,0,29,72,749
"2138, NSW",74,165,0,155,6,0,0,29,22,453
"2139, NSW",0,0,0,0,0,0,0,0,0,0
"2140, NSW",27,75,0,121,4,0,3,4,15,237
"2141, NSW",239,496,0,539,10,4,3,76,41,1408
"2142, NSW",70,263,0,384,0,0,4,51,44,809
"2143, NSW",22,44,0,78,0,0,0,11,6,171
"2144, NSW",136,248,0,412,8,0,8,64,45,919
"2145, NSW",499,1120,3,1377,19,6,5,215,155,3403
"2146, NSW",42,338,0,385,0,0,0,55,43,876
"2147, NSW",51,176,0,423,4,9,0,71,51,788
"2148, NSW",201,805,0,936,9,7,5,139,78,2201
"2150, NSW",85,145,0,265,6,3,7,27,20,556
"2151, NSW",97,295,0,386,0,0,3,61,65,903
"2152, NSW",92,235,0,194,3,0,0,23,33,583
"2153, NSW",403,808,3,683,5,0,3,72,106,2083
"2154, NSW",243,387,0,467,3,15,4,59,86,1272
"2155, NSW",210,823,0,452,9,0,3,40,58,1591
"2156, NSW",38,65,0,17,0,3,0,9,8,144
"2157, NSW",0,0,0,0,0,0,0,0,0,0
"2158, NSW",51,75,0,45,0,0,0,0,13,185
"2159, NSW",16,11,0,4,0,0,0,0,3,40
"2160, NSW",175,433,5,572,16,11,9,93,77,1388
"2161, NSW",92,345,0,526,8,0,6,75,60,1118
"2162, NSW",90,196,0,229,6,3,0,44,43,606
"2163, NSW",10,42,0,63,0,0,0,16,0,139
"2164, NSW",43,132,0,202,0,7,3,34,21,434
"2165, NSW",171,458,4,886,16,0,0,102,77,1711
"2166, NSW",491,704,3,1152,35,13,21,162,119,2686
"2167, NSW",45,161,0,229,0,0,0,57,42,528
"2168, NSW",87,228,0,425,0,6,3,86,51,877
"2170, NSW",349,1109,0,1898,18,8,7,418,178,3997
"2171, NSW",34,241,0,251,0,0,0,33,24,591
"2172, NSW",0,0,0,30,0,0,0,0,0,35
"2173, NSW",29,171,0,131,6,0,0,29,19,377
"2174, NSW",0,0,0,0,0,0,0,4,0,7
"2175, NSW",0,0,0,0,0,0,0,0,0,0
"2176, NSW",91,174,0,311,4,0,3,30,20,628
"2177, NSW",28,68,0,258,0,0,0,28,21,403
"2178, NSW",0,0,0,0,0,0,0,0,0,0
"2179, NSW",0,0,0,3,0,0,0,0,0,3
"2190, NSW",263,551,0,689,14,0,4,116,105,1740
"2191, NSW",33,94,0,104,4,0,0,16,16,263
"2192, NSW",53,98,0,115,9,0,0,19,18,308
"2193, NSW",76,111,0,84,0,3,0,26,27,322
"2194, NSW",129,255,0,252,6,4,4,41,28,722
"2195, NSW",48,99,0,98,5,0,0,26,9,282
"2196, NSW",222,490,3,521,3,3,4,106,61,1413
"2197, NSW",58,139,0,167,7,0,0,19,24,413
"2198, NSW",32,103,0,87,4,0,0,24,15,269
"2199, NSW",122,269,0,216,7,0,0,63,47,726
"2200, NSW",337,639,0,628,17,3,12,133,125,1889
"2203, NSW",35,72,0,64,0,0,0,18,9,202
"2204, NSW",93,165,0,169,3,0,3,54,34,522
"2205, NSW",33,53,0,70,0,0,3,14,16,193
"2206, NSW",112,162,0,187,5,4,0,45,35,547
"2207, NSW",202,270,0,239,14,0,0,45,42,824
"2208, NSW",47,49,0,92,0,0,0,13,10,214
"2209, NSW",106,168,0,265,9,6,5,43,39,633
"2210, NSW",317,392,0,349,5,12,4,67,60,1210
"2211, NSW",216,519,0,345,4,4,6,68,93,1253
"2212, NSW",235,531,0,339,6,0,0,64,103,1282
"2213, NSW",211,653,0,400,9,0,0,77,100,1456
"2214, NSW",12,31,0,6,0,0,0,3,4,60
"2216, NSW",69,85,0,74,5,4,4,30,22,293
"2217, NSW",137,141,0,121,10,0,0,22,38,462
"2218, NSW",52,70,0,61,4,0,0,12,4,211
"2219, NSW",239,196,0,128,3,3,4,40,42,649
"2220, NSW",149,196,5,209,5,0,0,28,38,630
"2221, NSW",112,153,0,114,0,0,0,26,26,433
"2222, NSW",109,113,0,65,4,0,0,10,13,316
"2223, NSW",180,254,0,154,4,0,3,24,37,660
"2224, NSW",331,223,0,272,3,9,0,67,68,978
"2225, NSW",31,58,0,15,0,0,0,5,0,108
"2226, NSW",109,123,0,84,5,0,0,16,23,360
"2227, NSW",277,246,0,206,9,0,7,41,49,825
"2228, NSW",208,251,0,313,3,4,16,54,64,917
"2229, NSW",639,545,0,449,9,8,3,105,137,1892
"2230, NSW",353,224,0,130,0,0,4,58,45,816
"2231, NSW",0,0,0,7,0,0,0,0,4,11
"2232, NSW",282,382,0,377,3,7,4,70,51,1173
"2233, NSW",160,170,0,105,4,0,0,20,19,480
"2234, NSW",229,501,6,341,5,0,0,57,66,1201
"2250, NSW",335,326,0,949,14,10,8,163,167,1971
"2251, NSW",155,61,4,165,4,49,12,36,150,638
"2256, NSW",87,43,0,197,0,0,0,22,37,399
"2257, NSW",206,90,0,247,3,3,0,55,139,740
"2258, NSW",21,41,0,96,0,0,0,7,26,188
"2259, NSW",63,103,0,354,0,0,0,55,51,622
"2260, NSW",145,77,0,138,3,0,0,16,116,499
"2261, NSW",319,230,0,744,5,0,3,129,468,1899
"2262, NSW",0,3,0,12,0,0,0,4,0,23
"2263, NSW",38,15,0,103,0,0,0,34,42,236
"2264, NSW",6,0,0,48,0,0,0,0,17,73
"2265, NSW",4,0,0,0,0,0,0,0,0,3
"2267, NSW",8,3,0,5,0,0,0,3,0,16
"2278, NSW",0,0,0,0,0,0,0,0,0,0
"2280, NSW",86,48,0,230,0,0,0,30,62,459
"2281, NSW",41,17,0,47,0,0,0,15,23,138
"2282, NSW",66,35,0,52,0,0,0,6,18,181
"2283, NSW",88,47,0,125,0,0,0,18,29,301
"2284, NSW",38,16,0,108,0,0,0,13,26,198
"2285, NSW",12,19,0,66,0,0,0,8,10,114
"2286, NSW",0,0,0,6,0,0,0,0,0,9
"2287, NSW",73,51,0,204,0,28,6,23,46,429
"2289, NSW",49,72,0,201,4,0,0,6,42,377
"2290, NSW",152,137,0,366,3,0,0,35,71,766
"2291, NSW",215,169,0,321,3,6,3,34,105,861
"2292, NSW",13,15,0,59,0,0,0,0,16,105
"2293, NSW",93,84,0,172,4,0,0,25,63,435
"2294, NSW",39,30,0,92,0,3,0,12,19,194
"2295, NSW",15,13,0,38,0,0,0,0,12,75
"2296, NSW",28,52,0,95,3,0,0,7,23,208
"2297, NSW",4,0,0,15,0,0,0,0,0,24
"2298, NSW",13,24,0,199,0,0,0,16,33,292
"2299, NSW",22,22,3,214,0,0,0,24,31,315
"2300, NSW",279,276,0,550,5,5,5,68,188,1373
"2302, NSW",5,0,0,0,0,0,0,0,0,6
"2303, NSW",112,78,0,293,0,3,4,36,30,563
"2304, NSW",28,60,0,259,3,0,0,23,35,411
"2305, NSW",39,35,0,126,6,4,0,3,17,230
"2306, NSW",0,8,0,146,0,0,0,24,16,197
"2307, NSW",9,24,0,101,0,0,0,5,18,159
"2308, NSW",0,0,0,0,0,0,0,0,0,0
"2311, NSW",0,0,0,0,0,0,0,0,0,0
"2312, NSW",0,0,0,0,0,0,0,0,0,0
"2314, NSW",0,0,0,0,0,0,0,0,0,0
"2315, NSW",358,148,0,366,10,0,0,55,504,1443
"2316, NSW",22,33,0,84,0,0,0,10,113,261
"2317, NSW",95,61,0,151,0,0,3,32,126,479
"2318, NSW",0,0,0,0,0,0,0,0,0,7
"2319, NSW",10,7,0,27,0,0,0,7,8,58
"2320, NSW",12,17,0,155,0,0,0,14,26,221
"2321, NSW",3,0,0,5,0,0,0,0,0,10
"2322, NSW",5,7,0,23,0,0,0,5,6,48
"2323, NSW",15,28,0,262,3,0,0,19,26,358
"2324, NSW",35,37,0,144,0,0,0,43,149,406
"2325, NSW",0,3,0,103,0,0,0,13,10,127
"2326, NSW",0,0,0,0,0,0,0,0,0,0
"2327, NSW",6,10,0,85,0,0,0,9,11,122
"2328, NSW",0,0,0,0,0,0,0,0,0,4
"2329, NSW",0,0,0,0,0,0,0,0,0,0
"2330, NSW",20,23,0,145,0,0,0,8,49,247
"2331, NSW",0,0,0,0,0,0,0,0,0,0
"2333, NSW",3,10,0,139,4,0,0,18,73,246
"2334, NSW",0,0,0,0,0,0,0,0,0,0
"2335, NSW",0,0,0,8,0,0,0,0,0,12
"2336, NSW",0,0,0,0,0,0,0,0,0,0
"2337, NSW",0,0,0,0,0,0,0,0,0,0
"2338, NSW",0,0,0,0,0,0,0,0,0,0
"2339, NSW",0,0,0,0,0,0,0,0,0,0
"2340, NSW",34,25,0,265,3,0,0,54,61,453
"2341, NSW",0,0,0,0,0,0,0,0,0,0
"2342, NSW",0,0,0,0,0,0,0,0,0,0
"2343, NSW",0,0,0,0,0,0,0,0,0,0
"2344, NSW",0,0,0,0,0,0,0,0,0,0
"2345, NSW",0,0,0,0,0,0,0,0,0,0
"2346, NSW",0,0,0,0,0,0,0,0,0,0
"2347, NSW",0,0,0,0,0,0,0,0,0,0
"2350, NSW",13,10,0,107,0,0,0,21,34,187
"2351, NSW",0,0,0,0,0,0,0,0,0,0
"2352, NSW",0,0,0,0,0,0,0,0,0,0
"2353, NSW",0,0,0,0,0,0,0,0,0,0
"2354, NSW",0,0,0,0,0,0,0,0,0,0
"2355, NSW",0,0,0,0,0,0,0,0,0,0
"2356, NSW",0,0,0,0,0,0,0,0,0,0
"2357, NSW",0,3,0,0,0,0,0,0,0,10
"2358, NSW",4,0,0,0,0,0,0,0,0,0
"2359, NSW",0,0,0,0,0,0,0,0,0,0
"2360, NSW",0,0,0,19,0,0,0,3,0,25
"2361, NSW",0,0,0,0,0,0,0,0,0,0
"2365, NSW",0,0,0,4,0,0,0,0,0,4
"2369, NSW",0,0,0,0,0,0,0,0,0,0
"2370, NSW",0,0,0,0,0,0,0,0,0,3
"2371, NSW",0,0,0,0,0,0,0,0,0,0
"2372, NSW",0,0,0,0,0,0,0,0,0,0
"2379, NSW",0,0,0,0,0,0,0,0,0,0
"2380, NSW",7,0,0,25,0,0,0,3,6,43
"2381, NSW",0,0,0,0,0,0,0,0,0,0
"2382, NSW",0,0,0,0,0,0,0,0,0,0
"2386, NSW",0,0,0,0,0,0,0,0,0,0
"2387, NSW",0,0,0,0,0,0,0,0,0,0
"2388, NSW",0,0,0,0,0,0,0,0,0,0
"2390, NSW",0,0,0,14,0,0,0,6,7,37
"2395, NSW",0,0,0,0,0,0,0,0,0,0
"2396, NSW",0,0,0,0,0,0,0,0,0,0
"2397, NSW",0,0,0,0,0,0,0,0,0,0
"2398, NSW",0,0,0,0,0,0,0,0,0,0
"2399, NSW",0,0,0,0,0,0,0,0,0,0
"2400, NSW",4,3,0,11,0,0,0,0,11,26
"2401, NSW",0,0,0,0,0,0,0,0,0,0
"2402, NSW",0,0,0,0,0,0,0,0,0,0
"2403, NSW",0,0,0,0,0,0,0,0,0,0
"2404, NSW",0,0,0,0,0,0,0,0,0,0
"2405, NSW",0,0,0,0,0,0,0,0,0,0
"2408, NSW",0,0,0,0,0,0,0,0,0,0
"2409, NSW",0,0,0,0,0,0,0,0,0,0
"2410, NSW",0,0,0,0,0,0,0,0,0,0
"2411, NSW",0,0,0,0,0,0,0,0,0,0
"2415, NSW",0,0,0,0,0,0,0,0,0,0
"2420, NSW",0,0,0,0,0,0,0,0,0,0
"2421, NSW",0,0,0,0,0,0,0,0,0,0
"2422, NSW",0,0,0,0,0,0,0,0,0,0
"2423, NSW",0,0,0,0,0,0,0,0,0,0
"2424, NSW",0,0,0,0,0,0,0,0,0,0
"2425, NSW",0,0,0,0,0,0,0,0,0,0
"2426, NSW",0,0,0,0,0,0,0,0,0,0
"2427, NSW",38,5,0,36,0,0,0,8,38,131
"2428, NSW",75,12,0,139,0,0,0,32,98,365
"2429, NSW",0,0,0,9,0,0,0,0,3,13
"2430, NSW",27,17,0,79,4,0,0,9,54,196
"2431, NSW",8,0,0,10,0,0,0,3,7,29
"2439, NSW",0,0,0,0,0,0,0,0,0,0
"2440, NSW",3,3,0,31,0,0,0,13,9,58
"2441, NSW",0,0,0,0,0,0,0,0,0,0
"2443, NSW",21,0,0,38,0,0,0,5,19,86
"2444, NSW",234,154,3,461,7,14,0,70,157,1088
"2445, NSW",5,6,0,15,0,0,0,5,9,45
"2446, NSW",5,0,0,3,0,0,0,0,3,17
"2447, NSW",6,0,0,7,0,0,0,0,12,25
"2448, NSW",7,6,0,20,0,0,0,7,11,54
"2449, NSW",0,0,0,0,0,0,0,0,0,0
"2450, NSW",227,175,0,584,6,7,9,117,152,1276
"2452, NSW",41,14,0,94,0,0,0,14,33,193
"2453, NSW",0,0,0,0,0,0,0,0,0,0
"2454, NSW",0,0,0,11,0,0,0,0,0,23
"2455, NSW",11,5,0,18,0,0,0,0,0,35
"2456, NSW",35,16,0,110,0,0,0,22,25,213
"2460, NSW",23,24,0,185,0,0,0,24,32,286
"2462, NSW",0,0,0,7,0,0,0,4,4,16
"2463, NSW",6,12,0,15,0,0,0,3,9,36
"2464, NSW",35,8,0,70,0,0,0,6,40,157
"2465, NSW",0,0,0,0,0,0,0,0,0,0
"2466, NSW",0,0,0,0,0,0,0,3,10,19
"2469, NSW",0,0,0,0,0,0,0,0,0,0
"2470, NSW",0,0,0,11,0,0,0,0,0,12
"2471, NSW",0,0,0,0,0,0,0,0,0,0
"2472, NSW",0,0,0,4,0,0,0,0,0,0
"2473, NSW",32,25,0,87,0,0,0,14,34,196
"2474, NSW",0,0,0,0,0,0,0,0,0,3
"2475, NSW",0,0,0,0,0,0,0,0,0,0
"2476, NSW",0,0,0,0,0,0,0,0,0,0
"2477, NSW",20,11,0,21,0,0,0,7,9,74
"2478, NSW",343,260,3,741,3,29,11,146,236,1774
"2479, NSW",0,0,0,0,0,0,0,0,6,7
"2480, NSW",50,48,0,338,0,0,0,49,48,543
"2481, NSW",37,52,0,138,0,0,0,53,69,349
"2482, NSW",0,3,0,3,0,0,0,0,0,3
"2483, NSW",42,20,0,61,0,0,0,16,29,172
"2484, NSW",6,9,0,42,0,0,0,4,4,66
"2485, NSW",193,98,0,296,0,0,4,58,74,723
"2486, NSW",277,192,0,341,3,34,0,77,96,1032
"2487, NSW",83,113,0,206,3,0,0,47,119,570
"2488, NSW",27,21,0,48,0,0,0,11,15,121
"2489, NSW",40,52,0,124,0,0,0,22,67,303
"2490, NSW",0,0,0,0,0,0,0,0,0,0
"2500, NSW",266,283,0,669,7,9,5,82,128,1455
"2502, NSW",19,31,0,196,0,0,0,33,32,303
"2505, NSW",25,13,0,23,0,0,0,6,4,65
"2506, NSW",0,6,0,35,0,0,0,3,3,52
"2508, NSW",16,24,0,19,0,3,0,6,4,74
"2515, NSW",67,78,0,117,6,0,0,27,42,339
"2516, NSW",14,25,0,51,0,0,0,3,12,101
"2517, NSW",157,192,0,241,6,0,0,34,56,677
"2518, NSW",220,194,0,709,3,46,24,109,116,1436
"2519, NSW",140,151,0,386,4,0,0,50,66,795
"2522, NSW",0,0,0,0,0,0,0,0,0,0
"2525, NSW",44,35,0,78,0,0,0,10,12,187
"2526, NSW",18,28,0,72,0,0,0,3,12,140
"2527, NSW",64,108,0,121,0,0,0,36,53,384
"2528, NSW",121,77,0,289,3,0,0,52,62,608
"2529, NSW",157,197,0,477,4,0,0,67,91,989
"2530, NSW",29,49,0,123,0,0,0,20,23,243
"2533, NSW",234,169,0,198,4,0,3,30,149,790
"2534, NSW",17,10,0,20,0,0,0,8,20,73
"2535, NSW",0,0,0,4,0,0,0,0,0,9
"2536, NSW",107,36,0,181,0,0,0,33,291,645
"2537, NSW",27,9,0,44,0,0,0,9,112,206
"2538, NSW",0,7,0,0,0,0,0,3,0,9
"2539, NSW",74,20,0,148,4,0,0,28,113,379
"2541, NSW",16,14,0,153,0,0,0,37,24,240
"2545, NSW",0,0,0,0,0,0,0,0,0,0
"2546, NSW",35,12,0,45,0,0,0,12,90,195
"2548, NSW",128,59,0,152,7,4,0,38,208,594
"2549, NSW",9,3,0,10,0,0,0,0,28,58
"2550, NSW",13,3,0,47,0,0,0,4,27,92
"2551, NSW",3,4,0,13,0,0,0,0,3,20
"2555, NSW",0,0,0,0,0,0,0,0,0,0
"2556, NSW",0,0,0,0,0,0,0,0,0,0
"2557, NSW",0,0,0,0,0,0,0,0,0,4
"2558, NSW",11,32,0,46,0,0,0,4,0,89
"2559, NSW",0,0,0,356,5,3,0,122,46,536
"2560, NSW",113,232,0,1092,4,22,4,184,167,1818
"2563, NSW",0,0,0,0,0,0,0,0,0,0
"2564, NSW",61,207,0,335,0,3,0,89,40,731
"2565, NSW",96,308,0,486,3,0,3,89,54,1034
"2566, NSW",25,96,0,277,0,5,0,49,33,494
"2567, NSW",10,87,0,124,0,0,0,17,5,256
"2568, NSW",0,0,0,0,0,0,0,0,0,0
"2569, NSW",0,0,0,0,0,0,0,0,0,0
"2570, NSW",78,117,0,124,0,20,10,29,26,405
"2571, NSW",8,11,0,15,0,0,0,3,3,35
"2572, NSW",0,0,0,16,0,0,0,4,4,18
"2573, NSW",0,4,0,0,0,0,0,0,0,7
"2574, NSW",0,0,0,0,0,0,0,0,0,0
"2575, NSW",5,3,0,22,0,0,0,3,3,31
"2576, NSW",131,22,0,64,5,0,0,20,43,291
"2577, NSW",9,4,0,17,0,0,0,6,0,38
"2578, NSW",0,0,0,0,0,0,0,0,0,0
"2579, NSW",0,0,0,0,0,0,0,0,0,0
"2580, NSW",21,19,0,81,3,0,0,8,28,154
"2581, NSW",0,0,0,0,0,0,0,0,0,0
"2582, NSW",0,5,0,3,0,0,0,3,10,20
"2583, NSW",0,0,0,5,0,0,0,0,0,6
"2584, NSW",0,0,0,0,0,0,0,0,0,0
"2585, NSW",0,0,0,0,0,0,0,0,0,0
"2586, NSW",0,0,0,0,0,0,0,0,0,0
"2587, NSW",0,0,0,0,0,0,0,0,0,0
"2588, NSW",0,0,0,0,0,0,0,0,0,0
"2590, NSW",0,0,0,10,0,0,0,0,0,12
"2594, NSW",0,0,0,5,0,0,0,0,0,3
"2619, NSW",16,34,0,20,0,0,0,5,7,86
"2621, NSW",0,3,0,5,0,0,0,8,0,12
"2622, NSW",0,0,0,0,0,0,0,0,0,6
"2623, NSW",0,0,0,0,0,0,0,0,0,0
"2625, NSW",0,0,0,0,0,0,0,0,0,0
"2626, NSW",0,0,0,0,0,0,0,0,0,0
"2627, NSW",35,35,0,125,0,0,3,25,163,394
"2628, NSW",7,8,0,13,0,0,0,5,15,49
"2629, NSW",0,0,0,0,0,0,0,0,0,0
"2630, NSW",0,0,0,18,0,0,0,4,0,21
"2631, NSW",0,0,0,0,0,0,0,0,0,0
"2632, NSW",0,0,0,0,0,0,0,0,0,0
"2633, NSW",0,0,0,0,0,0,0,0,0,0
"2640, NSW",47,40,0,218,0,0,0,66,72,451
"2641, NSW",6,14,0,79,0,0,0,18,18,133
"2642, NSW",0,0,0,0,0,0,0,0,0,0
"2643, NSW",0,0,0,0,0,0,0,0,0,0
"2644, NSW",0,0,0,0,0,0,0,0,0,0
"2645, NSW",0,0,0,0,0,0,0,0,0,0
"2646, NSW",0,0,0,0,0,0,0,0,0,0
"2647, NSW",3,0,0,8,0,0,0,0,13,29
"2648, NSW",0,0,0,0,0,0,0,0,0,0
"2649, NSW",0,0,0,0,0,0,0,0,0,0
"2650, NSW",14,29,0,139,0,0,0,14,54,238
"2651, NSW",0,0,0,0,0,0,0,0,0,0
"2652, NSW",0,0,0,0,0,0,0,0,0,0
"2653, NSW",0,0,0,0,0,0,0,0,0,0
"2655, NSW",0,0,0,0,0,0,0,0,0,0
"2656, NSW",0,0,0,0,0,0,0,0,0,0
"2658, NSW",0,0,0,0,0,0,0,0,0,0
"2659, NSW",0,0,0,0,0,0,0,0,0,0
"2660, NSW",0,0,0,0,0,0,0,0,0,0
"2661, NSW",0,0,0,0,0,0,0,0,0,0
"2663, NSW",0,0,0,3,0,0,0,0,3,7
"2665, NSW",0,0,0,0,0,0,0,0,0,0
"2666, NSW",0,0,0,0,0,0,0,0,0,0
"2668, NSW",0,0,0,0,0,0,0,0,0,0
"2669, NSW",0,0,0,0,0,0,0,0,0,0
"2671, NSW",0,0,0,0,0,0,0,0,0,0
"2672, NSW",0,0,0,0,0,0,0,0,0,0
"2675, NSW",0,0,0,0,0,0,0,0,0,0
"2678, NSW",0,0,0,0,0,0,0,0,0,0
"2680, NSW",0,0,0,13,0,0,0,6,3,22
"2681, NSW",0,0,0,0,0,0,0,0,0,0
"2700, NSW",0,0,0,0,0,0,0,0,0,0
"2701, NSW",0,0,0,0,0,0,0,0,0,0
"2702, NSW",0,0,0,0,0,0,0,0,0,0
"2703, NSW",0,0,0,0,0,0,0,0,0,0
"2705, NSW",3,0,0,20,0,0,0,0,11,27
"2706, NSW",0,0,0,0,0,0,0,0,0,0
"2707, NSW",0,0,0,0,0,0,0,0,0,0
"2710, NSW",0,0,0,3,0,0,0,0,0,7
"2711, NSW",0,0,0,0,0,0,0,0,0,0
