postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"2712, NSW",0,0,0,0,0,0,0,0,0,0
"2713, NSW",0,0,0,0,0,0,0,0,0,0
"2714, NSW",0,0,0,0,0,0,0,0,0,0
"2715, NSW",0,0,0,0,0,0,0,0,0,0
"2716, NSW",0,0,0,0,0,0,0,0,0,0
"2717, NSW",0,0,0,0,0,0,0,0,0,0
"2720, NSW",3,0,0,19,0,0,0,6,0,28
"2721, NSW",0,0,0,0,0,0,0,0,0,0
"2722, NSW",3,0,0,5,0,0,0,0,4,10
"2725, NSW",0,0,0,0,0,0,0,0,0,0
"2726, NSW",0,0,0,0,0,0,0,0,0,0
"2727, NSW",0,0,0,0,0,0,0,0,0,0
"2729, NSW",0,0,0,0,0,0,0,0,0,0
"2730, NSW",0,0,0,0,0,0,0,0,0,0
"2731, NSW",0,0,0,0,0,0,0,5,21,27
"2732, NSW",0,0,0,0,0,0,0,0,0,0
"2733, NSW",0,0,0,0,0,0,0,0,0,0
"2734, NSW",0,0,0,0,0,0,0,0,0,0
"2735, NSW",0,0,0,0,0,0,0,0,0,0
"2736, NSW",0,0,0,0,0,0,0,0,0,0
"2737, NSW",0,0,0,0,0,0,0,0,0,3
"2738, NSW",0,0,0,0,0,0,0,0,0,0
"2739, NSW",0,0,0,0,0,0,0,0,0,0
"2745, NSW",30,118,0,232,0,0,0,38,17,439
"2747, NSW",114,454,0,846,0,4,0,104,111,1638
"2748, NSW",0,0,0,0,0,0,0,0,0,0
"2749, NSW",16,68,0,200,0,0,0,37,25,350
"2750, NSW",201,282,0,877,0,0,4,190,89,1648
"2752, NSW",0,0,0,0,0,0,0,0,0,0
"2753, NSW",28,17,0,71,0,0,0,14,18,157
"2754, NSW",32,44,0,90,0,0,0,11,19,196
"2755, NSW",0,0,0,0,0,0,0,0,0,0
"2756, NSW",17,49,0,173,0,0,0,28,20,288
"2757, NSW",0,0,0,0,0,0,0,0,0,0
"2758, NSW",0,0,0,0,0,0,0,0,0,0
"2759, NSW",8,10,0,11,0,0,0,0,0,29
"2760, NSW",78,403,0,747,4,3,0,158,139,1542
"2761, NSW",16,139,0,131,0,0,0,20,7,318
"2762, NSW",0,49,0,27,0,0,0,4,3,80
"2763, NSW",376,1195,4,573,4,0,5,81,49,2297
"2765, NSW",5,11,0,15,0,0,0,0,0,39
"2766, NSW",31,288,6,298,0,0,0,50,30,700
"2767, NSW",32,261,0,269,0,4,0,33,38,634
"2768, NSW",37,343,0,170,0,0,0,20,20,595
"2769, NSW",49,382,0,188,0,0,4,16,8,641
"2770, NSW",65,328,0,1184,6,13,0,191,98,1890
"2773, NSW",9,0,0,10,0,0,0,0,3,21
"2774, NSW",13,11,0,66,0,0,0,10,15,110
"2775, NSW",0,0,0,0,0,0,0,0,0,0
"2776, NSW",0,0,0,9,0,0,0,0,0,3
"2777, NSW",72,33,4,76,0,54,10,24,35,306
"2778, NSW",0,0,0,0,0,0,0,0,0,0
"2779, NSW",0,0,0,0,0,0,0,0,0,9
"2780, NSW",62,8,0,81,0,6,5,11,35,214
"2782, NSW",13,5,0,12,0,0,0,5,0,35
"2783, NSW",0,0,0,4,0,0,0,0,0,4
"2784, NSW",0,0,0,0,0,0,0,0,0,5
"2785, NSW",0,0,0,11,0,0,0,0,0,12
"2786, NSW",0,0,0,0,0,0,0,0,0,0
"2787, NSW",0,0,0,0,0,0,0,0,0,0
"2790, NSW",10,4,0,64,0,0,0,10,17,111
"2791, NSW",0,0,0,0,0,0,0,0,0,4
"2792, NSW",0,0,0,0,0,0,0,0,0,0
"2793, NSW",0,0,0,0,0,0,0,0,0,0
"2794, NSW",0,0,0,5,0,0,0,3,0,7
"2795, NSW",39,50,0,230,0,0,0,35,80,440
"2797, NSW",0,0,0,0,0,0,0,0,0,0
"2798, NSW",0,0,0,0,0,0,0,0,0,0
"2799, NSW",0,0,0,0,0,0,0,0,0,0
"2800, NSW",7,9,0,173,0,0,0,31,48,274
"2803, NSW",0,0,0,0,0,0,0,0,0,0
"2804, NSW",0,0,0,0,0,0,0,0,0,0
"2805, NSW",0,0,0,0,0,0,0,0,0,0
"2806, NSW",0,0,0,0,0,0,0,0,0,0
"2807, NSW",0,0,0,0,0,0,0,0,0,0
"2808, NSW",0,0,0,0,0,0,0,0,0,0
"2809, NSW",0,0,0,0,0,0,0,0,0,0
"2810, NSW",0,0,0,0,0,0,0,0,0,0
"2817, NSW",0,0,0,0,0,0,0,0,0,0
"2818, NSW",0,0,0,0,0,0,0,0,0,0
"2820, NSW",0,0,0,0,0,0,0,0,0,0
"2821, NSW",0,0,0,0,0,0,0,0,0,0
"2822, NSW",0,0,0,0,0,0,0,0,0,0
"2823, NSW",0,0,0,0,0,0,0,0,0,0
"2824, NSW",0,0,0,0,0,0,0,0,0,0
"2825, NSW",0,0,0,3,0,0,0,0,0,6
"2826, NSW",0,0,0,0,0,0,0,0,0,0
"2827, NSW",0,0,0,0,0,0,0,0,0,0
"2828, NSW",0,0,0,0,0,0,0,0,0,0
"2829, NSW",0,0,0,0,0,0,0,0,0,0
"2830, NSW",9,8,0,31,0,0,0,32,27,108
"2831, NSW",0,0,0,0,0,0,0,0,0,0
"2832, NSW",0,0,0,0,0,0,0,0,0,0
"2833, NSW",0,0,0,0,0,0,0,0,0,0
"2834, NSW",0,0,0,0,0,0,0,0,0,0
"2835, NSW",0,0,0,0,0,0,0,0,0,0
"2836, NSW",0,0,0,0,0,0,0,0,0,0
"2838, NSW",0,0,0,0,0,0,0,0,0,0
"2839, NSW",0,0,0,3,0,0,0,0,0,4
"2840, NSW",0,0,0,0,0,0,0,0,0,0
"2842, NSW",0,0,0,0,0,0,0,0,0,0
"2843, NSW",0,0,0,0,0,0,0,0,0,0
"2844, NSW",0,0,0,0,0,0,0,0,0,0
"2845, NSW",0,0,0,4,0,0,0,0,5,9
"2846, NSW",0,0,0,0,0,0,0,0,0,0
"2847, NSW",0,0,0,0,0,0,0,0,0,0
"2848, NSW",0,0,0,0,0,0,0,0,0,0
"2849, NSW",0,0,0,0,0,0,0,0,0,0
"2850, NSW",0,0,0,15,0,0,0,3,8,27
"2852, NSW",0,0,0,0,0,0,0,0,0,0
"2864, NSW",0,0,0,0,0,0,0,0,0,0
"2865, NSW",0,0,0,0,0,0,0,0,0,0
"2866, NSW",0,0,0,0,0,0,0,0,0,0
"2867, NSW",0,0,0,0,0,0,0,0,0,0
"2868, NSW",0,0,0,0,0,0,0,0,0,0
"2869, NSW",0,0,0,0,0,0,0,0,0,0
"2870, NSW",0,0,0,17,0,0,0,8,0,26
"2871, NSW",0,0,0,0,0,0,0,3,0,3
"2873, NSW",0,0,0,0,0,0,0,0,0,0
"2874, NSW",0,0,0,0,0,0,0,0,0,0
"2875, NSW",0,0,0,0,0,0,0,0,0,0
"2876, NSW",0,0,0,0,0,0,0,0,0,0
"2877, NSW",0,0,0,0,0,0,0,3,0,3
"2878, NSW",0,0,0,0,0,0,0,0,0,0
"2879, NSW",0,0,0,0,0,0,0,0,0,0
"2880, NSW",0,0,0,18,0,0,0,5,18,39
"2898, NSW",0,0,0,0,0,0,0,0,0,0
"3000, VIC",7,0,0,15,0,0,0,0,5,32
"3002, VIC",148,57,0,74,6,0,0,16,51,360
"3003, VIC",56,95,0,134,0,0,3,45,50,392
"3004, VIC",0,0,0,3,0,0,0,0,0,9
"3005, VIC",0,0,0,0,0,0,0,0,0,0
"3006, VIC",27,33,0,88,3,0,0,12,41,203
"3008, VIC",22,39,0,37,3,0,0,15,19,141
"3010, VIC",0,0,0,0,0,0,0,0,0,0
"3011, VIC",93,311,0,499,4,0,3,101,86,1096
"3012, VIC",134,526,0,596,10,0,3,83,124,1479
"3013, VIC",73,231,0,289,4,0,3,50,65,711
"3015, VIC",178,550,0,444,13,0,7,62,92,1347
"3016, VIC",355,375,0,299,7,5,4,63,108,1223
"3018, VIC",181,256,0,226,6,0,5,40,73,769
"3019, VIC",95,301,0,196,3,0,3,61,32,690
"3020, VIC",120,414,4,400,10,0,0,67,76,1080
"3021, VIC",65,180,0,278,4,0,4,76,72,684
"3022, VIC",7,27,0,24,0,0,0,7,6,77
"3023, VIC",115,437,0,510,5,0,0,121,95,1287
"3024, VIC",4,15,0,10,0,0,0,4,0,31
"3025, VIC",50,222,0,240,8,0,0,57,48,620
"3026, VIC",0,0,0,0,0,0,0,0,0,0
"3027, VIC",10,72,0,89,4,0,0,10,24,201
"3028, VIC",111,180,0,100,4,0,3,35,34,456
"3029, VIC",77,262,0,220,0,0,0,54,89,707
"3030, VIC",179,578,6,748,14,3,3,122,197,1843
"3031, VIC",320,614,0,837,10,0,3,107,134,2031
"3032, VIC",501,898,0,817,30,4,7,123,190,2568
"3033, VIC",103,212,0,160,3,0,9,35,43,562
"3034, VIC",229,170,0,119,5,4,6,41,48,615
"3036, VIC",22,21,0,23,0,0,0,3,11,81
"3037, VIC",117,395,0,461,5,0,8,93,64,1129
"3038, VIC",103,89,0,56,5,0,0,18,25,288
"3039, VIC",105,167,0,204,8,0,3,32,47,557
"3040, VIC",275,359,0,644,8,0,5,97,156,1544
"3041, VIC",104,183,0,116,0,0,3,27,55,490
"3042, VIC",121,311,0,259,0,0,0,55,100,851
"3043, VIC",19,104,0,107,0,0,0,39,41,311
"3044, VIC",187,570,0,862,5,0,3,154,156,1934
"3045, VIC",0,0,0,0,0,0,0,0,0,0
"3046, VIC",195,717,0,973,13,0,7,181,184,2265
"3047, VIC",29,101,0,199,0,0,0,44,41,415
"3048, VIC",7,49,0,61,0,0,0,14,16,157
"3049, VIC",36,83,0,98,0,0,0,35,29,281
"3050, VIC",0,0,0,0,0,0,0,0,0,0
"3051, VIC",202,252,0,520,11,0,4,92,135,1220
"3052, VIC",161,114,0,219,8,0,0,39,47,584
"3053, VIC",207,117,0,376,15,3,0,79,106,898
"3054, VIC",241,127,0,200,3,0,0,41,64,676
"3055, VIC",87,202,0,345,3,0,3,48,80,768
"3056, VIC",222,310,4,767,19,5,9,115,152,1596
"3057, VIC",171,257,0,488,6,0,0,47,86,1061
"3058, VIC",202,524,0,945,13,0,9,136,178,2004
"3059, VIC",13,33,0,39,0,0,0,12,20,114
"3060, VIC",44,77,0,143,0,0,0,32,27,326
"3061, VIC",0,8,0,15,0,0,0,0,7,43
"3062, VIC",0,0,0,0,0,0,0,0,0,0
"3063, VIC",0,0,0,0,0,0,0,0,0,0
"3064, VIC",50,233,0,604,4,0,3,96,86,1070
"3065, VIC",216,198,0,309,7,0,6,88,113,940
"3066, VIC",47,102,0,148,4,0,0,40,26,364
"3067, VIC",95,169,0,153,0,0,0,27,50,490
"3068, VIC",353,391,0,520,10,0,9,109,128,1514
"3070, VIC",207,328,0,692,13,0,3,90,113,1440
"3071, VIC",99,227,0,506,3,0,3,54,88,978
"3072, VIC",122,413,0,535,5,3,6,110,102,1292
"3073, VIC",165,572,5,908,16,3,0,152,147,1966
"3074, VIC",14,69,0,114,0,0,0,15,15,225
"3075, VIC",12,53,0,100,0,0,0,15,18,199
"3076, VIC",85,274,0,402,3,0,0,57,97,910
"3078, VIC",90,159,0,304,0,0,0,55,54,658
"3079, VIC",138,192,0,179,6,0,0,26,60,613
"3081, VIC",55,160,0,265,3,0,0,56,47,595
"3082, VIC",103,174,0,109,3,3,0,16,35,443
"3083, VIC",145,276,4,516,4,3,0,80,103,1131
"3084, VIC",122,189,0,223,3,0,5,33,57,630
"3085, VIC",71,113,0,88,0,0,0,11,26,316
"3086, VIC",0,0,0,0,0,0,0,0,0,0
"3087, VIC",7,25,0,27,0,0,0,0,9,72
"3088, VIC",72,190,0,183,0,6,3,33,46,545
"3089, VIC",7,41,0,36,0,0,0,7,10,105
"3090, VIC",0,3,0,0,0,0,0,5,0,8
"3091, VIC",0,0,0,0,0,0,0,0,0,0
"3093, VIC",25,45,0,36,0,0,0,6,18,123
"3094, VIC",14,48,0,41,0,0,0,9,12,113
"3095, VIC",48,77,0,73,5,0,0,17,29,248
"3096, VIC",0,0,0,0,0,0,0,0,0,0
"3097, VIC",0,0,0,0,0,0,0,0,0,0
"3099, VIC",0,0,0,4,0,0,0,0,0,4
"3101, VIC",426,336,3,384,14,3,6,100,180,1454
"3102, VIC",60,59,0,65,3,0,0,8,13,218
"3103, VIC",163,127,0,124,0,0,4,16,48,485
"3104, VIC",151,125,0,133,0,0,0,21,58,495
"3105, VIC",164,130,0,69,12,0,0,23,32,423
"3106, VIC",244,230,0,103,0,0,5,23,54,664
"3107, VIC",195,190,0,136,6,0,0,25,65,615
"3108, VIC",235,291,3,280,4,0,9,45,76,941
"3109, VIC",356,492,4,344,13,4,10,61,94,1380
"3111, VIC",30,41,0,46,0,0,3,17,37,166
"3113, VIC",0,0,0,0,0,0,0,0,0,6
"3114, VIC",0,0,0,0,0,0,0,0,0,0
"3115, VIC",0,0,0,0,0,0,0,0,0,0
"3116, VIC",15,11,0,16,0,0,0,3,21,64
"3121, VIC",585,762,0,986,12,8,8,201,257,2813
"3122, VIC",137,115,0,141,4,0,0,28,41,471
"3123, VIC",137,147,0,160,0,0,0,31,48,534
"3124, VIC",215,203,0,171,10,0,0,33,74,702
"3125, VIC",85,176,4,260,8,3,0,41,51,628
"3126, VIC",65,63,0,42,4,0,0,10,19,198
"3127, VIC",125,137,0,134,3,0,0,22,54,478
"3128, VIC",153,247,6,387,10,0,10,67,88,970
"3129, VIC",183,241,0,210,7,0,4,27,105,776
"3130, VIC",174,256,0,195,3,0,0,36,63,738
"3131, VIC",90,154,0,165,0,0,0,21,36,473
"3132, VIC",107,203,0,185,3,0,0,24,45,569
"3133, VIC",69,123,0,79,0,0,0,12,16,303
"3134, VIC",24,48,0,181,0,0,0,16,54,330
"3135, VIC",22,51,0,44,0,0,0,9,16,147
"3136, VIC",46,157,0,191,0,0,0,31,39,465
"3137, VIC",6,36,0,51,0,0,0,9,17,121
"3138, VIC",12,44,0,68,0,0,0,13,20,154
"3139, VIC",0,0,0,0,0,0,0,0,0,0
"3140, VIC",14,71,0,110,0,0,0,15,25,236
"3141, VIC",361,241,0,363,11,0,0,97,167,1248
"3142, VIC",444,194,0,188,16,0,3,60,159,1062
"3143, VIC",130,90,0,101,0,4,0,22,46,384
"3144, VIC",218,119,0,81,3,0,0,25,47,498
"3145, VIC",201,213,5,260,9,4,0,46,57,795
"3146, VIC",235,213,0,157,6,29,3,38,83,762
"3147, VIC",61,118,0,111,0,0,3,16,34,342
"3148, VIC",43,189,0,220,3,0,0,30,53,543
"3149, VIC",89,127,0,128,4,0,0,24,61,438
"3150, VIC",127,192,0,220,16,0,3,28,64,647
"3151, VIC",63,71,0,49,0,0,0,10,10,192
"3152, VIC",98,250,0,205,0,0,0,22,48,623
"3153, VIC",27,117,0,144,3,0,0,27,25,345
"3154, VIC",9,11,0,0,0,0,0,0,0,24
"3155, VIC",54,182,0,231,0,0,0,40,37,548
"3156, VIC",28,124,0,87,4,0,0,16,20,283
"3158, VIC",0,0,0,0,0,0,0,0,4,8
"3159, VIC",0,0,0,0,0,0,0,0,0,0
"3160, VIC",0,0,0,26,0,0,0,5,4,36
"3161, VIC",244,215,0,245,15,0,3,62,84,860
"3162, VIC",277,280,0,218,15,0,8,43,72,909
"3163, VIC",244,405,0,375,11,3,0,69,81,1191
"3165, VIC",107,336,0,140,0,0,0,57,86,731
"3166, VIC",96,236,0,322,4,0,0,44,103,811
"3167, VIC",16,51,0,38,0,0,0,5,11,112
"3168, VIC",114,285,0,843,13,4,0,64,101,1429
"3169, VIC",61,231,0,211,6,0,0,33,23,572
"3170, VIC",128,350,3,244,5,0,0,37,59,824
"3171, VIC",48,139,0,141,8,0,0,27,28,388
"3172, VIC",31,63,0,39,0,0,0,15,16,166
"3173, VIC",41,143,0,100,4,0,0,36,35,356
"3174, VIC",38,184,0,205,5,0,0,52,46,524
"3175, VIC",96,338,0,627,6,0,0,125,132,1329
"3177, VIC",10,18,0,15,0,0,0,4,10,59
"3178, VIC",35,97,0,69,0,0,3,19,23,245
"3179, VIC",3,12,0,6,0,0,0,0,4,30
"3180, VIC",45,79,0,39,0,0,0,3,9,181
"3181, VIC",206,283,0,280,10,7,0,62,95,946
"3182, VIC",178,198,0,240,4,0,4,84,92,800
"3183, VIC",114,178,0,171,9,0,4,36,54,573
"3184, VIC",137,153,0,83,0,0,0,41,54,470
"3185, VIC",118,125,0,127,3,0,0,21,33,427
"3186, VIC",462,248,0,269,13,4,3,66,144,1195
"3187, VIC",271,262,3,187,10,34,12,58,77,906
"3188, VIC",197,201,0,144,0,0,0,31,77,654
"3189, VIC",16,29,0,21,0,0,0,7,11,83
"3190, VIC",66,141,0,185,0,0,0,40,59,487
"3191, VIC",154,135,0,84,0,0,0,13,41,427
"3192, VIC",141,282,5,218,3,0,5,26,92,769
"3193, VIC",366,247,0,130,4,0,0,42,79,869
"3194, VIC",184,254,0,188,9,0,5,28,61,730
"3195, VIC",360,608,0,269,9,0,6,66,104,1429
"3196, VIC",289,387,0,256,3,0,0,64,102,1100
"3197, VIC",245,363,0,228,4,0,3,45,135,1022
"3198, VIC",60,128,0,197,3,0,0,39,47,479
"3199, VIC",108,163,0,465,7,0,3,62,117,930
"3200, VIC",13,9,0,25,0,0,0,0,3,52
"3201, VIC",26,110,0,185,0,0,0,37,14,375
"3202, VIC",13,29,0,10,0,0,0,0,3,57
"3204, VIC",230,434,3,298,11,9,10,60,101,1158
"3205, VIC",306,284,0,373,17,0,7,60,136,1187
"3206, VIC",377,294,0,183,5,0,3,47,85,994
"3207, VIC",565,515,0,604,18,5,5,109,197,2030
"3211, VIC",0,0,0,0,0,0,0,0,0,0
"3212, VIC",0,8,0,12,0,0,0,0,0,20
"3213, VIC",0,0,0,0,0,0,0,0,0,0
"3214, VIC",16,14,0,54,0,0,0,8,16,98
"3215, VIC",35,42,0,104,0,0,0,30,36,251
"3216, VIC",48,67,0,192,0,0,0,23,43,372
"3217, VIC",0,5,0,8,0,0,0,0,0,10
"3218, VIC",21,33,0,94,0,0,0,15,21,194
"3219, VIC",8,10,0,84,0,0,0,16,13,124
"3220, VIC",153,132,0,231,7,0,0,36,101,661
"3221, VIC",0,0,0,0,0,0,0,0,0,0
"3222, VIC",10,9,0,8,0,0,0,0,4,36
"3223, VIC",18,11,0,33,0,0,0,8,75,144
"3224, VIC",5,0,0,5,0,0,0,0,0,8
"3225, VIC",7,0,0,10,0,0,0,4,59,85
"3226, VIC",83,48,0,66,3,0,0,11,193,409
"3227, VIC",16,17,0,13,0,0,0,11,64,111
"3228, VIC",75,62,0,164,0,0,0,24,296,620
"3230, VIC",4,0,0,3,0,0,0,4,21,31
"3231, VIC",0,0,0,0,0,0,0,0,0,0
"3232, VIC",0,0,0,3,0,0,0,3,67,78
"3233, VIC",4,5,0,13,0,0,0,3,88,120
"3234, VIC",0,0,0,0,0,0,0,0,0,0
"3235, VIC",0,0,0,0,0,0,0,0,0,0
"3236, VIC",0,0,0,0,0,0,0,0,0,0
"3237, VIC",0,0,0,0,0,0,0,0,0,0
"3238, VIC",0,0,0,0,0,0,0,0,0,0
"3239, VIC",0,0,0,0,0,0,0,0,0,0
"3240, VIC",0,0,0,0,0,0,0,0,0,0
"3241, VIC",0,0,0,0,0,0,0,0,0,0
"3242, VIC",0,0,0,0,0,0,0,0,0,0
"3243, VIC",0,0,0,0,0,0,0,0,0,0
"3249, VIC",0,0,0,0,0,0,0,0,0,0
"3250, VIC",0,0,0,8,0,0,0,3,7,15
"3251, VIC",0,0,0,0,0,0,0,0,0,0
"3254, VIC",0,0,0,0,0,0,0,0,0,0
"3260, VIC",0,0,0,4,0,0,0,0,0,7
"3264, VIC",0,0,0,0,0,0,0,0,0,0
"3265, VIC",0,0,0,0,0,0,0,0,0,0
"3266, VIC",0,0,0,0,0,0,0,0,0,0
"3267, VIC",0,0,0,0,0,0,0,0,0,0
"3268, VIC",0,0,0,0,0,0,0,0,0,0
"3269, VIC",0,0,0,0,0,0,0,0,0,0
"3270, VIC",0,0,0,0,0,0,0,0,0,0
"3271, VIC",0,0,0,0,0,0,0,0,0,0
"3272, VIC",0,0,0,0,0,0,0,0,0,0
"3273, VIC",0,0,0,0,0,0,0,0,0,0
"3274, VIC",0,0,0,0,0,0,0,0,0,0
"3275, VIC",0,0,0,0,0,0,0,0,0,0
"3276, VIC",0,0,0,0,0,0,0,0,0,0
"3277, VIC",0,0,0,0,0,0,0,0,0,0
"3278, VIC",0,0,0,0,0,0,0,0,0,0
"3279, VIC",0,0,0,0,0,0,0,0,0,0
"3280, VIC",68,67,0,190,0,0,0,36,80,440
"3281, VIC",0,0,0,0,0,0,0,0,0,0
"3282, VIC",0,0,0,0,0,0,0,0,0,0
"3283, VIC",0,0,0,0,0,0,0,0,0,0
"3284, VIC",9,3,0,0,0,0,0,0,60,83
"3285, VIC",0,0,0,0,0,0,0,0,0,0
"3286, VIC",0,0,0,0,0,0,0,0,0,0
"3287, VIC",0,0,0,0,0,0,0,0,0,0
"3289, VIC",0,0,0,0,0,0,0,0,0,0
"3292, VIC",0,0,0,0,0,0,0,0,0,0
"3293, VIC",0,0,0,0,0,0,0,0,0,0
"3294, VIC",0,0,0,0,0,0,0,0,0,0
"3300, VIC",0,0,0,6,0,0,0,0,0,7
"3301, VIC",0,0,0,0,0,0,0,0,0,0
"3302, VIC",0,0,0,0,0,0,0,0,0,0
"3303, VIC",0,0,0,0,0,0,0,0,0,0
"3304, VIC",0,0,0,0,0,0,0,0,0,0
"3305, VIC",0,0,0,16,0,0,0,0,5,21
"3309, VIC",0,0,0,0,0,0,0,0,0,0
"3310, VIC",0,0,0,0,0,0,0,0,0,0
"3311, VIC",0,0,0,0,0,0,0,0,0,0
"3312, VIC",0,0,0,0,0,0,0,0,0,0
"3314, VIC",0,0,0,0,0,0,0,0,0,0
"3315, VIC",0,0,0,0,0,0,0,0,0,0
"3317, VIC",0,0,0,0,0,0,0,0,0,0
"3318, VIC",0,0,0,0,0,0,0,0,0,0
"3319, VIC",0,0,0,0,0,0,0,0,0,0
"3321, VIC",0,0,0,0,0,0,0,0,0,0
"3322, VIC",0,0,0,0,0,0,0,0,0,0
"3323, VIC",0,0,0,0,0,0,0,0,0,0
"3324, VIC",0,0,0,0,0,0,0,0,0,0
"3325, VIC",0,0,0,0,0,0,0,0,0,0
"3328, VIC",0,0,0,0,0,0,0,0,0,0
"3329, VIC",0,0,0,0,0,0,0,0,0,0
"3330, VIC",0,0,0,0,0,0,0,0,0,0
"3331, VIC",0,0,0,0,0,0,0,0,0,0
"3332, VIC",0,0,0,0,0,0,0,0,0,0
"3333, VIC",0,0,0,0,0,0,0,0,0,0
"3334, VIC",0,0,0,0,0,0,0,0,0,0
"3335, VIC",0,26,0,8,0,0,0,0,3,39
"3337, VIC",22,75,0,136,5,0,0,28,20,285
"3338, VIC",6,7,0,39,0,0,0,3,9,70
"3340, VIC",7,8,0,50,0,0,0,16,18,106
"3341, VIC",0,0,0,0,0,0,0,0,0,0
"3342, VIC",0,0,0,0,0,0,0,0,0,0
"3345, VIC",0,0,0,0,0,0,0,0,0,0
"3350, VIC",75,71,0,296,0,0,0,40,95,577
"3351, VIC",0,0,0,0,0,0,0,0,0,0
"3352, VIC",0,0,0,0,0,0,0,0,0,0
"3355, VIC",10,6,0,31,0,0,0,8,4,57
"3356, VIC",0,4,0,12,0,0,0,0,0,16
"3357, VIC",0,0,0,0,0,0,0,0,0,0
"3360, VIC",0,0,0,0,0,0,0,0,0,0
"3361, VIC",0,0,0,0,0,0,0,0,0,0
"3363, VIC",0,0,0,0,0,0,0,0,0,3
"3364, VIC",0,0,0,0,0,0,0,0,0,0
"3370, VIC",0,0,0,0,0,0,0,0,0,0
"3371, VIC",0,0,0,0,0,0,0,0,0,0
"3373, VIC",0,0,0,0,0,0,0,0,0,0
"3374, VIC",0,0,0,0,0,0,0,0,0,0
"3375, VIC",0,0,0,0,0,0,0,0,0,0
"3377, VIC",0,0,0,0,0,0,0,0,0,0
"3378, VIC",0,0,0,0,0,0,0,0,0,0
"3379, VIC",0,0,0,0,0,0,0,0,0,0
"3380, VIC",0,0,0,0,0,0,0,0,0,0
"3381, VIC",0,0,0,0,0,0,0,0,0,0
"3384, VIC",0,0,0,0,0,0,0,0,0,0
"3385, VIC",0,0,0,0,0,0,0,0,0,0
"3387, VIC",0,0,0,0,0,0,0,0,0,0
"3388, VIC",0,0,0,0,0,0,0,0,0,0
"3390, VIC",0,0,0,0,0,0,0,0,0,0
"3391, VIC",0,0,0,0,0,0,0,0,0,0
"3392, VIC",0,0,0,0,0,0,0,0,0,0
"3393, VIC",0,0,0,0,0,0,0,0,0,0
"3395, VIC",0,0,0,0,0,0,0,0,0,0
"3396, VIC",0,0,0,0,0,0,0,0,0,0
"3400, VIC",3,3,0,3,0,0,0,0,0,14
"3401, VIC",0,0,0,0,0,0,0,0,0,0
"3407, VIC",0,0,0,0,0,0,0,0,0,0
"3409, VIC",0,0,0,0,0,0,0,0,0,0
"3412, VIC",0,0,0,0,0,0,0,0,0,0
"3413, VIC",0,0,0,0,0,0,0,0,0,0
"3414, VIC",0,0,0,0,0,0,0,0,0,0
"3415, VIC",0,0,0,0,0,0,0,0,0,0
"3418, VIC",0,0,0,0,0,0,0,0,0,0
"3419, VIC",0,0,0,0,0,0,0,0,0,0
"3420, VIC",0,0,0,0,0,0,0,0,0,0
"3423, VIC",0,0,0,0,0,0,0,0,0,0
"3424, VIC",0,0,0,0,0,0,0,0,0,0
"3427, VIC",0,0,0,0,0,0,0,0,0,7
"3428, VIC",0,0,0,0,0,0,0,0,0,0
"3429, VIC",30,23,0,34,0,0,0,11,32,126
"3430, VIC",0,0,0,0,0,0,0,0,0,0
"3431, VIC",0,0,0,0,0,0,0,0,0,0
"3432, VIC",0,0,0,0,0,0,0,0,0,0
"3433, VIC",0,0,0,0,0,0,0,0,0,0
"3434, VIC",0,0,0,0,0,0,0,0,0,0
"3435, VIC",0,0,0,0,0,0,0,0,0,0
"3437, VIC",0,3,0,0,0,0,0,0,7,13
"3438, VIC",5,0,0,0,0,0,0,0,0,3
"3440, VIC",0,0,0,0,0,0,0,0,0,0
"3441, VIC",0,0,0,0,0,0,0,0,0,0
"3442, VIC",0,0,0,8,0,0,0,3,0,12
"3444, VIC",0,0,0,0,0,0,0,0,3,6
"3446, VIC",0,0,0,0,0,0,0,0,0,0
"3447, VIC",0,0,0,0,0,0,0,0,0,0
"3448, VIC",0,0,0,0,0,0,0,0,0,0
"3450, VIC",0,0,0,5,0,0,0,0,0,6
"3451, VIC",0,0,0,0,0,0,0,0,0,0
"3453, VIC",0,0,0,0,0,0,0,0,0,0
"3458, VIC",0,0,0,0,0,0,0,0,0,0
"3460, VIC",3,0,0,3,0,0,0,0,11,24
"3461, VIC",0,0,0,0,0,0,0,0,11,16
"3462, VIC",0,0,0,0,0,0,0,0,0,0
"3463, VIC",0,0,0,0,0,0,0,0,3,3
"3464, VIC",0,0,0,0,0,0,0,0,0,0
"3465, VIC",0,0,0,0,0,0,0,0,0,0
"3467, VIC",0,0,0,0,0,0,0,0,0,0
"3468, VIC",0,0,0,0,0,0,0,0,0,0
"3469, VIC",0,0,0,0,0,0,0,0,0,0
"3472, VIC",0,0,0,0,0,0,0,0,0,0
"3475, VIC",0,0,0,0,0,0,0,0,0,0
"3477, VIC",0,0,0,0,0,0,0,0,0,0
"3478, VIC",0,0,0,0,0,0,0,0,0,0
"3480, VIC",0,0,0,0,0,0,0,0,3,3
"3482, VIC",0,0,0,0,0,0,0,0,0,0
"3483, VIC",0,0,0,0,0,0,0,0,0,0
"3485, VIC",0,0,0,0,0,0,0,0,0,0
"3487, VIC",0,0,0,0,0,0,0,0,0,0
