postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total
"2898, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3000, VIC",0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,5,32
"3002, VIC",0,0,0,0,3,5,6,8,11,10,8,11,10,19,22,14,34,12,15,30,36,3,29,3,73,360
"3003, VIC",0,8,0,6,3,11,5,10,3,14,23,17,13,37,20,26,25,14,12,12,16,3,37,3,84,392
"3004, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"3005, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3006, VIC",0,4,0,3,0,4,7,4,8,10,7,0,10,13,6,12,7,5,4,5,9,0,22,5,48,203
"3008, VIC",0,18,0,0,0,0,0,0,7,7,3,0,10,10,5,8,6,3,6,7,5,0,13,3,33,141
"3010, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3011, VIC",0,27,10,23,20,25,17,42,40,67,53,54,53,103,103,61,49,27,30,28,21,0,78,15,154,1096
"3012, VIC",4,17,5,15,15,21,30,42,61,92,94,97,99,194,137,83,80,33,22,34,10,0,99,15,180,1479
"3013, VIC",0,5,6,5,13,12,13,12,18,32,26,21,20,75,73,52,61,24,34,33,13,0,50,9,98,711
"3015, VIC",0,11,3,7,10,9,14,24,37,40,45,60,70,162,129,110,143,55,55,55,52,3,90,16,137,1347
"3016, VIC",0,11,6,18,8,30,25,21,38,55,56,46,59,121,92,75,99,46,55,61,45,7,86,15,158,1223
"3018, VIC",0,0,0,9,11,23,20,20,32,46,44,38,28,91,65,52,47,19,18,26,16,0,40,17,100,769
"3019, VIC",4,6,3,14,8,15,24,37,43,48,63,52,45,77,54,39,14,11,8,9,0,0,42,14,68,690
"3020, VIC",3,15,8,25,14,29,36,58,80,93,91,51,69,117,92,32,30,6,7,5,8,0,80,9,120,1080
"3021, VIC",0,12,4,24,12,30,23,41,58,79,63,29,31,49,31,18,12,0,0,0,0,0,42,14,110,684
"3022, VIC",0,0,0,7,4,0,0,4,0,9,10,8,0,16,5,4,0,0,0,0,0,0,3,0,6,77
"3023, VIC",0,20,4,11,13,27,35,59,68,106,100,98,81,159,94,45,40,16,9,10,3,0,76,32,184,1287
"3024, VIC",0,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,0,0,0,0,0,0,4,0,9,31
"3025, VIC",0,9,3,6,12,18,13,23,25,34,30,37,31,68,60,40,23,11,13,10,5,0,32,9,95,620
"3026, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3027, VIC",0,5,0,3,0,5,6,0,14,14,11,16,9,30,22,11,8,0,4,0,5,0,9,0,25,201
"3028, VIC",5,5,0,7,8,9,14,7,21,31,29,29,35,62,34,17,17,8,8,0,7,0,36,10,53,456
"3029, VIC",0,9,0,9,9,12,14,23,50,56,56,49,51,84,54,14,12,5,14,7,0,0,42,8,124,707
"3030, VIC",0,27,9,25,17,51,44,74,91,139,140,123,106,216,127,85,53,33,26,25,8,0,118,25,279,1843
"3031, VIC",3,24,11,31,36,57,48,61,83,84,94,97,101,232,163,131,126,62,62,77,54,8,152,17,219,2031
"3032, VIC",4,41,22,20,27,43,43,84,89,158,159,154,129,313,191,155,170,81,83,73,60,5,156,35,266,2568
"3033, VIC",0,0,5,10,11,17,17,31,27,31,36,32,32,65,46,29,28,9,11,4,6,0,44,5,63,562
"3034, VIC",0,6,9,11,5,26,16,36,31,36,39,28,40,55,39,29,23,15,12,13,4,3,43,13,63,615
"3036, VIC",0,3,0,0,7,3,0,5,9,3,0,4,9,11,0,4,0,0,0,7,0,0,0,7,14,81
"3037, VIC",5,8,4,24,17,23,36,58,76,108,94,76,88,148,68,41,22,0,10,3,6,0,82,14,128,1129
"3038, VIC",4,0,0,0,3,14,4,18,11,14,19,25,12,35,27,10,8,9,4,0,5,0,19,5,35,288
"3039, VIC",0,0,4,0,11,6,9,17,24,22,30,23,31,74,41,36,44,20,21,20,12,0,40,6,68,557
"3040, VIC",0,20,9,17,26,39,43,61,68,108,107,84,84,139,88,77,91,28,48,31,28,4,99,27,225,1544
"3041, VIC",0,5,0,3,4,13,8,14,16,40,22,25,30,64,36,28,22,10,14,19,13,0,33,10,75,490
"3042, VIC",0,0,0,5,8,13,17,19,37,52,53,51,44,92,81,54,41,14,14,23,14,0,55,15,139,851
"3043, VIC",0,0,4,3,0,5,9,11,17,18,19,21,11,36,25,21,6,6,0,0,0,0,15,10,73,311
"3044, VIC",3,22,11,14,11,47,43,53,89,130,140,133,122,259,159,104,88,39,36,14,15,0,114,27,277,1934
"3045, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3046, VIC",0,29,10,15,38,60,63,101,119,159,184,172,168,294,155,96,81,15,21,18,7,0,118,38,297,2265
"3047, VIC",0,10,4,6,11,19,19,29,34,34,39,26,20,20,11,6,4,0,0,0,0,0,36,7,72,415
"3048, VIC",0,0,0,7,4,8,13,9,7,27,7,10,0,9,4,0,3,0,0,0,0,0,14,0,28,157
"3049, VIC",0,6,0,9,4,12,5,11,19,19,18,17,21,26,25,7,13,0,0,0,3,0,13,11,56,281
"3050, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3051, VIC",0,16,10,18,24,27,24,26,49,51,49,44,55,105,74,65,78,34,59,31,42,7,109,23,205,1220
"3052, VIC",0,10,5,8,4,13,11,15,16,26,19,21,21,43,28,23,39,21,24,37,29,8,75,11,70,584
"3053, VIC",8,20,4,11,9,16,25,25,38,39,27,33,43,76,38,39,58,35,18,35,37,6,89,9,150,898
"3054, VIC",0,3,6,3,5,12,17,19,14,32,20,33,20,52,45,25,52,40,30,34,29,11,66,7,83,676
"3055, VIC",4,7,5,19,9,10,18,28,37,50,51,51,34,93,62,35,36,12,13,11,3,0,60,4,113,768
"3056, VIC",5,16,15,28,18,32,41,49,42,73,86,86,76,177,136,84,92,40,35,46,36,7,146,20,229,1596
"3057, VIC",0,3,3,7,7,21,18,28,36,51,53,51,53,116,96,69,73,37,39,34,29,4,97,14,113,1061
"3058, VIC",6,23,15,49,37,57,60,66,90,129,121,100,128,269,150,105,78,34,32,36,7,0,127,28,266,2004
"3059, VIC",0,3,0,0,0,3,0,8,7,8,4,12,8,16,4,0,6,0,0,0,0,0,6,0,27,114
"3060, VIC",0,6,0,0,6,13,12,20,20,27,26,16,21,39,20,14,5,4,0,4,0,0,18,8,57,326
"3061, VIC",0,0,0,0,0,3,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,43
"3062, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3063, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3064, VIC",7,9,8,11,14,41,48,87,81,121,104,51,68,88,46,21,12,10,4,0,4,0,57,12,153,1070
"3065, VIC",4,11,8,3,9,18,14,20,22,38,31,23,31,81,64,36,79,35,36,36,48,7,90,12,186,940
"3066, VIC",3,3,4,5,11,13,3,8,11,11,11,10,13,27,32,24,29,13,18,13,10,0,43,4,53,364
"3067, VIC",0,7,3,10,8,14,8,9,8,18,25,10,22,42,28,31,38,19,17,24,24,0,39,12,67,490
"3068, VIC",3,14,12,23,19,44,35,43,47,62,49,46,68,127,67,91,117,55,65,78,83,9,145,21,192,1514
"3070, VIC",0,16,4,27,36,48,41,48,65,77,84,88,64,148,100,80,84,37,43,26,26,0,103,20,179,1440
"3071, VIC",0,8,7,20,20,26,38,37,46,68,62,52,68,113,70,50,41,20,23,15,11,0,60,13,131,978
"3072, VIC",4,11,5,17,21,34,37,35,69,87,76,70,79,172,96,73,42,27,20,11,9,0,86,31,179,1292
"3073, VIC",0,24,0,35,16,50,60,85,104,158,203,161,149,237,141,64,47,9,17,7,4,0,103,32,251,1966
"3074, VIC",0,0,0,3,4,4,15,8,17,24,25,13,5,34,6,8,0,0,0,0,0,0,13,3,33,225
"3075, VIC",0,5,0,0,3,10,4,11,21,18,16,11,13,25,13,12,3,4,0,0,0,0,9,0,26,199
"3076, VIC",0,8,3,17,16,33,29,54,63,99,84,64,66,79,52,19,12,3,13,10,5,0,49,15,135,910
"3078, VIC",0,11,3,9,11,14,20,21,24,38,42,35,22,71,49,37,31,21,21,21,20,3,46,13,85,658
"3079, VIC",4,13,4,4,3,8,8,13,17,32,31,37,43,65,40,37,42,18,15,27,13,3,41,10,84,613
"3081, VIC",0,10,10,18,12,28,15,30,28,48,31,32,21,60,49,15,24,7,4,6,3,0,38,7,94,595
"3082, VIC",0,0,3,7,4,14,9,22,35,32,37,30,34,46,37,29,17,3,5,4,5,0,24,4,42,443
"3083, VIC",10,43,8,20,7,45,44,54,79,94,84,63,55,107,76,29,31,12,11,11,0,0,79,14,150,1131
"3084, VIC",0,8,0,4,7,14,16,21,17,31,32,35,32,81,65,40,36,11,11,13,12,0,42,9,76,630
"3085, VIC",0,3,0,0,0,13,10,15,21,21,14,13,13,49,17,20,10,3,12,14,6,0,18,5,36,316
"3086, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3087, VIC",0,0,0,0,0,0,0,0,9,3,4,6,6,5,10,3,5,0,0,0,0,0,6,5,10,72
"3088, VIC",0,4,0,6,11,33,17,27,24,42,36,33,36,68,38,25,6,11,9,3,5,0,25,18,60,545
"3089, VIC",0,0,0,0,0,0,7,0,3,3,4,10,3,9,4,13,6,0,0,0,0,0,12,0,14,105
"3090, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
"3091, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3093, VIC",0,0,0,0,0,0,6,7,4,9,13,8,5,9,12,9,5,0,0,0,0,0,7,4,23,123
"3094, VIC",0,0,0,0,0,3,0,5,0,10,10,14,3,13,13,9,6,3,0,0,0,0,7,0,17,113
"3095, VIC",0,0,4,11,0,5,9,10,16,21,12,18,10,32,11,6,13,7,5,4,0,0,17,0,37,248
"3096, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3097, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3099, VIC",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3101, VIC",4,22,11,18,21,29,27,39,41,85,73,56,57,126,87,64,74,55,53,48,67,6,123,21,246,1454
"3102, VIC",0,0,0,0,0,0,5,11,4,10,13,6,11,29,13,10,19,15,8,4,4,0,16,3,20,218
"3103, VIC",0,14,9,9,7,10,16,21,24,25,20,22,26,41,35,23,27,13,13,14,4,4,41,5,61,485
"3104, VIC",0,23,3,3,11,14,13,13,23,28,28,22,15,34,27,28,34,16,20,9,17,4,34,11,66,495
"3105, VIC",0,5,4,7,4,9,13,21,12,16,21,18,16,48,38,18,25,18,12,14,9,4,37,6,46,423
"3106, VIC",0,14,7,11,9,16,15,29,30,42,33,29,46,61,32,34,36,13,23,23,25,0,68,9,63,664
"3107, VIC",5,7,3,5,12,22,11,30,27,44,45,31,30,64,36,35,30,15,13,17,9,0,44,14,78,615
"3108, VIC",12,32,7,20,14,36,34,47,57,42,58,57,52,91,51,41,45,14,16,10,14,0,81,23,90,941
"3109, VIC",6,54,16,24,28,47,35,73,62,81,83,70,69,146,81,65,67,40,28,28,16,0,106,21,131,1380
"3111, VIC",0,0,3,3,0,3,8,3,7,4,10,4,0,18,12,7,7,3,0,0,3,0,13,4,47,166
"3113, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
"3114, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3115, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3116, VIC",0,0,0,0,0,0,7,0,3,5,0,4,5,0,6,0,4,0,0,0,0,0,4,0,22,64
"3121, VIC",0,22,13,29,24,47,47,55,63,88,106,101,120,215,153,177,249,120,126,171,186,20,261,39,387,2813
"3122, VIC",0,5,8,5,5,10,3,10,18,21,17,22,18,47,31,18,39,18,13,23,28,4,30,12,62,471
"3123, VIC",5,7,0,5,0,6,8,11,13,25,31,32,12,44,28,29,52,18,23,22,28,4,42,7,67,534
"3124, VIC",0,20,0,4,14,12,11,20,35,29,41,29,20,49,48,36,57,18,28,33,27,5,48,8,98,702
"3125, VIC",3,56,12,14,12,30,21,26,24,36,31,26,23,45,34,26,19,9,9,8,6,0,45,17,72,628
"3126, VIC",0,4,0,0,3,4,4,7,5,9,4,3,7,21,11,10,16,11,16,4,13,0,14,3,25,198
"3127, VIC",0,9,3,3,4,7,9,18,16,31,27,17,21,50,29,16,38,9,20,12,17,0,29,9,75,478
"3128, VIC",5,51,11,16,13,40,24,46,57,58,63,47,50,107,42,32,40,19,16,13,11,0,51,9,138,970
"3129, VIC",4,55,9,22,16,23,16,28,26,45,37,29,31,78,49,29,40,17,17,22,0,0,61,11,117,776
"3130, VIC",0,14,6,8,9,24,20,30,26,46,38,42,31,74,57,34,39,17,14,27,8,0,46,6,94,738
"3131, VIC",0,12,3,13,11,20,20,20,26,39,22,25,22,40,32,24,19,10,4,3,5,0,32,11,53,473
"3132, VIC",0,10,0,8,10,16,7,23,17,33,29,29,34,77,56,33,41,12,23,10,6,0,39,6,57,569
"3133, VIC",0,3,4,0,0,9,4,17,10,22,18,15,11,49,30,17,10,7,7,5,4,0,22,8,20,303
"3134, VIC",0,3,0,9,12,18,17,12,20,24,16,21,25,22,17,13,4,3,0,0,0,0,11,8,68,330
"3135, VIC",0,3,0,0,3,0,7,4,7,16,9,14,5,20,10,0,8,0,0,0,0,0,12,0,19,147
"3136, VIC",0,4,3,7,4,8,16,17,22,47,26,37,43,57,34,16,15,7,0,5,0,0,22,4,68,465
"3137, VIC",0,0,0,0,0,7,0,3,5,12,5,3,6,18,10,0,0,0,0,0,0,0,7,5,16,121
"3138, VIC",0,0,0,3,0,7,13,7,9,11,11,10,10,23,10,0,0,0,0,0,0,0,8,0,33,154
"3139, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3140, VIC",0,0,0,0,6,12,13,20,14,25,25,15,10,19,10,7,3,0,0,0,0,0,14,8,38,236
"3141, VIC",5,14,7,8,6,13,28,24,32,34,38,37,43,111,58,50,124,32,57,60,92,20,108,18,240,1248
"3142, VIC",10,11,7,3,13,19,14,22,35,39,39,31,35,85,36,30,109,30,46,55,85,8,90,24,196,1062
"3143, VIC",3,5,7,3,12,4,16,12,16,16,15,17,14,31,19,14,34,12,13,19,16,0,31,6,64,384
"3144, VIC",0,15,0,0,0,11,11,14,14,18,27,13,17,36,15,20,40,24,28,31,26,3,42,8,66,498
"3145, VIC",4,32,7,11,14,16,27,30,31,45,38,43,38,86,42,49,54,25,26,30,20,0,51,13,80,795
"3146, VIC",0,15,9,8,8,22,16,25,24,37,36,32,39,91,34,27,43,21,29,33,29,0,43,17,113,762
"3147, VIC",3,10,4,0,4,12,9,7,15,10,8,13,12,29,28,18,18,15,28,13,13,0,30,4,46,342
"3148, VIC",0,24,4,7,7,10,9,14,23,37,31,24,27,75,41,30,33,10,13,11,4,0,31,10,74,543
"3149, VIC",0,13,0,9,11,8,5,12,16,17,15,16,19,52,37,21,24,10,12,13,7,0,36,3,80,438
"3150, VIC",0,30,11,7,7,24,13,19,29,42,39,31,18,57,49,31,36,17,17,13,11,0,56,10,84,647
"3151, VIC",0,16,4,3,6,6,8,9,4,9,16,10,9,17,11,7,6,10,3,3,7,0,19,0,17,192
"3152, VIC",0,12,0,9,3,14,10,35,42,42,44,34,37,83,61,21,22,18,11,5,0,0,47,0,66,623
"3153, VIC",0,5,0,9,9,15,14,14,24,38,41,17,24,38,19,5,13,0,3,4,0,0,15,4,42,345
"3154, VIC",0,0,0,0,4,0,4,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"3155, VIC",0,3,0,8,5,22,20,37,33,50,48,42,37,73,40,14,6,3,6,5,0,0,35,9,68,548
"3156, VIC",0,3,3,0,16,14,5,15,13,20,26,14,13,41,18,17,8,3,0,0,0,0,11,6,37,283
"3158, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
"3159, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3160, VIC",0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36
"3161, VIC",3,15,5,9,20,17,24,27,30,34,54,38,39,79,58,31,71,25,26,18,28,4,64,19,121,860
"3162, VIC",0,8,9,6,11,26,19,41,20,45,51,43,41,88,62,53,50,30,36,45,30,0,68,27,103,909
"3163, VIC",0,36,12,20,9,35,28,34,34,67,58,44,58,130,99,68,90,39,31,48,28,7,81,8,123,1191
"3165, VIC",0,8,0,5,3,4,10,14,20,29,32,25,42,67,58,46,53,37,39,31,19,0,49,6,138,731
"3166, VIC",0,33,11,17,9,24,26,18,42,57,45,43,37,82,59,41,36,20,10,10,6,0,57,12,125,811
"3167, VIC",0,0,0,5,0,3,4,3,8,10,8,3,3,13,7,9,3,4,0,4,0,0,5,0,14,112
"3168, VIC",22,196,37,29,27,38,64,59,72,91,89,76,59,134,87,43,41,9,9,9,5,4,81,21,141,1429
"3169, VIC",0,18,3,11,7,13,13,21,31,51,44,38,46,61,38,28,28,7,9,4,0,0,44,13,41,572
"3170, VIC",0,13,8,11,12,15,13,31,29,49,50,64,50,115,69,56,37,23,12,8,8,0,59,7,79,824
"3171, VIC",0,6,7,9,11,9,14,20,23,40,19,41,28,39,30,12,3,0,5,0,4,0,20,5,38,388
"3172, VIC",0,6,0,0,0,4,5,3,11,12,10,9,10,24,4,5,8,5,0,0,0,0,10,6,25,166
"3173, VIC",0,3,0,3,0,7,0,13,16,30,26,20,22,54,30,15,9,0,6,0,0,0,25,7,63,356
"3174, VIC",0,3,0,7,6,11,9,44,48,51,41,44,34,57,25,12,10,5,5,0,0,0,26,3,76,524
"3175, VIC",4,16,16,26,24,51,38,70,94,110,129,80,89,140,71,31,8,15,4,5,3,0,83,23,211,1329
"3177, VIC",0,0,0,0,0,4,0,5,9,10,5,0,0,0,3,0,0,0,0,0,0,0,5,0,8,59
"3178, VIC",0,4,0,3,0,7,5,15,17,21,21,19,19,28,11,4,8,0,0,0,0,0,13,3,37,245
"3179, VIC",0,0,0,0,0,0,0,0,3,4,0,6,0,3,4,0,0,0,0,0,0,0,4,0,8,30
"3180, VIC",0,0,0,0,9,6,3,5,11,11,10,23,17,28,7,3,6,8,0,0,0,0,14,0,13,181
"3181, VIC",3,8,5,7,4,16,12,31,28,48,33,24,33,75,47,28,70,35,55,42,62,8,90,17,150,946
"3182, VIC",0,5,3,16,9,25,14,25,24,24,28,31,25,57,35,35,63,29,29,33,41,3,78,14,158,800
"3183, VIC",0,7,0,3,3,9,6,17,11,45,27,25,22,62,47,30,34,25,32,22,19,3,45,9,83,573
"3184, VIC",3,0,6,7,3,6,3,4,6,14,18,16,15,26,23,26,55,21,21,26,44,5,46,4,85,470
"3185, VIC",0,0,0,5,9,6,7,7,12,29,28,15,26,49,34,21,44,13,8,8,19,0,33,7,49,427
"3186, VIC",0,17,3,10,15,35,29,39,39,49,58,45,47,124,50,37,88,31,44,44,66,11,91,25,183,1195
"3187, VIC",3,15,5,10,19,40,37,40,26,50,34,30,28,64,44,34,64,24,48,43,42,3,63,27,109,906
"3188, VIC",3,4,0,3,9,18,14,14,28,23,35,20,15,59,38,43,46,19,33,26,29,0,54,14,100,654
"3189, VIC",0,0,0,0,3,3,0,0,5,3,9,5,0,12,4,3,4,5,0,3,0,0,8,0,14,83
"3190, VIC",0,3,5,11,14,26,11,17,14,28,15,18,22,43,50,22,32,15,9,14,8,0,27,12,85,487
"3191, VIC",0,5,0,3,0,12,8,3,7,12,27,19,13,28,31,22,45,16,19,14,27,0,48,8,49,427
"3192, VIC",0,10,6,8,12,20,14,27,32,42,49,31,31,107,78,39,29,25,13,22,3,0,45,15,105,769
"3193, VIC",0,3,5,4,4,14,24,35,28,52,44,29,29,72,58,32,71,30,46,49,42,4,60,23,103,869
"3194, VIC",0,7,3,6,11,29,23,34,30,44,32,37,35,84,55,46,40,23,27,17,18,0,56,6,71,730
"3195, VIC",3,14,6,10,10,30,34,36,42,70,74,79,74,155,134,96,103,42,50,46,33,4,110,18,151,1429
"3196, VIC",0,14,0,18,14,32,31,43,52,72,72,39,53,119,82,65,51,30,29,23,6,4,82,15,149,1100
"3197, VIC",3,11,6,6,5,34,31,50,48,54,69,57,43,106,73,50,41,19,18,20,15,0,75,15,162,1022
"3198, VIC",4,3,0,6,4,22,23,22,30,46,34,22,30,49,32,8,13,0,6,0,0,0,27,6,81,479
"3199, VIC",4,10,8,17,35,59,57,54,56,59,73,50,48,61,45,21,21,4,3,4,0,0,47,16,172,930
"3200, VIC",0,0,0,5,0,0,5,10,6,3,6,5,0,3,0,0,0,0,0,0,0,0,0,5,3,52
"3201, VIC",0,6,0,9,7,14,23,22,28,39,40,23,17,41,25,0,6,3,0,3,0,0,14,3,44,375
"3202, VIC",0,6,0,0,0,0,0,0,4,0,3,3,3,9,5,3,6,0,0,0,0,0,6,0,4,57
"3204, VIC",0,26,6,8,13,26,25,37,31,42,54,45,54,117,86,59,96,49,41,54,34,3,85,18,143,1158
"3205, VIC",4,11,10,30,36,44,15,28,40,58,33,35,33,79,64,45,83,32,54,50,98,6,104,23,184,1187
"3206, VIC",0,12,7,4,5,16,9,22,24,25,35,29,25,67,46,38,113,36,54,66,124,13,96,15,120,994
"3207, VIC",3,12,10,37,52,104,40,63,73,74,69,66,51,155,89,74,148,77,99,99,132,15,155,58,276,2030
"3211, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3212, VIC",0,5,0,0,0,0,0,3,4,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,20
"3213, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3214, VIC",0,0,0,9,9,15,8,10,7,3,8,0,3,5,6,0,0,0,0,0,0,0,4,0,16,98
"3215, VIC",0,0,4,10,13,16,14,11,7,16,8,9,14,19,7,11,4,4,0,4,0,0,18,7,57,251
"3216, VIC",0,7,7,10,10,12,23,33,22,28,24,16,18,32,15,4,7,0,4,4,0,0,23,4,63,372
"3217, VIC",0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10
"3218, VIC",0,0,0,8,11,10,8,9,8,8,5,15,18,13,4,4,9,0,0,0,0,0,10,8,40,194
"3219, VIC",0,0,0,7,5,13,5,12,10,9,3,7,9,5,3,0,3,0,0,0,0,0,6,7,18,124
"3220, VIC",0,7,3,5,10,27,16,23,31,49,37,40,29,70,40,28,23,11,16,12,7,0,51,3,130,661
"3221, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3222, VIC",0,0,0,0,0,4,0,4,7,5,0,6,3,0,0,0,0,0,0,0,0,0,4,0,7,36
"3223, VIC",0,0,0,6,4,4,8,10,0,8,6,3,0,6,0,3,0,0,0,0,0,0,4,0,79,144
"3224, VIC",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"3225, VIC",0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,85
"3226, VIC",3,3,3,4,0,11,13,17,5,18,17,11,8,27,8,7,12,3,4,4,5,0,10,3,205,409
"3227, VIC",0,0,0,0,0,0,0,4,5,0,0,5,0,8,0,0,3,0,0,0,0,0,0,0,66,111
"3228, VIC",0,7,0,6,4,15,6,26,15,30,23,14,15,49,23,15,16,9,3,4,0,0,16,9,317,620
"3230, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31
"3231, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3232, VIC",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,78
"3233, VIC",0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,92,120
"3234, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3235, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3236, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3237, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3238, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3239, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3240, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3241, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3242, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3243, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3249, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3250, VIC",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15
"3251, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3254, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3260, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
"3264, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
