postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total
"2062, NSW",0,3,0,0,3,6,9,11,12,13,20,10,9,22,20,16,31,17,16,29,38,0,30,6,38,348
"2063, NSW",0,0,4,5,0,7,9,4,3,4,0,4,5,8,5,7,6,3,3,4,3,0,11,0,16,119
"2064, NSW",0,7,3,3,4,3,3,6,11,11,15,11,21,39,16,26,28,18,19,13,13,0,20,0,30,319
"2065, NSW",0,8,5,13,4,28,15,16,28,57,56,40,49,117,63,70,123,56,62,72,78,5,76,12,138,1183
"2066, NSW",0,6,4,15,33,31,10,29,20,20,29,14,19,61,32,28,62,30,27,34,40,5,35,20,62,668
"2067, NSW",0,6,0,4,6,6,4,9,6,14,15,8,4,24,15,9,24,6,4,8,9,0,15,3,20,223
"2068, NSW",0,0,0,6,6,0,8,5,4,14,7,9,6,21,12,4,25,5,22,13,27,0,22,0,31,256
"2069, NSW",0,0,0,0,0,4,0,5,3,6,5,4,4,12,9,3,3,9,0,3,7,0,8,0,6,84
"2070, NSW",0,3,0,0,3,0,0,5,4,0,5,3,3,3,5,5,5,0,0,0,0,0,7,0,29,87
"2071, NSW",0,0,0,0,0,0,0,0,0,6,0,5,3,6,0,7,0,0,0,0,0,0,3,0,4,39
"2072, NSW",0,3,0,0,0,0,3,4,7,4,3,4,5,9,8,9,4,3,3,4,0,0,9,0,7,98
"2073, NSW",0,0,3,0,0,3,0,3,4,4,0,8,6,3,3,5,13,3,4,5,8,0,11,0,11,95
"2074, NSW",0,3,4,3,3,3,3,18,10,16,14,13,13,21,8,17,17,6,14,7,7,0,20,4,22,249
"2075, NSW",0,6,0,9,10,32,32,33,35,46,39,29,20,54,27,16,38,15,14,15,16,0,29,21,45,587
"2076, NSW",0,3,4,15,16,42,36,27,38,42,25,25,30,43,33,23,31,9,15,8,9,0,40,12,59,591
"2077, NSW",0,12,6,15,22,37,29,39,36,52,37,42,32,86,57,42,31,9,17,10,6,0,31,13,99,783
"2079, NSW",0,0,0,0,0,0,0,0,3,3,6,4,12,7,3,9,8,0,3,3,0,0,5,0,4,76
"2080, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2081, NSW",0,0,0,0,0,0,0,5,0,6,3,4,5,12,7,0,5,0,0,3,6,0,9,0,4,79
"2082, NSW",0,0,0,0,0,0,0,4,0,3,4,0,0,12,8,7,3,0,0,0,3,0,0,0,7,50
"2083, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2084, NSW",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,23
"2085, NSW",0,3,0,3,3,20,9,31,19,21,25,15,6,22,13,12,17,8,12,0,4,0,17,10,72,350
"2086, NSW",0,0,0,4,3,4,0,8,5,11,10,9,3,15,8,10,8,6,7,10,4,0,13,5,14,154
"2087, NSW",0,0,0,6,18,21,8,15,8,6,10,3,12,17,17,6,10,3,8,0,3,0,5,10,20,212
"2088, NSW",0,3,8,7,3,7,6,20,16,27,19,27,26,57,41,24,64,26,47,54,75,10,65,10,114,743
"2089, NSW",5,5,5,0,3,3,8,0,9,14,10,9,14,44,14,13,45,15,20,19,51,0,32,7,59,386
"2090, NSW",3,5,6,4,6,11,9,9,14,19,19,16,23,49,18,23,51,23,29,35,46,3,46,5,66,533
"2092, NSW",0,0,0,3,6,8,0,5,4,8,10,4,7,10,8,11,15,6,10,13,10,3,21,3,24,193
"2093, NSW",0,7,4,11,10,21,23,24,22,43,30,35,40,73,53,35,59,36,38,26,56,5,65,13,108,841
"2094, NSW",0,3,5,5,3,11,7,15,21,9,12,14,14,28,25,18,33,13,17,25,18,0,32,6,46,376
"2095, NSW",0,3,0,0,0,9,7,4,16,20,18,9,16,40,14,15,36,18,23,21,37,6,42,3,71,436
"2096, NSW",0,3,0,0,3,0,0,4,13,14,6,10,10,18,21,13,16,6,9,11,8,0,18,4,49,231
"2097, NSW",0,4,0,0,6,6,3,5,4,7,9,5,4,16,9,5,4,12,3,3,4,0,25,0,29,180
"2099, NSW",0,12,8,33,67,59,38,38,40,36,33,34,32,71,44,30,30,17,14,15,8,0,48,20,105,818
"2100, NSW",0,0,0,7,9,30,19,27,19,22,22,23,30,40,27,28,23,15,11,13,9,0,32,12,43,474
"2101, NSW",0,0,5,0,3,11,10,19,18,17,16,9,7,22,14,15,17,3,11,3,4,0,19,11,20,256
"2102, NSW",0,3,0,6,7,18,21,19,33,39,47,29,42,85,65,30,31,18,18,16,6,0,51,11,60,644
"2103, NSW",5,4,3,5,5,28,17,34,22,55,19,31,23,60,35,30,30,13,22,13,16,0,34,14,81,605
"2104, NSW",0,4,4,12,21,90,50,48,31,32,13,4,7,7,4,4,6,5,4,3,0,0,8,26,89,483
"2105, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
"2106, NSW",0,6,0,7,3,10,0,17,11,15,11,5,13,20,11,3,12,5,7,6,0,0,15,4,37,222
"2107, NSW",0,0,0,0,0,3,0,0,3,7,3,4,0,3,3,0,0,0,0,3,0,0,4,0,8,56
"2108, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
"2109, NSW",0,0,0,6,5,15,10,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,80
"2110, NSW",0,6,0,5,0,8,6,8,13,11,11,15,11,35,20,19,35,12,9,14,9,0,24,4,40,321
"2111, NSW",0,10,0,9,3,15,12,22,11,39,29,25,30,59,39,37,43,26,25,29,26,0,40,11,51,596
"2112, NSW",4,15,4,10,30,47,24,35,29,30,31,37,35,85,40,29,48,21,27,15,9,0,59,18,86,768
"2113, NSW",6,12,4,11,20,38,32,34,34,55,48,46,32,80,63,40,75,19,24,30,17,7,55,9,92,870
"2114, NSW",0,3,0,11,6,21,4,8,13,21,17,8,6,24,12,11,10,0,9,5,6,0,18,5,26,240
"2115, NSW",4,4,3,8,12,14,15,19,22,33,39,41,41,65,64,38,26,17,16,13,10,4,71,3,66,645
"2116, NSW",0,15,7,19,28,28,18,42,38,65,42,47,43,85,67,36,26,13,18,13,3,0,48,11,52,762
"2117, NSW",11,36,8,57,58,83,57,88,115,144,161,139,139,230,164,102,107,39,35,31,18,4,147,29,199,2186
"2118, NSW",3,18,9,20,11,18,26,40,43,70,55,46,69,126,94,40,60,25,19,18,8,0,93,10,76,1023
"2119, NSW",0,0,0,4,0,4,5,10,4,0,7,5,9,6,11,9,3,4,4,3,5,0,9,0,13,95
"2120, NSW",0,8,0,5,10,21,22,24,32,33,27,22,29,83,55,43,48,8,12,20,10,0,42,7,28,590
"2121, NSW",0,15,10,7,9,31,23,25,28,43,49,45,49,115,62,46,42,30,34,14,13,8,63,6,59,823
"2122, NSW",4,51,27,78,71,115,78,103,102,146,166,147,155,329,198,144,149,48,48,34,22,0,140,50,241,2647
"2123, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2125, NSW",0,3,4,9,7,29,15,14,12,18,9,15,8,42,14,29,20,9,14,4,4,0,19,8,54,355
"2126, NSW",4,6,9,8,10,30,23,41,33,45,46,43,44,105,77,50,46,24,26,24,7,0,52,6,48,810
"2127, NSW",0,4,0,6,0,5,7,19,19,24,27,22,16,50,36,36,26,26,27,15,19,0,26,0,29,444
"2128, NSW",0,4,0,0,0,7,4,3,7,8,14,9,8,24,17,7,5,0,0,0,0,0,14,0,20,158
"2129, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2130, NSW",0,0,0,4,3,9,9,10,9,16,6,16,5,23,12,11,14,8,6,10,16,0,10,0,35,236
"2131, NSW",0,13,0,3,5,8,8,15,14,24,23,19,21,49,22,23,15,18,4,0,3,0,24,7,47,377
"2132, NSW",0,5,4,6,4,9,5,14,6,19,12,8,13,22,14,10,20,8,8,13,12,0,17,0,17,239
"2133, NSW",0,18,6,18,24,29,25,41,29,58,52,42,40,91,74,35,42,25,23,24,26,6,69,21,67,872
"2134, NSW",0,8,4,6,7,16,12,11,11,26,32,20,19,27,22,19,15,13,13,11,9,0,35,9,25,371
"2135, NSW",0,0,5,3,8,8,13,16,17,24,12,8,16,29,21,16,25,5,6,9,10,0,23,3,54,341
"2136, NSW",4,4,0,10,27,23,12,26,14,25,22,24,24,49,44,23,12,12,9,6,4,3,31,9,20,437
"2137, NSW",5,4,4,10,19,20,6,21,25,45,38,29,25,75,48,42,47,21,23,34,22,5,60,15,84,749
"2138, NSW",0,4,5,7,9,19,10,17,12,28,17,25,22,54,29,25,40,22,15,15,13,0,37,4,42,453
"2139, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2140, NSW",0,0,0,3,3,10,6,16,9,17,15,10,17,26,19,11,14,7,7,3,6,0,17,3,17,237
"2141, NSW",3,22,11,23,25,48,50,73,70,97,100,98,82,153,100,73,56,25,33,29,18,8,117,16,81,1408
"2142, NSW",0,22,11,17,27,36,35,46,43,43,64,41,38,85,58,29,26,10,15,4,5,0,57,14,69,809
"2143, NSW",0,4,0,5,7,3,10,12,12,12,11,10,11,11,7,9,7,3,0,0,0,0,9,3,16,171
"2144, NSW",8,27,11,21,33,43,40,69,58,75,58,57,41,78,44,30,22,15,9,3,3,0,88,16,81,919
"2145, NSW",3,43,19,56,92,148,84,140,153,217,195,228,196,417,300,180,126,85,51,49,36,8,217,58,299,3403
"2146, NSW",0,13,6,12,23,44,28,33,42,45,51,57,52,123,71,47,38,11,18,4,6,0,45,17,84,876
"2147, NSW",4,11,7,54,65,61,27,43,18,52,42,28,34,69,49,32,20,10,4,3,3,0,31,28,98,788
"2148, NSW",4,32,8,45,64,68,62,98,124,169,190,171,168,302,165,91,47,18,19,14,6,0,132,36,164,2201
"2150, NSW",0,11,5,19,27,20,17,34,25,39,37,34,27,80,30,26,14,9,8,10,8,0,33,9,39,556
"2151, NSW",0,18,8,15,30,41,27,27,40,52,52,51,44,115,71,51,42,22,26,13,12,0,46,8,107,903
"2152, NSW",7,4,0,8,8,16,26,21,27,34,30,36,40,82,46,38,34,19,7,7,7,0,27,4,47,583
"2153, NSW",0,29,19,14,28,49,45,80,85,136,129,111,119,287,195,124,157,48,67,44,29,4,127,17,147,2083
"2154, NSW",0,24,10,15,24,62,27,43,55,75,72,66,74,166,90,74,70,36,33,26,13,0,75,20,120,1272
"2155, NSW",3,12,8,5,12,19,16,44,44,65,92,82,79,233,177,131,102,65,63,63,36,8,139,14,81,1591
"2156, NSW",0,0,0,0,0,3,0,8,7,18,4,8,9,16,8,7,10,3,3,5,0,0,10,7,12,144
"2157, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2158, NSW",0,5,0,7,0,5,8,9,3,14,21,14,4,15,15,12,11,9,4,0,0,0,19,3,17,185
"2159, NSW",0,0,0,0,3,3,0,9,0,3,6,4,0,5,0,0,0,0,0,0,0,0,0,0,3,40
"2160, NSW",7,19,12,24,37,77,56,77,74,97,85,86,76,139,93,52,33,18,21,19,9,3,109,37,134,1388
"2161, NSW",3,26,10,46,70,84,42,93,63,55,61,61,47,94,64,33,19,14,7,4,6,0,70,30,110,1118
"2162, NSW",0,6,5,22,30,38,25,39,40,40,35,30,30,63,31,24,9,8,8,3,4,0,46,9,66,606
"2163, NSW",3,3,4,6,6,9,3,8,10,10,3,0,4,10,7,5,0,0,0,0,0,0,14,6,18,139
"2164, NSW",0,6,5,17,21,27,22,20,23,38,26,28,29,46,24,14,6,0,4,0,0,0,41,6,43,434
"2165, NSW",9,38,17,38,32,79,72,140,139,148,138,90,103,168,89,36,28,13,16,4,4,0,144,29,135,1711
"2166, NSW",11,61,27,113,118,184,150,239,209,217,195,161,130,176,99,59,49,12,5,10,5,0,208,62,185,2686
"2167, NSW",0,7,3,13,19,34,15,26,33,41,35,41,23,59,26,11,9,8,0,0,0,0,25,13,77,528
"2168, NSW",4,8,12,51,37,53,27,54,52,64,68,48,51,81,31,18,13,11,5,0,0,0,57,22,114,877
"2170, NSW",5,52,30,121,178,271,142,239,255,315,271,225,222,382,199,102,74,34,15,18,4,0,240,115,480,3997
"2171, NSW",0,3,0,6,6,16,26,18,37,67,40,42,48,86,52,19,23,5,9,8,10,0,28,4,52,591
"2172, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,0,6,35
"2173, NSW",0,0,0,4,0,0,3,7,9,20,24,24,43,48,41,27,27,10,13,8,3,0,22,3,39,377
"2174, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
"2175, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2176, NSW",0,15,6,14,28,34,27,63,43,48,37,31,35,68,37,15,19,3,3,0,0,0,45,16,31,628
"2177, NSW",5,8,3,20,32,30,18,37,29,42,24,22,7,21,16,15,9,0,0,0,0,0,32,15,34,403
"2178, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2179, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
"2190, NSW",6,30,6,61,69,93,87,130,103,130,121,86,94,124,69,50,30,26,21,18,6,3,141,42,170,1740
"2191, NSW",0,7,3,8,12,9,11,10,22,14,17,19,20,27,19,12,5,6,10,4,0,0,18,3,22,263
"2192, NSW",0,5,0,14,23,18,12,22,19,26,12,14,16,28,14,11,7,0,0,0,3,0,24,8,28,308
"2193, NSW",0,0,0,8,5,10,7,17,11,12,8,19,16,29,23,24,18,12,8,7,7,0,29,7,35,322
"2194, NSW",3,12,3,12,11,26,40,38,53,69,42,45,40,74,50,39,14,10,12,6,7,0,61,6,50,722
"2195, NSW",0,0,7,7,9,9,14,15,26,24,34,17,13,19,16,10,9,5,3,3,0,0,14,7,16,282
"2196, NSW",3,18,8,48,51,88,55,95,95,123,84,63,64,113,79,39,38,29,15,10,4,3,124,33,124,1413
"2197, NSW",0,12,0,12,19,21,15,25,24,33,24,23,23,44,22,8,12,7,3,5,0,0,45,6,32,413
"2198, NSW",0,5,4,5,0,9,11,15,14,26,13,12,17,37,17,8,8,4,3,4,0,0,15,7,32,269
"2199, NSW",0,9,0,23,13,23,29,37,50,63,49,33,47,75,43,20,25,9,13,5,0,0,54,15,93,726
"2200, NSW",9,34,15,45,60,80,93,114,116,118,133,116,105,161,113,72,58,25,19,22,10,0,130,24,217,1889
"2203, NSW",0,0,0,7,0,5,4,6,10,12,4,8,5,23,7,17,13,11,8,6,10,0,16,0,27,202
"2204, NSW",0,12,0,4,4,16,8,14,5,18,24,23,18,43,44,28,31,20,29,18,26,0,49,9,72,522
"2205, NSW",0,3,0,0,6,4,10,6,10,10,9,6,11,25,18,13,10,0,4,0,4,0,15,0,26,193
"2206, NSW",0,16,0,14,13,27,17,33,23,34,23,24,28,62,36,24,25,11,9,14,12,0,21,16,67,547
"2207, NSW",0,18,8,20,15,45,33,44,36,50,40,37,53,88,61,36,34,14,14,14,5,0,68,17,73,824
"2208, NSW",0,3,0,15,15,18,3,16,5,9,11,7,0,13,16,5,13,8,9,8,0,0,20,5,21,214
"2209, NSW",0,17,8,25,32,53,26,40,33,40,32,36,29,63,28,20,12,7,9,7,5,0,37,22,62,633
"2210, NSW",3,28,12,25,47,68,44,53,59,81,71,48,69,123,74,74,35,14,20,16,8,0,89,34,89,1210
"2211, NSW",4,10,5,18,28,54,35,59,57,68,80,76,78,155,99,73,37,37,23,26,8,0,78,20,128,1253
"2212, NSW",3,15,6,18,41,45,24,57,47,66,72,77,76,174,101,67,50,31,15,25,19,4,90,13,143,1282
"2213, NSW",3,15,5,26,38,54,33,47,54,72,84,77,82,168,119,116,65,45,43,27,12,0,98,20,153,1456
"2214, NSW",0,0,0,3,0,5,0,3,4,0,0,8,4,8,9,9,4,0,0,0,0,0,0,0,3,60
"2216, NSW",0,6,3,6,4,13,13,26,4,17,20,14,13,26,10,15,13,5,7,12,5,0,22,5,38,293
"2217, NSW",4,7,0,7,12,15,20,19,15,21,22,20,22,58,37,17,36,3,16,17,7,0,36,5,54,462
"2218, NSW",0,0,5,6,8,3,6,17,7,13,7,9,11,29,23,5,8,8,3,6,0,0,25,0,14,211
"2219, NSW",3,12,0,10,11,27,22,36,32,44,27,37,34,72,25,37,33,32,12,16,13,0,42,8,61,649
"2220, NSW",0,22,6,18,14,22,15,35,33,40,38,13,25,69,53,30,32,10,10,9,8,0,54,13,52,630
"2221, NSW",0,3,7,4,13,22,21,29,16,29,20,16,22,48,25,17,18,5,6,7,11,0,26,9,43,433
"2222, NSW",4,5,4,3,10,14,16,7,24,19,23,13,12,27,31,21,16,4,11,6,4,0,22,4,24,316
"2223, NSW",3,6,3,8,7,15,14,24,27,46,43,32,40,67,67,50,36,24,16,18,9,7,59,9,50,660
"2224, NSW",0,10,8,25,27,69,46,46,60,74,56,41,37,104,51,41,27,15,10,20,16,0,51,30,100,978
"2225, NSW",0,0,0,0,0,3,4,5,8,0,4,5,10,12,17,4,5,0,4,0,5,0,8,0,3,108
"2226, NSW",0,0,0,10,12,12,9,17,15,24,19,16,16,52,23,23,11,10,7,5,8,0,24,8,42,360
"2227, NSW",6,5,10,3,13,32,29,41,36,57,44,45,43,90,72,47,39,23,16,24,11,0,41,22,80,825
"2228, NSW",0,10,12,24,47,64,33,49,47,60,53,37,40,102,49,39,29,13,13,10,4,0,43,27,101,917
"2229, NSW",0,14,12,36,39,103,75,100,98,122,116,99,74,188,141,92,84,34,38,40,24,5,132,36,185,1892
"2230, NSW",0,4,3,6,12,47,29,50,32,46,45,33,35,82,43,37,48,31,26,29,21,3,55,20,86,816
"2231, NSW",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,11
"2232, NSW",0,11,11,19,31,71,43,53,52,59,61,67,63,122,91,59,74,29,23,14,11,3,87,27,95,1173
"2233, NSW",0,6,0,5,18,29,31,31,28,42,26,17,31,57,32,28,20,6,9,4,3,0,25,6,25,480
"2234, NSW",5,5,6,15,18,36,49,48,49,81,87,68,69,154,116,95,59,32,19,6,5,0,69,8,99,1201
"2250, NSW",5,16,12,62,103,173,96,152,140,128,147,110,108,165,65,39,24,3,8,0,3,0,92,52,276,1971
"2251, NSW",0,8,4,22,26,80,37,51,47,44,25,11,21,23,5,9,7,3,3,3,3,0,21,25,165,638
"2256, NSW",0,6,5,8,28,47,20,34,38,34,26,15,19,15,7,4,8,6,0,0,0,0,11,21,45,399
"2257, NSW",4,9,6,11,23,67,30,57,54,64,34,26,38,50,21,8,7,4,7,8,4,0,33,18,168,740
"2258, NSW",0,0,0,0,3,12,13,16,16,15,16,18,6,20,8,6,0,3,0,6,0,0,4,0,27,188
"2259, NSW",0,3,0,14,26,47,30,48,55,63,44,32,35,47,20,7,5,0,0,6,0,0,21,22,89,622
"2260, NSW",0,6,0,0,4,18,21,19,26,20,21,21,34,42,27,15,11,8,6,0,6,0,38,4,135,499
"2261, NSW",0,17,20,50,91,149,90,116,125,122,103,64,64,101,44,20,29,4,7,6,0,0,81,53,537,1899
"2262, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,23
"2263, NSW",0,5,0,9,16,22,17,20,11,14,5,3,4,9,0,0,0,0,0,0,0,0,14,10,73,236
"2264, NSW",0,0,4,0,0,3,0,0,5,8,3,6,6,3,3,0,3,0,0,0,0,0,0,6,17,73
"2265, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2267, NSW",0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2278, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2280, NSW",0,0,0,19,30,56,32,33,33,35,31,23,10,18,8,9,3,0,0,0,0,0,17,9,80,459
"2281, NSW",0,3,0,0,0,24,8,11,10,8,13,7,8,9,0,4,3,0,0,0,0,0,0,4,24,138
"2282, NSW",0,5,0,5,3,9,7,17,14,11,11,8,7,12,10,8,8,4,0,5,5,0,5,5,26,181
