postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"2798, NSW",259,294,0,97,10,0,4,57,94,828
"2799, NSW",523,486,0,314,25,0,5,126,145,1626
"2800, NSW",4798,5310,13,3532,111,17,29,1002,1435,16234
"2803, NSW",64,31,0,9,0,0,0,17,30,148
"2804, NSW",463,289,0,172,34,0,9,74,158,1200
"2805, NSW",81,51,0,13,3,0,0,14,28,192
"2806, NSW",149,89,0,43,11,5,0,17,69,374
"2807, NSW",28,24,0,4,0,0,0,6,21,85
"2808, NSW",44,23,0,4,0,0,0,3,66,146
"2809, NSW",33,19,0,7,5,0,0,18,20,94
"2810, NSW",626,311,3,190,34,8,10,118,220,1517
"2817, NSW",58,31,0,8,12,0,0,9,33,152
"2818, NSW",123,127,0,32,3,0,0,30,33,350
"2820, NSW",872,559,0,517,32,0,11,267,356,2605
"2821, NSW",623,524,0,357,39,3,11,176,212,1947
"2822, NSW",68,60,0,9,9,0,0,15,23,191
"2823, NSW",226,116,0,95,28,0,8,62,52,587
"2824, NSW",328,184,0,192,35,0,9,102,138,986
"2825, NSW",342,190,0,208,27,0,4,82,121,978
"2826, NSW",42,12,0,7,6,0,0,3,10,76
"2827, NSW",562,328,3,320,43,13,15,121,172,1575
"2828, NSW",123,51,0,64,26,0,11,33,84,386
"2829, NSW",410,249,0,246,48,3,8,220,222,1409
"2830, NSW",3855,4758,4,2946,88,25,29,853,1144,13698
"2831, NSW",267,224,0,77,43,0,9,86,173,885
"2832, NSW",195,111,0,276,44,4,13,114,187,948
"2833, NSW",75,25,0,82,16,0,4,36,95,338
"2834, NSW",397,95,0,228,39,9,28,145,231,1163
"2835, NSW",453,383,0,428,26,0,8,198,293,1781
"2836, NSW",98,23,0,109,14,0,10,34,88,376
"2838, NSW",23,4,0,57,9,0,0,5,5,102
"2839, NSW",110,38,0,200,27,0,8,52,81,517
"2840, NSW",239,181,0,264,43,0,16,206,200,1152
"2842, NSW",124,67,0,28,12,0,4,31,43,311
"2843, NSW",188,111,0,94,27,0,5,53,108,583
"2844, NSW",242,105,0,102,20,0,5,116,122,717
"2845, NSW",141,160,0,123,3,0,0,57,30,517
"2846, NSW",65,26,0,10,3,0,0,23,54,176
"2847, NSW",351,251,0,101,3,3,4,110,76,897
"2848, NSW",312,135,0,171,9,0,3,99,107,833
"2849, NSW",317,131,0,99,32,0,4,77,214,878
"2850, NSW",2142,2000,0,1361,114,14,31,634,1024,7320
"2852, NSW",469,385,0,231,33,0,5,185,180,1499
"2864, NSW",143,97,0,31,6,0,0,22,35,333
"2865, NSW",136,107,0,42,7,0,0,50,46,385
"2866, NSW",411,335,3,192,27,6,7,94,119,1188
"2867, NSW",99,62,0,36,16,0,0,18,60,295
"2868, NSW",115,52,0,45,20,0,6,25,35,300
"2869, NSW",266,110,0,106,27,0,7,79,110,707
"2870, NSW",1427,1316,3,931,52,0,16,357,490,4589
"2871, NSW",1250,1007,0,658,78,3,17,309,416,3744
"2873, NSW",109,42,0,40,7,0,0,43,35,279
"2874, NSW",90,38,0,19,8,0,4,18,58,228
"2875, NSW",161,93,0,59,12,0,3,50,121,500
"2876, NSW",68,37,0,10,10,0,3,26,35,187
"2877, NSW",529,340,0,344,51,3,10,170,239,1695
"2878, NSW",54,11,0,25,9,0,0,38,44,179
"2879, NSW",103,20,0,65,9,0,4,50,149,413
"2880, NSW",3082,2151,3,1395,112,0,35,581,1747,9116
"2898, NSW",52,32,0,38,14,0,0,24,49,200
"3000, VIC",9,12,0,8,0,0,0,8,0,37
"3002, VIC",82,31,0,36,3,0,3,19,38,211
"3003, VIC",20,14,0,57,4,0,4,12,8,108
"3004, VIC",5,3,0,10,0,0,0,6,0,24
"3005, VIC",0,0,0,0,0,0,0,0,0,0
"3006, VIC",8,4,0,4,0,0,0,0,0,21
"3008, VIC",4,0,0,0,0,0,0,0,0,0
"3010, VIC",0,0,0,0,0,0,0,0,0,3
"3011, VIC",1018,1203,3,1151,33,5,12,318,359,4108
"3012, VIC",1736,2041,0,1477,51,7,21,343,499,6189
"3013, VIC",1339,1669,8,944,23,4,16,233,344,4565
"3015, VIC",1456,1696,0,783,34,10,12,203,371,4553
"3016, VIC",1392,1255,0,445,11,3,11,151,306,3576
"3018, VIC",1459,943,0,579,26,7,14,200,298,3529
"3019, VIC",400,342,8,664,23,0,10,149,107,1691
"3020, VIC",4639,3260,30,2721,122,11,49,1044,841,12721
"3021, VIC",5985,4210,25,3242,147,20,73,1313,927,15939
"3022, VIC",334,247,0,232,10,0,3,75,98,1005
"3023, VIC",4072,8626,15,3056,93,26,67,1131,879,17968
"3024, VIC",1145,3920,11,1887,32,9,13,477,476,7967
"3025, VIC",1493,779,3,646,26,13,11,240,215,3428
"3026, VIC",0,0,0,0,0,0,0,0,0,3
"3027, VIC",150,1004,3,488,8,0,3,103,169,1923
"3028, VIC",2750,2722,9,1924,48,0,28,526,543,8555
"3029, VIC",4605,11689,20,5432,84,11,56,1556,1215,24676
"3030, VIC",5937,13185,29,6869,160,46,80,1688,2038,30037
"3031, VIC",439,447,0,354,17,0,5,101,100,1468
"3032, VIC",1738,1540,0,747,36,3,18,229,348,4660
"3033, VIC",2155,1292,0,551,31,0,11,232,279,4558
"3034, VIC",1789,785,0,481,29,4,12,212,240,3549
"3036, VIC",879,703,0,138,6,0,5,92,154,1978
"3037, VIC",3310,6833,4,1461,60,9,43,712,586,13026
"3038, VIC",3636,2881,9,877,49,0,26,430,438,8342
"3039, VIC",1335,1058,5,466,30,6,13,146,241,3290
"3040, VIC",2436,1869,5,612,56,3,30,265,414,5685
"3041, VIC",1379,1121,0,336,15,7,8,165,209,3233
"3042, VIC",1999,1337,0,683,42,3,16,269,382,4732
"3043, VIC",2317,1826,4,876,30,23,29,329,383,5828
"3044, VIC",2724,2243,0,999,46,3,24,382,530,6952
"3045, VIC",0,0,0,0,0,0,0,0,0,5
"3046, VIC",3561,2444,10,1585,74,14,27,589,623,8921
"3047, VIC",1505,1337,9,1452,43,9,28,570,384,5334
"3048, VIC",1266,1696,11,1180,31,6,26,388,291,4891
"3049, VIC",1021,1187,5,336,12,0,16,167,152,2903
"3050, VIC",0,0,0,0,0,0,0,0,0,0
"3051, VIC",129,94,0,129,6,0,9,50,48,460
"3052, VIC",29,21,0,42,0,0,0,32,20,154
"3053, VIC",25,15,0,49,4,0,0,19,18,130
"3054, VIC",126,65,0,93,4,0,0,31,44,364
"3055, VIC",1065,751,0,472,27,3,11,141,212,2681
"3056, VIC",1500,1114,0,945,25,3,19,239,306,4147
"3057, VIC",603,356,0,338,17,4,0,86,124,1530
"3058, VIC",3438,2822,9,1612,76,12,46,504,636,9161
"3059, VIC",1552,2308,3,304,19,0,21,180,261,4649
"3060, VIC",1715,1065,9,873,43,5,24,287,313,4326
"3061, VIC",592,439,0,206,8,0,0,98,105,1449
"3062, VIC",0,0,0,0,0,0,0,0,0,0
"3063, VIC",65,77,0,18,5,0,3,11,24,198
"3064, VIC",3093,10999,32,3716,94,36,74,1128,1009,20188
"3065, VIC",195,132,0,255,5,0,0,70,48,705
"3066, VIC",133,130,0,224,3,0,0,75,40,605
"3067, VIC",167,126,0,152,8,0,8,43,32,530
"3068, VIC",554,383,3,291,10,31,19,88,110,1480
"3070, VIC",2003,1526,4,850,43,8,15,276,387,5109
"3071, VIC",1580,1317,3,817,31,4,24,280,284,4345
"3072, VIC",2956,2269,5,1742,74,9,31,577,535,8199
"3073, VIC",5560,3425,13,2997,125,33,59,1101,1043,14357
"3074, VIC",3015,1480,9,1199,46,8,24,462,403,6653
"3075, VIC",2982,1993,6,1346,65,5,32,509,413,7340
"3076, VIC",2038,3785,10,1752,47,11,33,501,422,8595
"3078, VIC",994,831,7,342,24,5,10,119,165,2492
"3079, VIC",1795,1327,3,495,23,7,9,153,336,4149
"3081, VIC",896,866,3,1143,26,7,13,305,315,3564
"3082, VIC",3117,3227,5,1459,51,5,31,464,475,8830
"3083, VIC",3463,2770,12,1482,56,14,26,473,501,8799
"3084, VIC",3393,2489,7,878,57,11,17,288,494,7629
"3085, VIC",1492,1582,3,753,32,3,9,159,309,4345
"3086, VIC",0,0,0,0,0,0,0,0,0,0
"3087, VIC",1249,1179,0,548,20,4,20,139,198,3357
"3088, VIC",3414,3659,9,974,25,8,27,282,498,8891
"3089, VIC",1263,1928,0,287,16,4,13,143,219,3870
"3090, VIC",261,364,0,25,5,0,6,23,43,729
"3091, VIC",224,198,0,26,3,0,3,33,31,525
"3093, VIC",493,425,0,81,6,0,3,33,82,1128
"3094, VIC",1158,1262,0,388,9,0,8,100,192,3115
"3095, VIC",3438,4101,7,622,42,9,37,297,480,9026
"3096, VIC",235,296,0,33,0,0,0,28,33,629
"3097, VIC",168,201,0,30,0,0,5,36,29,470
"3099, VIC",606,805,0,115,16,5,9,68,138,1754
"3101, VIC",2135,1529,0,632,58,4,22,228,455,5071
"3102, VIC",707,593,3,178,15,3,9,66,131,1701
"3103, VIC",1714,1101,8,479,35,11,15,172,372,3894
"3104, VIC",2751,1906,13,828,63,3,32,246,555,6401
"3105, VIC",1764,791,3,484,35,0,12,195,274,3568
"3106, VIC",2217,1536,3,435,31,0,14,208,354,4792
"3107, VIC",1979,1242,0,505,32,0,11,211,298,4278
"3108, VIC",2737,1259,4,890,59,99,34,217,508,5806
"3109, VIC",3336,2108,0,978,65,0,26,242,525,7296
"3111, VIC",1674,1391,3,473,24,4,17,146,251,3976
"3113, VIC",1084,1315,0,166,11,0,12,129,163,2890
"3114, VIC",523,531,0,37,9,0,3,47,71,1220
"3115, VIC",466,601,0,67,8,0,0,44,74,1269
"3116, VIC",1254,1532,4,414,9,0,15,137,277,3642
"3121, VIC",617,472,4,510,18,3,7,113,171,1907
"3122, VIC",1165,761,4,308,18,0,19,108,221,2592
"3123, VIC",962,692,0,262,20,3,13,98,194,2243
"3124, VIC",2270,1661,7,579,41,6,19,147,390,5124
"3125, VIC",1217,1005,0,877,34,8,19,198,287,3643
"3126, VIC",909,656,0,168,22,0,7,74,152,1991
"3127, VIC",2012,1621,7,454,20,4,16,139,337,4604
"3128, VIC",1249,1188,3,680,29,55,27,196,245,3663
"3129, VIC",1732,1344,6,744,46,7,16,161,386,4442
"3130, VIC",3728,3266,5,1382,70,11,36,368,658,9530
"3131, VIC",2351,2237,3,1130,44,18,26,272,376,6453
"3132, VIC",1541,1580,0,670,28,4,10,166,302,4314
"3133, VIC",3086,2530,7,759,42,9,25,194,422,7063
"3134, VIC",3628,4169,4,2128,69,11,29,412,681,11129
"3135, VIC",2441,2646,7,1383,34,9,23,262,427,7236
"3136, VIC",5244,6236,18,2948,68,57,60,698,1056,16385
"3137, VIC",1436,2089,0,655,21,10,13,224,322,4767
"3138, VIC",2314,3377,4,1182,36,11,16,326,494,7762
"3139, VIC",1482,2477,8,408,40,9,20,271,402,5121
"3140, VIC",1549,2388,3,664,15,3,9,223,313,5166
"3141, VIC",419,209,0,193,14,0,8,77,156,1078
"3142, VIC",910,517,0,160,21,5,15,120,363,2108
"3143, VIC",584,331,0,151,5,0,5,72,144,1298
"3144, VIC",1027,638,0,214,8,0,8,85,193,2175
"3145, VIC",2105,1711,3,614,37,7,26,211,339,5044
"3146, VIC",2452,1989,4,617,34,7,19,226,404,5752
"3147, VIC",1424,1275,4,700,30,7,17,186,304,3951
"3148, VIC",691,560,0,589,14,6,5,133,204,2213
"3149, VIC",4135,2505,9,1408,72,4,26,427,755,9346
"3150, VIC",8483,5122,18,3138,143,31,61,664,1488,19139
"3151, VIC",1389,789,0,631,27,8,11,120,238,3217
"3152, VIC",3865,3741,7,1536,63,7,31,311,582,10143
"3153, VIC",1635,2324,5,1181,35,8,20,282,369,5863
"3154, VIC",484,757,0,129,7,0,4,79,92,1553
"3155, VIC",2243,2731,6,1273,43,8,41,376,403,7114
"3156, VIC",4165,5762,11,1735,52,17,41,542,739,13062
"3158, VIC",762,1266,0,212,11,0,9,95,154,2514
"3159, VIC",269,486,0,50,6,0,4,64,64,952
"3160, VIC",967,1718,6,269,16,3,21,166,183,3353
"3161, VIC",1217,764,0,281,32,3,16,132,214,2656
"3162, VIC",1482,1122,5,453,35,0,10,151,267,3530
"3163, VIC",2090,1706,10,841,46,9,18,221,374,5307
"3165, VIC",2933,2631,8,1191,54,11,12,353,585,7783
"3166, VIC",2222,1919,0,1208,49,8,30,311,471,6221
"3167, VIC",1277,1005,0,501,23,4,7,179,200,3196
"3168, VIC",979,524,0,1053,44,5,10,219,240,3077
"3169, VIC",2244,1224,7,976,39,4,20,273,314,5099
"3170, VIC",2282,1865,7,932,27,0,23,321,320,5786
"3171, VIC",1886,1113,14,1378,57,12,17,418,267,5157
"3172, VIC",2610,2496,11,909,44,9,22,276,327,6701
"3173, VIC",2332,3395,14,1007,45,5,24,338,375,7529
"3174, VIC",3376,2892,23,2627,87,16,37,708,605,10366
"3175, VIC",3948,3264,16,2773,88,12,51,831,681,11663
"3177, VIC",842,923,3,1047,23,8,11,280,226,3365
"3178, VIC",3239,5136,4,1341,45,11,21,367,447,10610
"3179, VIC",671,851,0,370,10,0,4,90,94,2097
"3180, VIC",817,871,3,432,11,4,4,91,163,2396
"3181, VIC",439,255,0,285,9,4,9,95,155,1256
"3182, VIC",271,248,0,125,3,3,8,60,88,809
"3183, VIC",601,528,0,262,13,0,9,108,138,1658
"3184, VIC",421,369,0,123,6,0,0,67,125,1114
"3185, VIC",897,794,0,227,18,8,13,101,163,2206
"3186, VIC",2471,1664,3,617,38,5,13,256,617,5692
"3187, VIC",1699,1405,0,547,30,11,12,170,363,4241
"3188, VIC",1721,1551,3,654,30,3,7,207,344,4524
"3189, VIC",680,669,3,322,16,0,4,119,129,1942
"3190, VIC",912,984,0,342,18,3,13,119,188,2578
"3191, VIC",955,765,0,217,11,0,11,86,169,2210
"3192, VIC",2227,2079,0,708,40,5,20,224,391,5698
"3193, VIC",2461,1880,6,461,30,4,19,284,421,5570
"3194, VIC",1036,890,3,317,14,0,8,95,194,2565
"3195, VIC",2943,3613,6,755,38,8,16,324,501,8207
"3196, VIC",1828,2208,8,737,31,13,21,341,404,5592
"3197, VIC",939,1070,0,337,8,5,12,166,210,2744
"3198, VIC",1549,1968,8,1225,27,11,22,389,473,5673
"3199, VIC",5326,6411,21,3984,91,17,56,1125,1381,18406
"3200, VIC",544,528,4,803,21,6,18,249,157,2325
"3201, VIC",1204,2979,5,1241,17,0,14,372,289,6136
"3202, VIC",222,356,0,140,6,0,4,21,50,803
"3204, VIC",2902,2441,7,1111,50,8,29,261,491,7296
"3205, VIC",89,76,0,99,3,0,0,51,65,382
"3206, VIC",344,183,0,139,8,0,3,50,115,846
"3207, VIC",117,123,0,94,9,0,0,26,73,448
"3211, VIC",182,188,0,33,0,0,3,51,42,494
"3212, VIC",1491,2313,4,859,23,14,20,242,357,5325
"3213, VIC",473,569,0,104,13,0,12,83,79,1336
"3214, VIC",2367,2162,12,2978,58,14,26,819,765,9202
"3215, VIC",2860,2110,3,1414,51,11,32,460,617,7572
"3216, VIC",6562,6801,19,3405,95,108,68,854,1393,19310
"3217, VIC",383,1228,0,437,11,0,3,135,169,2368
"3218, VIC",1365,1574,3,1038,32,3,3,247,420,4688
"3219, VIC",2416,2332,9,1874,42,34,30,557,686,7969
"3220, VIC",1776,1536,0,921,28,7,23,235,592,5116
"3221, VIC",99,110,0,13,0,0,4,18,18,264
"3222, VIC",2242,2008,0,814,35,7,18,327,662,6123
"3223, VIC",1524,648,0,560,38,7,15,248,2674,5705
"3224, VIC",1672,2114,32,720,17,23,21,281,439,5324
"3225, VIC",885,318,0,204,25,0,10,114,1564,3119
"3226, VIC",1839,1847,5,849,47,6,20,195,1600,6412
"3227, VIC",681,549,0,225,13,0,5,107,717,2310
"3228, VIC",1950,2339,4,1027,48,34,31,302,1944,7671
"3230, VIC",488,255,0,166,12,0,9,71,1740,2735
"3231, VIC",256,141,0,74,12,0,7,45,1204,1725
"3232, VIC",187,68,0,84,14,0,0,27,1129,1513
"3233, VIC",335,168,0,162,16,0,0,62,1145,1896
"3234, VIC",37,24,0,13,4,0,0,13,383,473
"3235, VIC",49,57,0,19,3,0,0,11,102,243
"3236, VIC",48,28,0,14,0,0,0,13,43,143
"3237, VIC",43,28,0,9,5,0,0,8,79,175
"3238, VIC",33,36,0,14,0,0,0,11,75,169
"3239, VIC",74,54,0,17,10,0,0,22,73,256
"3240, VIC",283,303,0,37,7,0,4,35,72,744
"3241, VIC",368,337,0,171,12,0,3,90,160,1149
"3242, VIC",132,120,0,53,10,0,0,30,66,418
"3243, VIC",72,51,0,8,3,0,0,6,46,190
"3249, VIC",515,442,0,122,35,0,10,93,198,1425
"3250, VIC",1698,1445,0,823,27,4,10,290,493,4791
"3251, VIC",91,66,0,23,3,0,6,26,32,241
"3254, VIC",36,53,0,19,0,0,0,8,16,128
"3260, VIC",808,538,0,295,43,8,13,144,253,2102
"3264, VIC",336,242,0,135,19,4,0,87,140,960
"3265, VIC",317,333,0,149,50,9,6,81,125,1068
"3266, VIC",488,329,0,162,52,3,15,73,160,1289
"3267, VIC",28,27,0,7,9,3,0,4,18,103
"3268, VIC",391,289,0,142,74,4,8,80,188,1175
"3269, VIC",74,59,0,59,16,4,3,35,130,380
"3270, VIC",54,22,0,22,3,0,0,7,215,331
"3271, VIC",43,13,0,12,8,0,0,6,23,97
"3272, VIC",274,177,0,110,18,0,6,50,128,767
"3273, VIC",22,14,0,5,4,0,0,7,10,65
"3274, VIC",37,28,0,12,3,0,0,10,23,112
"3275, VIC",48,76,0,11,4,0,0,12,6,155
"3276, VIC",67,65,0,24,3,0,4,9,29,200
"3277, VIC",212,230,0,80,25,0,3,44,54,655
"3278, VIC",36,50,0,16,0,0,0,16,8,119
"3279, VIC",33,24,0,15,9,0,0,7,7,97
"3280, VIC",3626,3402,9,2394,57,21,24,653,1030,11223
"3281, VIC",185,270,0,40,14,0,3,39,61,614
"3282, VIC",305,355,0,126,6,5,6,68,66,938
"3283, VIC",183,196,0,44,14,0,3,29,65,541
"3284, VIC",579,328,0,246,14,6,4,110,643,1934
"3285, VIC",191,160,0,47,24,5,9,41,83,545
"3286, VIC",112,71,0,32,10,0,0,17,56,298
"3287, VIC",56,53,0,18,18,0,0,10,20,172
"3289, VIC",142,91,0,32,10,0,4,14,87,381
"3292, VIC",49,16,0,14,0,0,0,3,173,264
"3293, VIC",66,27,0,7,9,0,5,12,31,161
"3294, VIC",175,80,0,39,17,5,0,30,87,440
"3300, VIC",1660,1203,4,786,35,15,8,234,589,4531
"3301, VIC",226,137,0,34,22,0,0,26,96,550
"3302, VIC",67,46,0,13,8,0,0,15,42,191
"3303, VIC",47,46,0,8,15,0,0,15,36,162
"3304, VIC",481,343,3,150,22,3,3,94,191,1290
"3305, VIC",1759,1584,4,950,51,4,10,393,800,5551
"3309, VIC",17,14,0,5,0,0,0,3,11,59
"3310, VIC",62,34,0,10,6,0,0,13,16,137
"3311, VIC",399,169,0,100,12,6,0,71,137,894
"3312, VIC",220,92,0,29,26,3,3,55,108,530
"3314, VIC",91,65,0,18,9,6,3,7,55,254
"3315, VIC",342,161,0,73,38,3,5,55,154,819
"3317, VIC",41,19,0,13,11,0,0,0,18,102
"3318, VIC",235,155,0,67,19,5,0,25,162,662
"3319, VIC",82,40,0,12,9,0,0,9,52,208
"3321, VIC",162,291,0,30,5,0,0,29,49,570
"3322, VIC",42,23,0,9,5,0,3,6,14,92
"3323, VIC",26,5,0,5,0,0,0,3,13,56
"3324, VIC",108,54,0,26,10,0,0,21,77,303
"3325, VIC",115,42,0,28,10,0,3,17,57,270
"3328, VIC",170,350,0,30,4,6,0,35,28,615
"3329, VIC",41,42,0,10,5,0,0,3,27,126
"3330, VIC",34,20,0,10,3,0,0,6,12,92
"3331, VIC",516,1079,0,214,16,3,4,109,126,2070
"3332, VIC",97,181,0,26,3,0,0,19,33,359
"3333, VIC",115,116,0,40,9,0,0,20,36,332
"3334, VIC",90,79,0,11,3,0,0,28,34,256
"3335, VIC",274,1106,0,203,23,0,4,184,152,1931
"3337, VIC",2610,4985,23,2286,65,8,36,903,704,11622
"3338, VIC",1661,3409,7,1673,35,13,26,599,531,7944
"3340, VIC",2069,3081,3,1121,53,26,34,449,424,7256
"3341, VIC",185,316,4,27,3,3,0,34,60,635
"3342, VIC",442,558,0,147,12,3,5,86,139,1399
"3345, VIC",145,211,0,29,0,0,0,34,44,464
"3350, VIC",6252,6816,9,4887,107,43,64,1198,2232,21607
"3351, VIC",1172,1322,0,166,43,3,15,224,359,3307
"3352, VIC",1969,2487,7,452,70,8,21,299,618,5937
"3355, VIC",1637,1134,5,1258,23,9,13,312,456,4836
"3356, VIC",1464,1807,6,1249,24,29,25,387,435,5427
"3357, VIC",514,501,0,160,11,0,8,90,77,1363
"3360, VIC",157,112,4,33,10,0,0,31,69,412
"3361, VIC",137,74,0,29,9,0,5,30,70,350
"3363, VIC",366,358,0,166,10,3,6,116,121,1162
"3364, VIC",373,292,0,58,13,0,3,98,136,972
"3370, VIC",331,252,0,81,13,5,4,62,139,881
"3371, VIC",194,140,0,33,13,0,6,47,104,535
"3373, VIC",444,271,0,115,22,0,8,69,159,1095
"3374, VIC",73,60,0,15,0,0,3,8,29,188
"3375, VIC",42,14,0,8,9,0,0,12,14,95
"3377, VIC",1348,1027,0,696,39,6,15,209,467,3813
"3378, VIC",28,11,0,6,4,0,0,7,7,60
"3379, VIC",165,52,0,32,23,0,5,68,54,394
"3380, VIC",1008,664,0,461,27,6,10,198,264,2637
"3381, VIC",189,134,0,83,8,0,0,50,317,787
"3384, VIC",117,62,0,17,5,3,7,27,45,280
"3385, VIC",97,55,0,20,7,0,3,12,46,247
"3387, VIC",78,22,0,6,5,0,0,12,39,165
"3388, VIC",120,56,0,19,8,0,0,20,41,266
"3390, VIC",184,104,0,56,11,0,4,24,91,465
"3391, VIC",40,8,0,0,3,0,0,4,25,87
"3392, VIC",136,56,0,10,9,0,0,18,54,296
"3393, VIC",527,277,0,144,19,0,0,97,194,1267
"3395, VIC",83,36,0,11,8,0,4,15,52,203
"3396, VIC",174,59,0,42,10,0,0,26,63,370
"3400, VIC",1872,1829,3,1201,26,6,20,300,608,5870
"3401, VIC",707,586,0,98,40,3,5,95,261,1797
"3407, VIC",80,41,0,9,13,0,0,7,35,189
"3409, VIC",229,91,0,43,12,0,0,15,108,493
"3412, VIC",75,29,0,8,8,3,6,14,29,162
"3413, VIC",36,19,0,14,12,0,6,9,41,130
"3414, VIC",376,201,0,89,4,0,8,74,103,860
"3415, VIC",14,3,0,0,0,0,0,0,3,18
"3418, VIC",545,275,0,157,30,10,3,50,257,1330
"3419, VIC",183,77,0,45,13,0,4,10,95,420
"3420, VIC",66,10,0,8,7,0,3,8,53,156
"3423, VIC",50,21,0,7,0,0,0,13,50,141
"3424, VIC",188,77,0,17,20,3,0,19,105,425
"3427, VIC",305,494,0,161,16,0,3,98,63,1129
"3428, VIC",84,81,0,13,4,0,5,32,20,238
"3429, VIC",3428,5559,8,1869,53,4,35,606,727,12291
"3430, VIC",39,34,0,20,4,0,0,13,12,129
"3431, VIC",475,656,0,94,14,0,4,57,89,1390
"3432, VIC",31,29,0,3,0,0,0,12,8,82
"3433, VIC",25,38,0,0,9,0,0,5,4,72
"3434, VIC",502,857,0,168,20,0,3,94,152,1803
"3435, VIC",380,464,0,118,10,3,5,86,121,1193
"3437, VIC",1072,1584,3,327,23,0,8,181,255,3449
"3438, VIC",250,381,0,85,0,4,5,34,55,814
"3440, VIC",266,305,0,60,0,0,0,59,71,760
"3441, VIC",191,224,0,40,5,0,3,29,125,618
"3442, VIC",961,1122,3,312,22,0,10,230,320,2982
"3444, VIC",1311,1236,0,471,30,8,24,306,514,3915
"3446, VIC",138,181,0,45,0,0,0,45,64,475
"3447, VIC",74,82,0,13,0,0,0,21,43,241
"3448, VIC",162,150,0,22,5,0,0,28,67,432
"3450, VIC",1234,767,0,549,23,8,14,246,370,3203
"3451, VIC",788,760,3,232,13,6,7,172,349,2330
"3453, VIC",268,259,0,59,5,0,3,35,78,715
"3458, VIC",336,274,0,75,16,0,8,89,350,1155
"3460, VIC",485,279,0,241,19,5,12,104,561,1704
"3461, VIC",738,609,5,185,37,3,6,157,769,2507
"3462, VIC",222,186,0,42,6,0,0,40,111,605
"3463, VIC",556,330,0,103,15,3,9,58,246,1318
"3464, VIC",178,164,0,40,3,0,0,16,56,461
"3465, VIC",1661,1068,3,776,35,6,16,303,440,4302
"3467, VIC",245,139,0,85,4,0,0,35,97,611
"3468, VIC",69,28,0,13,3,0,0,7,35,157
"3469, VIC",76,25,0,10,6,0,0,20,26,154
"3472, VIC",328,169,0,59,7,5,3,57,163,792
"3475, VIC",95,31,0,17,8,0,0,14,71,231
"3477, VIC",208,78,0,19,15,3,3,26,79,429
"3478, VIC",516,304,4,177,14,0,4,64,193,1269
"3480, VIC",354,161,0,106,7,4,5,76,116,825
"3482, VIC",39,11,0,3,7,0,0,9,30,103
"3483, VIC",176,82,0,38,10,0,3,30,69,405
"3485, VIC",77,32,0,10,8,0,0,7,50,188
"3487, VIC",15,4,0,9,0,0,0,4,8,38
"3488, VIC",35,9,0,0,5,0,0,4,23,63
"3489, VIC",8,6,0,0,7,0,0,0,13,41
"3490, VIC",269,121,0,81,4,0,0,48,133,657
"3491, VIC",39,0,0,5,3,0,0,0,17,71
"3494, VIC",57,55,0,67,18,0,0,31,60,286
"3496, VIC",732,798,5,400,52,0,9,233,265,2489
"3498, VIC",665,773,5,251,23,7,4,125,145,1994
"3500, VIC",3031,3404,6,2780,76,21,43,849,1061,11268
"3501, VIC",228,302,0,65,8,4,0,44,27,676
"3505, VIC",559,710,0,234,24,9,4,153,111,1803
"3506, VIC",5,6,0,0,0,0,0,0,6,19
"3507, VIC",38,9,0,4,5,0,0,3,12,79
"3509, VIC",67,15,0,7,3,0,0,5,19,119
"3512, VIC",101,24,0,16,7,0,0,12,46,205
"3515, VIC",178,325,0,76,8,0,0,55,39,685
"3516, VIC",121,83,0,32,3,0,0,31,57,323
"3517, VIC",255,151,0,69,22,0,0,85,99,685
"3518, VIC",297,127,0,50,5,0,5,80,196,766
"3520, VIC",48,16,0,7,4,0,4,8,12,99
"3521, VIC",76,118,0,20,3,0,4,15,42,276
"3522, VIC",45,50,0,5,3,0,0,16,37,166
"3523, VIC",710,465,0,180,27,3,3,202,419,2007
"3525, VIC",307,140,0,66,18,0,3,35,83,659
"3527, VIC",192,61,0,40,8,0,0,35,72,405
"3529, VIC",23,9,0,0,0,0,0,0,4,43
"3530, VIC",39,11,0,3,5,0,0,5,13,72
"3531, VIC",46,14,0,9,0,0,3,3,11,80
"3533, VIC",152,71,0,33,7,0,4,40,64,380
"3537, VIC",203,100,0,52,14,0,5,43,64,480
"3540, VIC",75,23,0,9,0,0,0,9,29,146
"3542, VIC",41,9,0,0,7,0,0,3,8,71
"3544, VIC",49,28,0,5,9,0,0,12,20,123
"3546, VIC",84,31,0,21,8,0,0,20,30,190
"3549, VIC",368,245,4,307,36,0,11,178,115,1265
"3550, VIC",4797,4028,14,4101,87,26,52,872,1719,15705
"3551, VIC",3092,4973,11,1137,57,31,41,588,783,10729
"3555, VIC",2433,2434,7,1758,50,6,16,512,668,7886
"3556, VIC",1510,1650,0,1295,40,7,12,454,420,5389
"3557, VIC",104,119,0,30,6,0,0,17,43,325
"3558, VIC",181,110,0,50,11,0,0,31,60,442
"3559, VIC",103,60,0,20,13,0,3,20,44,268
"3561, VIC",739,522,0,233,44,3,8,95,221,1868
"3562, VIC",37,30,0,12,4,0,3,10,23,119
"3563, VIC",119,105,0,44,13,0,0,20,47,344
