postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"2110, NSW",1058,854,0,199,15,4,17,121,166,2438
"2111, NSW",1238,1087,0,299,34,3,11,135,179,2989
"2112, NSW",2573,2175,5,977,52,7,28,258,377,6452
"2113, NSW",1571,1373,3,483,19,3,12,123,213,3804
"2114, NSW",1681,1405,3,617,36,10,11,159,226,4147
"2115, NSW",758,774,4,771,23,10,5,107,175,2640
"2116, NSW",401,487,5,356,9,4,9,76,84,1427
"2117, NSW",1435,1382,3,872,28,10,14,196,224,4167
"2118, NSW",2380,1809,4,834,34,3,25,165,268,5522
"2119, NSW",1602,1347,0,306,23,0,4,87,177,3558
"2120, NSW",2287,2388,5,626,27,5,14,187,290,5824
"2121, NSW",2660,2023,12,831,63,7,23,165,279,6067
"2122, NSW",2227,1637,5,853,59,5,28,228,295,5336
"2123, NSW",0,0,0,0,0,0,0,0,0,0
"2125, NSW",2139,2004,4,390,14,3,14,114,207,4888
"2126, NSW",1964,2138,3,506,20,0,9,98,177,4914
"2127, NSW",206,315,0,130,7,0,0,12,42,713
"2128, NSW",75,81,0,75,0,0,0,24,29,283
"2129, NSW",0,0,0,0,0,0,0,0,0,0
"2130, NSW",275,193,0,83,9,0,0,25,48,637
"2131, NSW",960,575,5,361,28,0,10,109,128,2180
"2132, NSW",958,653,0,277,26,4,4,104,106,2141
"2133, NSW",795,598,0,286,9,3,0,98,121,1916
"2134, NSW",711,334,3,294,16,0,12,90,113,1568
"2135, NSW",1920,1236,9,500,48,3,18,196,258,4183
"2136, NSW",620,436,0,194,8,0,9,65,64,1401
"2137, NSW",2184,1477,0,574,31,0,19,189,242,4722
"2138, NSW",865,597,6,246,20,0,7,79,102,1926
"2139, NSW",0,0,0,0,0,0,0,0,0,0
"2140, NSW",284,227,0,181,9,0,6,54,69,829
"2141, NSW",1826,1334,4,1123,50,9,14,335,278,4978
"2142, NSW",1144,1026,5,1023,52,8,21,328,280,3881
"2143, NSW",694,589,4,509,17,0,5,125,111,2052
"2144, NSW",1676,1390,6,1217,66,4,20,393,313,5095
"2145, NSW",5342,5188,11,2918,98,16,47,750,819,15186
"2146, NSW",1574,1499,4,700,25,5,13,195,207,4209
"2147, NSW",3626,4332,9,2558,70,21,48,628,525,11809
"2148, NSW",4758,5420,12,4027,105,30,42,946,813,16147
"2150, NSW",384,251,0,379,11,0,3,109,123,1259
"2151, NSW",1397,1279,7,635,31,13,5,136,194,3703
"2152, NSW",776,877,4,360,9,3,10,86,153,2278
"2153, NSW",5683,6754,9,1623,51,9,46,385,616,15177
"2154, NSW",3815,4204,11,1177,46,36,33,262,433,10012
"2155, NSW",3114,8124,11,2069,52,6,38,502,584,14502
"2156, NSW",1549,1492,7,225,24,32,20,135,207,3683
"2157, NSW",436,449,0,148,24,5,5,74,56,1185
"2158, NSW",971,894,0,251,31,23,11,96,147,2430
"2159, NSW",642,564,0,166,16,9,15,58,84,1551
"2160, NSW",2298,1743,5,1427,64,10,35,401,377,6353
"2161, NSW",1907,1988,12,1429,69,8,31,469,403,6307
"2162, NSW",1486,1286,10,1176,45,11,15,289,267,4577
"2163, NSW",451,436,0,783,4,10,9,159,88,1946
"2164, NSW",1958,1577,3,1153,43,6,17,308,270,5337
"2165, NSW",2799,2094,10,2041,66,14,49,520,463,8047
"2166, NSW",3347,2525,22,2418,110,22,35,587,437,9504
"2167, NSW",557,972,0,469,10,0,5,92,110,2209
"2168, NSW",2775,3918,13,2929,57,19,33,846,433,11023
"2170, NSW",6713,8794,20,4126,143,54,90,1470,969,22379
"2171, NSW",1735,5194,9,1294,44,3,32,536,334,9174
"2172, NSW",238,440,0,87,4,0,0,32,30,834
"2173, NSW",812,1832,3,1072,11,0,16,130,151,4023
"2174, NSW",81,336,0,133,5,0,0,41,43,640
"2175, NSW",278,121,0,81,16,0,0,50,39,588
"2176, NSW",5240,4291,3,2132,73,20,43,568,432,12806
"2177, NSW",1295,1461,6,860,22,4,8,186,131,3968
"2178, NSW",482,341,4,196,21,0,3,122,85,1242
"2179, NSW",732,443,0,510,34,4,9,202,148,2092
"2190, NSW",1864,1548,0,985,57,10,29,415,285,5199
"2191, NSW",575,509,0,275,11,3,4,73,78,1527
"2192, NSW",961,612,3,398,30,3,7,136,164,2306
"2193, NSW",1490,970,4,363,27,0,19,145,216,3231
"2194, NSW",843,471,7,426,35,3,6,126,135,2047
"2195, NSW",818,615,5,522,31,5,14,176,118,2300
"2196, NSW",2311,2026,10,1044,62,10,23,441,414,6329
"2197, NSW",741,677,3,428,18,0,0,108,151,2125
"2198, NSW",1051,833,0,310,25,0,10,139,116,2487
"2199, NSW",1334,1106,4,934,31,6,8,279,262,3962
"2200, NSW",2279,1560,4,1243,77,3,22,438,405,6042
"2203, NSW",792,576,5,274,7,3,7,89,91,1847
"2204, NSW",1381,1004,5,648,27,3,13,226,238,3536
"2205, NSW",860,644,0,364,20,0,5,132,147,2168
"2206, NSW",2549,1672,5,700,34,4,20,325,346,5666
"2207, NSW",2544,1960,4,799,42,3,24,335,377,6078
"2208, NSW",1622,1062,8,593,28,3,13,169,222,3730
"2209, NSW",1446,1072,0,570,30,0,14,166,220,3520
"2210, NSW",2906,2417,8,1013,40,12,17,297,381,7089
"2211, NSW",1671,1329,0,763,27,0,18,186,223,4226
"2212, NSW",1281,1044,5,906,23,12,13,188,194,3667
"2213, NSW",2204,1918,0,939,33,6,14,263,274,5661
"2214, NSW",568,520,0,107,5,0,5,24,52,1284
"2216, NSW",1596,1084,0,567,52,0,35,240,219,3794
"2217, NSW",1751,1175,4,535,32,9,15,207,295,4020
"2218, NSW",971,661,3,358,19,5,10,108,129,2269
"2219, NSW",1181,739,0,322,19,7,4,141,207,2630
"2220, NSW",1734,1237,3,682,31,5,18,196,244,4151
"2221, NSW",1886,1542,0,439,31,0,10,175,288,4383
"2222, NSW",846,643,0,246,15,0,9,81,96,1935
"2223, NSW",2054,1516,3,467,39,3,16,185,287,4566
"2224, NSW",1569,1280,0,325,27,3,15,141,230,3588
"2225, NSW",576,714,0,97,4,0,8,53,99,1551
"2226, NSW",1218,1473,5,308,9,6,12,102,178,3313
"2227, NSW",1427,1492,4,324,20,3,6,110,175,3563
"2228, NSW",1565,1382,0,458,19,7,9,144,257,3841
"2229, NSW",2686,2518,0,558,26,3,8,221,370,6397
"2230, NSW",2081,1903,0,390,31,0,22,189,493,5113
"2231, NSW",240,323,0,81,10,0,0,37,41,738
"2232, NSW",2962,3048,5,569,38,5,14,256,330,7234
"2233, NSW",3299,4088,5,479,26,4,17,196,336,8456
"2234, NSW",3615,3820,11,561,27,6,18,212,303,8557
"2250, NSW",5937,7683,16,3294,126,35,64,940,1316,19409
"2251, NSW",3949,4361,6,1411,61,15,27,458,1631,11917
"2256, NSW",1824,1478,0,1022,28,12,13,317,991,5695
"2257, NSW",3365,2892,0,1959,59,21,20,530,1591,10444
"2258, NSW",509,667,0,188,12,0,3,72,88,1550
"2259, NSW",6620,7338,15,3952,94,21,67,1066,1824,20997
"2260, NSW",2515,2819,0,1023,44,9,25,316,1001,7751
"2261, NSW",5001,5952,8,3150,92,33,40,865,1745,16895
"2262, NSW",2564,2673,8,1771,37,14,18,463,742,8292
"2263, NSW",2609,2368,0,1916,48,7,17,534,811,8319
"2264, NSW",2152,1565,0,1064,33,22,25,252,832,5937
"2265, NSW",572,717,4,300,7,9,11,108,150,1875
"2267, NSW",425,340,0,168,9,0,3,40,212,1199
"2278, NSW",258,453,0,108,6,4,6,33,45,903
"2280, NSW",3389,3323,10,1198,28,10,19,270,569,8819
"2281, NSW",2121,1513,7,735,44,9,16,198,586,5229
"2282, NSW",2037,1773,0,560,27,4,9,154,288,4860
"2283, NSW",3136,2852,4,1534,45,15,29,337,918,8868
"2284, NSW",1229,1323,0,741,24,5,8,148,313,3796
"2285, NSW",3004,4737,3,1935,34,11,24,385,610,10746
"2286, NSW",447,645,0,196,13,26,8,64,90,1488
"2287, NSW",3618,4799,4,2475,54,38,36,433,726,12185
"2289, NSW",2462,2531,0,946,26,9,11,178,466,6636
"2290, NSW",3934,4165,5,1684,66,18,20,423,696,11010
"2291, NSW",1460,1269,0,465,22,5,7,114,311,3654
"2292, NSW",244,310,0,223,8,0,0,30,81,904
"2293, NSW",155,202,0,189,5,0,6,28,58,645
"2294, NSW",137,184,0,169,5,6,0,48,58,603
"2295, NSW",1141,702,11,432,13,14,15,146,269,2744
"2296, NSW",129,159,0,186,7,0,0,38,38,562
"2297, NSW",167,212,0,154,8,0,3,33,49,630
"2298, NSW",885,1000,6,805,17,6,12,111,232,3077
"2299, NSW",1060,966,0,926,23,3,16,123,271,3386
"2300, NSW",293,232,0,107,4,6,5,52,83,780
"2302, NSW",0,0,0,3,0,0,0,0,0,5
"2303, NSW",969,718,0,519,18,4,12,100,224,2560
"2304, NSW",1362,1796,4,1300,24,6,12,218,396,5126
"2305, NSW",1524,1604,0,696,16,3,8,139,300,4302
"2306, NSW",108,131,0,706,6,5,0,87,68,1118
"2307, NSW",414,444,0,323,3,4,3,54,86,1335
"2308, NSW",0,0,0,0,0,0,0,0,0,0
"2311, NSW",163,75,0,46,18,4,0,29,97,433
"2312, NSW",223,177,0,81,8,0,4,35,61,583
"2314, NSW",0,0,0,0,0,0,0,0,0,0
"2315, NSW",1742,1070,0,695,21,0,3,209,1156,4909
"2316, NSW",766,595,0,282,12,5,6,205,330,2203
"2317, NSW",718,456,0,273,6,0,0,82,307,1852
"2318, NSW",1242,1720,3,759,7,4,12,310,205,4270
"2319, NSW",984,765,3,541,15,3,9,183,313,2813
"2320, NSW",3252,4550,3,2569,64,24,32,622,902,12016
"2321, NSW",1369,1979,0,991,34,6,16,217,325,4951
"2322, NSW",2039,2601,7,1295,29,7,16,280,441,6714
"2323, NSW",2661,3133,4,1823,35,5,20,419,533,8633
"2324, NSW",2877,2434,7,1823,61,111,47,537,1446,9335
"2325, NSW",3186,3172,6,2046,78,19,27,772,997,10290
"2326, NSW",857,970,0,483,23,3,11,173,188,2723
"2327, NSW",913,899,0,575,19,4,5,165,166,2746
"2328, NSW",283,274,0,169,32,0,5,77,111,964
"2329, NSW",308,187,3,156,53,0,5,109,167,990
"2330, NSW",1961,2464,3,1442,79,12,28,518,657,7161
"2331, NSW",0,0,0,0,0,0,0,0,0,0
"2333, NSW",1152,1511,0,1485,59,6,13,319,708,5250
"2334, NSW",267,448,0,202,6,0,6,46,65,1045
"2335, NSW",572,902,0,354,19,0,9,155,166,2184
"2336, NSW",307,301,0,184,26,0,4,92,107,1025
"2337, NSW",913,933,0,570,84,4,14,229,349,3100
"2338, NSW",234,161,0,111,24,0,9,53,130,730
"2339, NSW",101,64,0,39,8,0,0,44,71,338
"2340, NSW",5318,5349,14,3821,181,43,68,1226,1556,17571
"2341, NSW",282,129,0,159,11,0,3,69,90,742
"2342, NSW",64,57,0,30,14,0,0,18,42,221
"2343, NSW",740,472,0,442,75,5,21,154,300,2213
"2344, NSW",104,102,0,25,11,5,0,30,27,304
"2345, NSW",106,106,0,29,4,0,0,21,26,301
"2346, NSW",508,303,0,250,28,3,6,145,161,1399
"2347, NSW",406,131,0,144,42,0,11,88,162,986
"2350, NSW",2927,2382,4,2023,118,29,31,560,970,9049
"2351, NSW",0,0,0,0,0,0,0,0,0,0
"2352, NSW",378,385,0,167,13,0,3,63,78,1087
"2353, NSW",161,143,0,32,4,0,0,29,25,401
"2354, NSW",640,302,0,222,87,8,20,182,266,1720
"2355, NSW",111,78,0,33,12,0,5,36,43,323
"2356, NSW",28,11,0,10,3,0,0,7,14,77
"2357, NSW",681,362,0,321,21,4,11,170,226,1797
"2358, NSW",605,433,0,279,43,5,15,104,191,1666
"2359, NSW",119,69,0,51,12,4,8,25,57,343
"2360, NSW",1803,1540,6,1167,71,4,15,422,433,5463
"2361, NSW",175,71,0,46,13,5,3,35,58,404
"2365, NSW",565,361,4,274,52,0,10,120,227,1617
"2369, NSW",150,87,0,54,0,0,4,40,33,360
"2370, NSW",1151,773,0,631,61,7,15,299,443,3376
"2371, NSW",278,100,0,50,14,6,6,64,114,629
"2372, NSW",930,447,0,358,45,0,10,183,319,2293
"2379, NSW",45,26,0,17,10,0,3,14,40,159
"2380, NSW",1226,1150,0,896,46,10,13,294,348,3991
"2381, NSW",189,112,0,88,20,0,4,38,84,541
"2382, NSW",195,112,0,126,33,3,7,43,122,636
"2386, NSW",51,20,0,27,15,0,0,19,29,157
"2387, NSW",23,14,0,15,8,0,5,10,22,97
"2388, NSW",299,228,0,201,52,0,8,145,134,1067
"2390, NSW",1020,954,5,609,73,4,16,305,325,3299
"2395, NSW",152,56,0,47,6,0,3,35,98,396
"2396, NSW",169,63,0,77,16,0,5,30,63,423
"2397, NSW",57,16,0,37,15,0,0,18,20,160
"2398, NSW",34,19,0,14,9,0,0,14,10,90
"2399, NSW",50,45,0,17,9,0,4,28,8,159
"2400, NSW",875,863,0,890,103,4,27,432,373,3563
"2401, NSW",46,39,0,12,14,0,0,12,20,145
"2402, NSW",328,153,5,131,32,0,3,62,88,800
"2403, NSW",120,68,0,33,10,0,6,29,35,301
"2404, NSW",393,139,0,123,29,0,5,69,109,878
"2405, NSW",83,30,0,21,42,3,4,24,69,271
"2408, NSW",42,24,0,26,28,0,3,17,59,194
"2409, NSW",84,31,0,151,22,0,3,42,49,380
"2410, NSW",48,26,0,17,12,0,0,13,28,145
"2411, NSW",9,3,0,0,10,0,4,4,9,49
"2415, NSW",57,37,0,33,6,0,0,17,44,180
"2420, NSW",685,452,0,274,23,4,4,131,258,1826
"2421, NSW",248,291,0,60,4,0,3,38,81,725
"2422, NSW",1052,462,0,395,42,0,7,172,398,2549
"2423, NSW",588,287,0,181,33,0,10,101,365,1562
"2424, NSW",80,41,0,27,6,0,0,24,37,218
"2425, NSW",275,240,0,80,8,0,3,45,127,790
"2426, NSW",121,89,0,42,7,3,6,34,24,317
"2427, NSW",665,202,0,197,10,0,4,57,311,1454
"2428, NSW",3548,1836,29,1159,54,35,22,502,1791,8986
"2429, NSW",1707,1068,0,562,54,16,18,296,422,4140
"2430, NSW",4876,3293,4,2347,87,25,49,685,1193,12560
"2431, NSW",995,406,0,369,14,0,7,110,336,2234
"2439, NSW",534,332,0,115,10,0,6,125,95,1214
"2440, NSW",3028,2190,5,1516,93,12,31,759,946,8577
"2441, NSW",639,531,0,275,23,0,8,168,203,1855
"2443, NSW",1562,652,0,439,25,9,10,216,398,3320
"2444, NSW",5369,3978,11,2505,74,65,37,657,1101,13795
"2445, NSW",1087,749,0,328,8,5,8,97,304,2573
"2446, NSW",1837,1520,0,751,57,14,9,351,302,4841
"2447, NSW",1199,717,0,433,37,3,7,220,370,3003
"2448, NSW",1424,737,3,729,15,9,20,206,384,3519
"2449, NSW",385,210,0,171,12,4,0,68,69,938
"2450, NSW",4692,4036,9,2336,87,32,37,837,964,13029
"2452, NSW",1591,1552,0,1070,29,35,37,203,325,4840
"2453, NSW",590,247,0,192,38,4,9,85,240,1409
"2454, NSW",1161,814,0,539,45,8,28,208,346,3143
"2455, NSW",507,251,0,228,9,4,3,74,100,1179
"2456, NSW",1928,1521,6,981,32,13,22,356,608,5465
"2460, NSW",4032,3144,6,1895,129,14,54,821,917,11008
"2462, NSW",427,232,0,153,21,5,4,78,346,1275
"2463, NSW",1277,772,0,503,23,0,11,201,274,3062
"2464, NSW",1193,496,0,474,15,4,3,179,406,2762
"2465, NSW",50,42,0,31,0,0,0,15,13,149
"2466, NSW",369,85,0,172,4,3,3,39,165,832
"2469, NSW",800,378,0,252,48,5,12,199,321,2018
"2470, NSW",1998,1622,10,1159,53,13,14,401,360,5622
"2471, NSW",323,287,0,173,11,0,5,97,73,973
"2472, NSW",234,219,0,130,16,0,0,68,63,721
"2473, NSW",383,171,0,186,8,4,5,58,126,937
"2474, NSW",1110,674,3,448,53,6,14,261,326,2889
"2475, NSW",72,28,0,31,5,0,0,25,36,194
"2476, NSW",154,73,4,64,14,0,9,24,103,450
"2477, NSW",1776,1265,4,654,51,18,25,276,241,4305
"2478, NSW",3191,2183,7,1357,47,48,25,519,607,7980
"2479, NSW",633,516,0,349,25,3,17,148,237,1929
"2480, NSW",5500,4955,8,2905,151,33,81,1216,1261,16113
"2481, NSW",1118,873,3,761,35,8,22,505,617,3951
"2482, NSW",868,569,0,491,45,5,21,375,249,2629
"2483, NSW",1341,1171,0,804,29,10,16,348,446,4172
"2484, NSW",2534,2069,7,1192,99,17,42,597,513,7056
"2485, NSW",1157,791,0,533,19,0,10,199,202,2903
"2486, NSW",3516,2975,0,1214,41,22,43,421,566,8794
"2487, NSW",1297,1046,0,572,22,9,10,248,408,3607
"2488, NSW",254,326,0,173,9,0,0,54,84,897
"2489, NSW",671,754,3,334,5,4,11,89,192,2066
"2490, NSW",75,100,0,51,6,0,0,20,23,276
"2500, NSW",2600,1956,3,1364,50,8,24,360,498,6868
"2502, NSW",1630,873,0,780,34,3,14,260,305,3894
"2505, NSW",698,410,0,286,18,0,5,78,137,1627
"2506, NSW",856,722,0,774,12,10,5,175,141,2693
"2508, NSW",830,1289,3,262,11,0,14,97,206,2709
"2515, NSW",1308,1305,3,381,18,4,12,150,372,3547
"2516, NSW",605,787,0,210,13,3,4,73,122,1819
"2517, NSW",1349,1375,0,417,10,0,5,169,207,3531
"2518, NSW",1879,1546,0,898,23,9,9,200,286,4850
"2519, NSW",2099,1456,6,700,26,11,5,206,273,4779
"2522, NSW",0,0,0,0,0,0,0,0,0,0
"2525, NSW",1495,1378,0,295,19,0,11,115,182,3498
"2526, NSW",1818,1870,4,880,19,4,14,225,216,5059
"2527, NSW",1976,2885,5,937,39,8,14,264,316,6448
"2528, NSW",2847,1994,9,1878,35,3,18,520,513,7825
"2529, NSW",2681,3037,0,1048,25,4,16,308,436,7563
"2530, NSW",3635,4395,8,1625,47,17,23,405,544,10697
"2533, NSW",2196,1533,4,549,44,4,5,203,631,5176
"2534, NSW",790,579,0,267,13,6,8,142,533,2337
"2535, NSW",1218,664,0,295,28,37,9,180,512,2949
"2536, NSW",2700,1565,3,1171,50,11,26,436,2855,8815
"2537, NSW",2159,1166,6,759,64,8,18,299,1764,6239
"2538, NSW",384,243,0,80,9,4,3,72,135,926
"2539, NSW",3466,1717,3,1216,57,15,28,480,3546,10514
"2541, NSW",2878,2557,15,2304,52,24,27,637,717,9208
"2545, NSW",225,113,0,45,4,0,9,31,149,578
"2546, NSW",1804,751,0,554,43,11,22,300,1175,4656
"2548, NSW",1119,666,4,348,10,5,7,136,501,2796
"2549, NSW",552,407,0,151,17,0,11,70,221,1430
"2550, NSW",2605,1857,3,942,96,16,33,500,859,6905
"2551, NSW",529,283,0,277,18,0,6,115,235,1458
"2555, NSW",30,11,0,26,3,0,0,4,4,74
"2556, NSW",305,220,0,119,12,0,10,43,52,756
"2557, NSW",618,1247,0,521,24,0,14,231,111,2769
"2558, NSW",811,1705,5,591,14,0,9,125,131,3392
"2559, NSW",20,45,0,146,0,3,0,41,16,270
"2560, NSW",5596,8430,20,5491,91,57,81,1199,981,21945
"2563, NSW",31,21,0,36,0,0,0,3,7,102
"2564, NSW",782,1091,6,1178,13,11,21,256,147,3498
"2565, NSW",1390,1977,0,830,23,5,17,261,232,4730
"2566, NSW",1821,3462,8,1549,38,6,19,363,304,7578
"2567, NSW",2455,6346,6,1990,31,7,20,415,387,11656
"2568, NSW",91,121,0,22,3,3,6,13,11,273
"2569, NSW",154,209,0,30,3,3,3,26,20,440
"2570, NSW",3296,6077,11,1828,79,26,38,609,645,12605
"2571, NSW",1012,2016,4,397,21,0,9,181,227,3866
"2572, NSW",397,599,0,196,17,4,7,95,71,1377
"2573, NSW",493,619,0,452,13,5,6,131,101,1827
"2574, NSW",520,884,0,204,6,0,11,129,103,1854
"2575, NSW",1926,2126,4,875,39,4,14,389,624,6001
"2576, NSW",2351,1288,5,635,45,45,37,265,658,5335
"2577, NSW",2168,1801,0,935,84,14,32,434,1046,6521
"2578, NSW",607,304,0,115,7,4,5,44,213,1301
"2579, NSW",670,554,0,201,33,7,8,96,413,1973
"2580, NSW",3620,3315,10,2110,114,24,37,698,1717,11636
"2581, NSW",277,333,0,87,29,0,10,45,159,942
"2582, NSW",1373,1914,0,608,64,10,18,252,451,4684
"2583, NSW",849,426,0,227,60,6,11,191,480,2254
"2584, NSW",87,73,0,41,14,0,5,10,44,271
"2585, NSW",47,14,0,16,11,0,0,14,34,131
"2586, NSW",483,281,0,153,48,4,11,95,344,1411
"2587, NSW",508,340,0,167,30,4,6,95,162,1317
"2588, NSW",60,19,0,12,0,0,3,7,37,141
"2590, NSW",1216,755,3,530,48,5,13,200,354,3118
"2594, NSW",1538,1227,0,888,85,13,23,302,521,4601
"2619, NSW",695,1414,0,453,9,0,11,69,162,2807
"2621, NSW",547,1042,0,262,22,7,3,153,172,2209
"2622, NSW",673,443,3,207,36,6,7,220,543,2134
"2623, NSW",72,111,0,38,0,0,0,22,41,285
"2625, NSW",0,0,0,5,0,0,0,5,0,8
"2626, NSW",56,76,0,14,0,0,0,13,23,184
"2627, NSW",427,437,0,255,22,4,12,99,341,1602
"2628, NSW",292,221,0,107,26,0,5,47,216,923
"2629, NSW",133,35,0,35,9,0,4,32,251,496
"2630, NSW",1288,1015,0,610,59,11,9,244,486,3723
"2631, NSW",121,60,0,28,14,0,4,18,111,361
"2632, NSW",338,179,0,119,20,0,3,61,161,894
"2633, NSW",95,36,0,15,10,0,5,16,61,241
"2640, NSW",3845,4368,16,2516,57,90,65,775,1240,12971
"2641, NSW",1620,1627,0,1241,21,24,14,358,416,5326
"2642, NSW",641,664,0,194,38,3,13,139,259,1963
"2643, NSW",392,367,0,148,19,0,3,99,111,1140
"2644, NSW",390,281,0,137,33,0,5,62,214,1134
"2645, NSW",71,37,0,17,10,0,0,26,64,218
"2646, NSW",1087,728,0,441,54,0,20,201,432,2966
"2647, NSW",339,226,0,118,15,0,0,70,216,991
"2648, NSW",358,222,0,145,32,7,10,100,193,1074
"2649, NSW",5,8,0,0,0,0,0,0,0,15
"2650, NSW",5689,6646,17,4728,135,52,55,1069,1765,20153
"2651, NSW",112,286,0,193,5,0,4,20,56,673
"2652, NSW",656,532,3,233,58,4,19,177,288,1971
"2653, NSW",382,252,0,188,17,0,3,75,153,1077
"2655, NSW",196,180,0,62,7,0,8,51,47,538
"2656, NSW",248,116,0,69,19,0,0,46,100,593
"2658, NSW",272,117,0,77,25,3,7,41,97,628
"2659, NSW",146,106,0,32,9,0,4,22,20,343
"2660, NSW",235,196,0,96,13,3,6,34,87,666
"2661, NSW",0,0,0,45,0,0,0,3,8,57
"2663, NSW",519,508,0,340,17,4,7,178,139,1708
"2665, NSW",446,151,4,94,49,4,6,98,159,1010
"2666, NSW",953,583,0,360,54,5,11,120,287,2375
"2668, NSW",88,37,0,14,10,3,0,16,41,209
"2669, NSW",358,110,0,59,56,3,5,84,181,855
"2671, NSW",613,421,0,275,47,0,14,204,220,1780
"2672, NSW",188,90,0,139,16,0,0,71,60,558
"2675, NSW",204,96,0,141,37,0,11,64,91,646
"2678, NSW",0,0,0,0,0,0,0,0,0,0
"2680, NSW",2495,2146,4,1605,100,22,18,706,661,7743
"2681, NSW",214,202,0,101,15,0,5,59,59,662
"2700, NSW",702,516,0,391,28,3,8,204,278,2125
"2701, NSW",318,279,0,119,11,10,3,78,88,906
"2702, NSW",132,93,0,32,8,0,0,31,29,326
"2703, NSW",83,68,0,43,11,0,0,28,29,262
"2705, NSW",1201,1079,4,706,51,6,15,367,362,3788
"2706, NSW",131,109,0,127,20,3,3,38,59,495
"2707, NSW",176,112,0,100,32,0,5,48,132,593
"2710, NSW",1502,1107,4,721,86,8,26,401,503,4359
"2711, NSW",506,238,0,242,80,6,17,159,316,1564
"2712, NSW",233,138,0,79,19,0,0,77,95,647
"2713, NSW",409,270,0,197,44,5,5,141,197,1271
"2714, NSW",500,259,0,171,18,0,11,94,198,1260
"2715, NSW",233,112,0,111,32,0,3,50,151,693
"2716, NSW",168,103,0,71,23,0,0,59,101,524
"2717, NSW",168,105,0,122,9,0,0,78,77,559
"2720, NSW",1147,891,0,611,30,11,11,290,461,3450
"2721, NSW",41,10,0,12,9,0,3,14,38,130
"2722, NSW",493,321,0,200,44,5,9,104,164,1346
"2725, NSW",83,51,0,10,4,0,0,12,34,191
"2726, NSW",38,23,0,11,8,0,0,6,31,123
"2727, NSW",63,23,0,10,7,0,4,12,43,167
"2729, NSW",293,189,0,74,27,0,3,42,105,745
"2730, NSW",248,156,3,105,11,0,4,54,83,667
"2731, NSW",873,721,0,393,26,0,9,143,280,2454
"2732, NSW",347,161,0,95,17,6,9,57,161,851
"2733, NSW",101,40,0,26,20,0,0,30,75,300
"2734, NSW",65,36,0,7,17,0,0,17,49,204
"2735, NSW",60,56,0,22,6,0,0,16,22,184
"2736, NSW",69,30,0,16,4,0,0,25,26,167
"2737, NSW",103,71,0,46,10,0,0,38,63,340
"2738, NSW",212,234,0,72,10,0,3,41,72,648
"2739, NSW",125,190,0,88,0,0,7,55,75,534
"2745, NSW",2047,4444,6,1423,52,6,29,414,374,8789
"2747, NSW",2854,4993,9,2731,52,6,30,591,662,11924
"2748, NSW",261,160,0,62,6,0,9,36,37,566
"2749, NSW",1134,2471,4,992,21,4,16,279,173,5096
"2750, NSW",4008,4745,11,2659,77,20,33,640,658,12840
"2752, NSW",444,846,0,147,14,0,5,94,82,1633
"2753, NSW",1607,1956,5,920,41,9,20,324,292,5169
"2754, NSW",576,552,0,324,14,20,8,78,92,1664
"2755, NSW",0,0,0,0,0,0,0,0,0,3
"2756, NSW",2793,4635,6,1942,102,18,36,635,569,10724
"2757, NSW",105,120,0,28,9,0,0,12,15,293
"2758, NSW",980,1414,0,170,29,0,11,238,230,3070
"2759, NSW",2281,4016,7,1351,36,3,20,452,280,8456
"2760, NSW",2138,3266,3,2612,56,60,38,675,588,9441
"2761, NSW",1438,4504,9,1765,24,5,18,434,279,8480
"2762, NSW",323,576,0,298,9,0,0,87,111,1404
"2763, NSW",885,1596,0,1051,15,0,11,259,229,4050
"2765, NSW",1518,1488,0,1030,48,9,25,358,412,4878
"2766, NSW",999,1486,7,808,14,7,21,212,184,3731
"2767, NSW",1355,2571,8,1702,36,17,18,360,269,6328
"2768, NSW",1588,4068,4,1286,16,8,15,253,232,7464
"2769, NSW",216,1584,0,369,3,0,4,115,88,2383
"2770, NSW",3407,4299,15,5637,70,45,31,1356,780,15632
"2773, NSW",868,830,0,215,7,0,0,77,109,2108
"2774, NSW",1664,1950,0,557,12,5,7,139,261,4601
"2775, NSW",226,204,0,70,11,0,6,135,157,810
"2776, NSW",532,646,0,184,4,0,5,53,93,1525
"2777, NSW",2248,2632,4,620,29,10,10,194,313,6054
"2778, NSW",329,458,0,72,7,4,3,35,76,975
"2779, NSW",641,846,0,237,13,4,9,71,152,1966
"2780, NSW",1933,1612,4,969,49,8,30,365,1235,6199
"2782, NSW",1060,767,0,396,22,0,8,142,410,2820
"2783, NSW",349,422,0,164,4,0,4,50,107,1095
"2784, NSW",163,231,0,63,0,0,0,26,50,537
"2785, NSW",855,595,0,395,12,5,5,133,743,2753
"2786, NSW",217,165,0,92,9,0,0,74,212,770
"2787, NSW",644,475,0,299,28,0,7,197,339,1990
"2790, NSW",2316,1639,0,1086,51,20,25,534,603,6278
"2791, NSW",59,34,0,15,6,0,0,7,28,154
"2792, NSW",73,45,0,17,4,0,0,18,36,206
"2793, NSW",194,97,0,37,11,0,3,47,143,536
"2794, NSW",1550,1061,0,826,49,7,15,349,386,4238
"2795, NSW",4554,4790,4,2864,127,19,48,872,1657,14934
"2797, NSW",69,67,0,14,7,0,0,11,26,191
