Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
6221,36,170.553,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,29.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,38,200.363
6223,20,77.529,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,3.780,1,6.270,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,8.800,1,6.400,0,0.000,2,13.700,0,0.000,27,123.079
6224,133,630.367,3,18.300,1,6.600,1,6.600,2,12.870,2,7.800,1,6.600,1,6.600,5,30.460,0,0.000,3,16.590,4,117.120,0,0.000,1,6.600,3,17.480,2,25.100,2,16.680,0,0.000,12,51.410,6,26.390,3,20.460,185,"1,024.027"
6225,"1,224","4,123.018",11,97.905,7,36.120,18,188.340,20,114.065,10,61.095,7,44.080,7,42.035,10,56.815,10,49.570,12,92.645,6,39.195,8,47.645,7,39.255,10,60.200,6,44.695,9,60.150,10,56.280,6,34.545,7,40.950,3,15.840,"1,408","5,344.443"
6226,150,611.839,2,13.080,2,12.960,2,11.990,2,11.980,2,14.100,0,0.000,1,6.050,0,0.000,1,2.475,2,19.700,1,6.615,0,0.000,0,0.000,1,6.270,9,57.330,0,0.000,2,13.000,1,6.600,0,0.000,0,0.000,178,793.989
6227,123,412.035,4,24.050,0,0.000,2,10.565,0,0.000,0,0.000,1,6.440,0,0.000,3,19.615,2,13.060,2,13.200,3,21.560,0,0.000,2,12.800,2,13.200,1,6.600,0,0.000,0,0.000,1,6.660,1,6.600,2,13.200,149,579.585
6228,21,101.975,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,19.565,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,25,128.140
6229,25,428.030,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,43.950,0,0.000,0,0.000,1,6.600,2,33.000,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,34,537.980
6230,"4,632","16,617.594",40,226.655,46,321.615,41,321.790,44,279.870,41,385.160,30,219.190,70,446.050,46,348.810,41,242.230,44,268.240,48,314.485,79,577.875,64,445.590,46,281.810,63,463.160,49,305.420,41,259.355,40,259.810,47,287.810,25,165.980,"5,577","23,038.499"
6231,16,40.840,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.290,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,45.130
6232,"1,577","4,877.359",14,88.645,17,101.475,12,70.885,9,44.130,17,103.180,9,52.765,26,145.780,18,102.480,17,106.170,19,114.880,13,69.880,23,134.395,15,87.745,13,79.875,13,84.055,11,61.770,16,101.915,17,115.030,18,115.620,9,59.870,"1,883","6,717.904"
6233,"2,702","9,275.955",20,116.840,20,113.590,27,156.495,20,118.350,36,224.795,19,108.175,28,248.940,25,145.215,24,154.975,24,147.365,35,212.210,41,248.305,20,123.140,31,182.805,37,232.810,33,194.795,26,159.820,26,193.725,34,219.305,15,103.240,"3,243","12,680.850"
6236,329,"1,252.236",0,0.000,2,13.040,5,20.760,5,29.200,6,36.740,4,23.185,4,28.410,2,11.000,3,18.350,4,25.045,4,22.695,4,24.220,1,6.600,4,26.115,2,13.200,1,6.600,3,17.600,3,20.955,6,39.690,3,15.760,395,"1,651.401"
6237,429,"1,569.858",4,21.920,4,22.820,4,21.370,2,9.625,0,0.000,1,6.600,4,20.440,1,6.600,4,26.045,2,46.220,2,13.110,1,3.780,3,21.060,8,53.460,6,40.420,6,39.500,7,45.120,7,40.380,5,31.760,0,0.000,500,"2,040.088"
6239,736,"2,677.689",6,42.725,10,118.300,7,35.825,4,20.320,3,14.900,7,57.740,2,13.090,7,38.650,7,37.100,5,39.400,13,84.400,10,68.420,7,59.440,2,13.215,8,46.710,3,19.650,5,25.400,4,22.400,12,97.315,4,20.110,862,"3,552.799"
6240,39,153.585,0,0.000,0,0.000,0,0.000,1,10.830,1,4.560,1,6.270,2,13.215,0,0.000,1,6.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,46,201.520
6243,4,15.648,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,15.648
6244,161,597.915,1,6.600,2,9.240,2,12.300,2,12.940,1,10.800,1,3.780,1,6.600,3,19.530,1,6.480,1,6.000,1,7.200,0,0.000,1,6.600,2,10.065,1,6.600,4,20.940,1,16.000,2,11.860,2,16.120,2,13.005,192,800.575
6251,65,494.696,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.925,2,13.455,0,0.000,0,0.000,0,0.000,1,3.960,0,0.000,0,0.000,1,6.400,0,0.000,0,0.000,0,0.000,2,10.560,1,6.600,0,0.000,73,537.596
6252,13,47.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,0,0.000,2,13.000,0,0.000,1,6.660,0,0.000,18,80.820
6253,128,383.656,1,6.460,1,3.900,0,0.000,0,0.000,2,12.205,2,12.110,2,34.350,0,0.000,0,0.000,2,10.230,1,6.290,2,13.770,2,6.450,1,6.400,2,11.800,0,0.000,0,0.000,1,6.600,1,39.960,0,0.000,148,554.181
6254,63,236.780,0,0.000,0,0.000,0,0.000,0,0.000,2,8.960,1,3.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.990,1,3.960,0,0.000,1,6.615,1,3.960,0,0.000,0,0.000,0,0.000,70,264.565
6255,517,"1,753.591",6,36.350,4,28.850,7,44.405,0,0.000,9,50.090,6,32.110,7,42.350,4,26.415,3,19.935,3,19.660,3,18.190,3,48.840,3,19.600,4,24.420,6,38.330,4,20.765,11,56.220,3,20.490,3,17.280,2,10.510,608,"2,328.401"
6256,23,77.005,0,0.000,0,0.000,2,34.100,0,0.000,1,3.850,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,26,114.955
6258,580,"2,809.680",6,45.850,5,48.740,7,39.500,4,19.600,3,21.510,1,1.140,2,9.900,9,80.375,3,19.815,8,69.620,4,212.520,6,160.520,6,33.960,4,22.420,7,42.990,4,20.220,5,26.880,3,18.670,4,23.435,0,0.000,671,"3,727.345"
6260,149,962.083,0,0.000,1,10.350,0,0.000,0,0.000,0,0.000,0,0.000,2,9.790,1,6.600,0,0.000,0,0.000,1,9.500,2,13.200,4,33.300,2,8.840,1,6.600,1,6.600,0,0.000,1,3.900,0,0.000,0,0.000,165,"1,070.763"
6262,99,506.569,0,0.000,0,0.000,1,6.510,0,0.000,0,0.000,0,0.000,0,0.000,2,13.080,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,1,6.600,3,39.360,1,6.650,0,0.000,0,0.000,0,0.000,109,591.969
6271,567,"1,902.013",3,12.080,9,52.865,2,13.270,1,6.600,5,27.615,5,34.080,4,25.000,9,65.590,3,22.995,3,16.775,4,25.890,6,39.415,4,23.080,3,19.800,6,38.210,6,117.140,4,21.160,4,23.825,5,30.420,4,24.730,657,"2,542.553"
6275,237,829.682,5,18.330,1,6.480,0,0.000,1,6.600,1,4.620,3,19.880,2,27.650,0,0.000,3,30.440,1,6.600,2,10.320,2,12.760,1,6.600,1,9.900,1,6.600,0,0.000,1,6.400,1,13.200,4,22.195,1,6.660,268,"1,044.917"
6280,"3,820","14,051.178",16,87.825,38,366.140,30,258.230,51,318.285,49,419.555,32,329.120,26,182.215,42,243.810,35,229.865,46,297.380,68,469.175,61,725.760,47,342.140,44,289.285,33,213.575,50,363.860,45,442.015,55,480.025,70,457.790,39,375.980,"4,697","20,943.208"
6281,997,"4,032.925",4,23.620,6,46.090,6,33.980,4,24.810,11,62.300,16,524.230,16,92.015,11,70.220,11,63.430,8,51.605,25,173.445,29,186.646,10,60.475,19,144.050,13,94.330,19,119.230,20,122.295,22,150.845,17,114.570,7,52.575,"1,271","6,243.686"
6282,309,"1,195.061",1,5.400,1,6.600,4,52.880,2,12.505,5,30.562,4,23.665,3,39.535,2,13.200,2,13.950,7,133.060,4,23.470,3,18.210,4,26.080,2,27.400,7,60.905,10,65.395,5,36.600,5,71.295,2,19.800,3,15.480,385,"1,891.053"
6284,233,"1,179.538",2,11.080,3,19.360,8,41.045,3,49.260,2,10.450,2,12.540,5,30.310,1,5.500,2,10.450,2,21.400,6,43.180,3,19.815,2,13.200,2,13.200,4,23.660,5,33.015,4,26.400,2,13.230,5,29.760,5,53.820,301,"1,660.213"
6285,900,"3,803.097",13,72.495,6,30.870,8,42.570,6,36.485,8,44.095,8,40.485,7,43.380,9,53.805,9,112.930,14,220.335,14,76.255,12,80.675,13,87.850,7,45.050,17,99.175,10,61.395,7,36.615,9,51.130,12,73.260,8,44.815,"1,097","5,156.767"
6286,100,423.486,2,9.840,0,0.000,0,0.000,2,10.125,0,0.000,0,0.000,3,16.790,0,0.000,1,27.000,0,0.000,1,6.660,1,6.400,0,0.000,3,19.565,1,6.600,0,0.000,3,22.860,0,0.000,0,0.000,1,13.200,118,562.526
6288,70,479.096,0,0.000,0,0.000,0,0.000,0,0.000,1,5.225,0,0.000,1,3.300,1,20.355,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.900,0,0.000,1,6.400,0,0.000,1,2.640,1,6.660,0,0.000,78,535.576
6290,219,673.224,0,0.000,2,10.400,3,15.840,5,30.060,8,42.495,2,11.400,3,14.365,5,30.230,1,3.960,0,0.000,4,22.495,2,12.840,4,29.830,1,6.600,6,38.130,1,6.600,3,17.040,1,10.500,2,12.800,0,0.000,272,988.809
6302,615,"2,355.140",14,76.690,8,47.505,12,64.115,2,9.350,4,19.080,5,32.570,4,20.950,7,39.330,6,29.780,10,57.490,4,23.320,4,18.260,3,16.320,3,19.580,3,21.450,4,103.070,5,32.350,3,19.800,5,29.040,1,5.610,722,"3,040.800"
6304,346,"1,127.070",0,0.000,0,0.000,3,14.200,1,6.510,1,6.600,2,9.960,2,9.915,2,7.740,5,26.805,0,0.000,2,7.080,0,0.000,1,6.600,3,19.515,4,25.140,2,13.200,2,10.560,3,19.800,0,0.000,0,0.000,379,"1,310.695"
6306,151,729.981,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.215,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,4,25.115,0,0.000,1,6.600,3,19.500,0,0.000,1,3.960,1,3.600,2,13.200,166,820.571
6308,207,835.485,0,0.000,5,31.800,1,3.850,2,10.575,2,9.120,2,13.260,1,6.600,3,24.600,1,6.510,1,39.060,4,23.330,2,13.200,3,14.360,0,0.000,2,13.215,3,24.680,1,6.600,0,0.000,4,38.285,1,6.600,245,"1,121.130"
6309,53,216.904,0,0.000,0,0.000,1,6.050,1,6.210,1,14.400,0,0.000,0,0.000,0,0.000,0,0.000,1,1.830,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.300,1,39.600,2,13.600,0,0.000,61,301.894
6311,88,336.635,2,13.155,0,0.000,0,0.000,1,6.600,0,0.000,1,4.200,0,0.000,0,0.000,1,2.200,1,19.530,0,0.000,0,0.000,0,0.000,1,3.850,0,0.000,0,0.000,0,0.000,1,3.960,0,0.000,0,0.000,96,390.130
6312,455,"1,885.921",7,46.015,9,59.400,6,131.800,3,17.040,3,33.150,5,26.400,0,0.000,4,26.490,5,34.080,1,6.300,2,13.200,4,20.130,2,12.100,2,13.215,8,68.900,6,34.290,4,21.555,4,26.160,5,33.000,1,6.660,536,"2,515.806"
6313,39,150.890,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,40,157.490
6315,271,"1,005.595",2,14.300,2,13.200,0,0.000,5,32.860,3,17.020,2,6.600,2,13.500,2,13.095,1,2.280,1,6.600,2,13.200,2,13.260,1,6.200,5,33.440,1,6.600,2,9.860,4,23.760,1,6.600,0,0.000,2,14.520,311,"1,252.490"
6316,55,181.544,0,0.000,0,0.000,0,0.000,1,6.600,2,11.550,1,6.600,0,0.000,0,0.000,0,0.000,1,3.720,0,0.000,0,0.000,1,3.840,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,63,227.054
6317,363,"1,482.473",1,6.120,3,19.615,7,36.370,0,0.000,5,66.300,1,4.400,3,16.320,1,5.610,5,33.060,0,0.000,1,3.300,2,13.260,2,13.400,0,0.000,3,19.800,1,6.600,0,0.000,1,10.890,2,15.855,4,25.080,405,"1,778.453"
6318,45,163.586,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.900,1,10.230,2,10.380,0,0.000,1,6.615,0,0.000,0,0.000,51,201.311
6320,41,168.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,21.450,0,0.000,0,0.000,0,0.000,43,190.350
6321,33,157.313,1,6.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,12.100,0,0.000,0,0.000,0,0.000,1,3.600,0,0.000,0,0.000,1,6.615,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,39,192.328
6322,23,66.630,1,10.800,2,31.950,0,0.000,0,0.000,0,0.000,0,0.000,2,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,29,125.880
6323,108,353.734,2,13.215,3,13.500,1,6.600,2,11.810,1,6.600,0,0.000,0,0.000,1,6.555,1,13.120,1,7.200,1,3.850,3,17.400,0,0.000,1,3.600,1,6.600,0,0.000,1,6.600,4,22.440,1,6.600,0,0.000,132,499.424
6324,328,"1,453.043",3,16.985,6,36.345,2,11.080,5,38.850,2,14.535,2,12.600,3,13.250,3,15.105,1,3.850,5,32.400,4,34.430,4,59.400,5,23.730,0,0.000,3,14.190,0,0.000,3,19.000,2,13.200,0,0.000,0,0.000,381,"1,811.993"
6326,56,185.236,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,60,210.331
6327,28,94.573,0,0.000,1,6.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.850,0,0.000,1,6.600,0,0.000,0,0.000,1,6.270,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,32,117.293
6328,35,134.560,0,0.000,0,0.000,0,0.000,0,0.000,1,3.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.650,0,0.000,0,0.000,0,0.000,38,154.410
6330,"2,722","9,530.875",17,74.090,35,178.080,22,112.290,20,103.833,33,156.480,17,135.400,22,109.430,30,209.950,17,112.235,33,154.320,51,386.245,29,409.470,36,218.105,26,140.770,26,156.005,26,133.250,31,220.905,36,229.260,21,116.910,7,261.520,"3,257","13,149.423"
6331,2,5.590,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.590
6332,6,17.126,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,6,17.126
6333,709,"2,605.514",1,3.660,1,6.400,5,43.635,3,12.170,9,44.400,5,116.495,7,25.595,4,21.370,1,4.950,6,37.910,3,30.735,13,79.595,3,16.485,5,22.520,6,33.445,10,50.860,6,29.090,8,47.710,5,27.960,2,7.260,812,"3,267.759"
6335,81,401.835,0,0.000,0,0.000,0,0.000,1,5.850,1,5.280,0,0.000,0,0.000,0,0.000,2,14.300,0,0.000,0,0.000,0,0.000,3,12.800,1,6.600,3,19.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,92,466.465
6336,38,158.820,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,12.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,0,0.000,1,5.940,0,0.000,0,0.000,43,190.060
6337,28,120.054,1,6.600,3,38.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,2,10.395,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,35,182.064
6338,75,363.053,0,0.000,0,0.000,0,0.000,0,0.000,1,6.460,0,0.000,1,6.600,0,0.000,1,6.275,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,3,18.555,0,0.000,2,10.560,0,0.000,0,0.000,85,424.703
6341,18,95.428,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,13.200,0,0.000,0,0.000,20,115.228
6343,13,48.680,1,7.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,16.245,0,0.000,1,5.040,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,18,84.125
6346,37,260.287,0,0.000,0,0.000,0,0.000,1,6.460,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,2,16.060,0,0.000,0,0.000,0,0.000,1,6.160,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,42,295.567
6348,83,362.608,0,0.000,0,0.000,0,0.000,1,7.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,36.600,10,39.800,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,104,452.808
6350,42,148.540,0,0.000,0,0.000,0,0.000,0,0.000,2,11.445,2,12.880,1,2.400,0,0.000,0,0.000,0,0.000,1,3.960,0,0.000,0,0.000,0,0.000,0,0.000,2,34.520,1,6.600,1,6.600,2,13.200,0,0.000,54,240.145
6351,4,17.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,17.200
6352,16,106.590,0,0.000,0,0.000,0,0.000,2,13.200,1,39.825,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,21,174.135
6353,62,280.755,1,7.560,4,24.500,0,0.000,4,26.400,3,19.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,22.020,0,0.000,1,6.600,0,0.000,16,94.950,2,13.080,3,16.815,0,0.000,99,512.480
6355,29,173.520,2,10.260,0,0.000,0,0.000,2,13.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.460,1,6.615,1,7.600,0,0.000,1,7.800,0,0.000,2,13.215,0,0.000,0,0.000,3,16.050,0,0.000,42,254.720
6356,15,87.055,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.230,0,0.000,0,0.000,16,97.285
6357,8,36.415,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,43.015
6358,3,17.675,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,17.675
6359,42,337.365,0,0.000,0,0.000,0,0.000,4,23.375,2,10.450,0,0.000,1,0.275,0,0.000,1,7.700,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,50,379.165
6361,9,40.030,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10,47.950
6363,13,33.820,0,0.000,0,0.000,0,0.000,2,13.200,0,0.000,0,0.000,0,0.000,0,0.000,2,13.320,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,60.340
6365,84,353.005,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.985,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,2,35.200,0,0.000,0,0.000,0,0.000,88,400.805
6367,33,203.170,0,0.000,0,0.000,2,14.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.560,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,38,241.330
6368,6,30.570,0,0.000,1,6.440,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.850,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,8,40.860
6369,92,543.690,0,0.000,0,0.000,2,14.140,1,6.600,1,4.860,0,0.000,0,0.000,1,6.460,0,0.000,0,0.000,1,6.460,1,6.660,1,7.800,1,6.600,1,6.400,0,0.000,0,0.000,1,6.600,1,3.700,0,0.000,104,619.970
6370,50,164.960,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,54,191.360
6372,22,69.870,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,26,96.285
6373,5,22.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.095,0,0.000,1,6.660,0,0.000,8,39.655
6375,173,668.966,0,0.000,1,6.460,0,0.000,0,0.000,0,0.000,2,29.595,0,0.000,0,0.000,0,0.000,2,11.780,1,3.960,1,3.300,1,6.600,0,0.000,0,0.000,3,15.205,1,11.880,0,0.000,0,0.000,0,0.000,185,757.746
6383,149,519.894,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,4,19.290,2,13.200,3,16.895,0,0.000,0,0.000,0,0.000,0,0.000,2,12.540,1,6.600,0,0.000,0,0.000,1,6.600,2,8.070,0,0.000,165,609.689
6384,4,22.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,22.340
6385,2,9.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,15.960
6386,7,28.940,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,8,35.555
6390,208,848.517,0,0.000,4,26.370,1,6.615,2,17.325,7,41.230,3,19.600,7,57.360,4,27.235,3,16.925,4,31.380,3,27.645,4,23.655,3,17.820,2,19.560,3,19.500,0,0.000,2,13.200,2,45.110,3,16.500,3,19.800,268,"1,295.347"
6391,90,435.711,1,7.920,0,0.000,1,6.600,0,0.000,2,14.300,1,11.800,0,0.000,3,52.420,1,6.600,1,6.600,1,6.600,1,6.490,1,6.600,2,13.200,3,61.700,0,0.000,2,6.325,1,7.920,1,6.500,1,8.140,113,665.426
6392,53,167.134,3,24.070,0,0.000,2,32.400,2,9.300,0,0.000,1,4.950,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,10.800,3,23.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,66,279.154
6393,17,52.740,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,19,65.940
