postcode,installations,households,installRate,income,ownership,solar
2079,451,2401.004018417748,0.18783808629241996,"$2,268",0.870076957899502,14.6
2080,142,595.0178694158076,0.23864829494854756,"$2,022",0.8602941176470589,14.6
2081,502,1812.046234676007,0.2770348738313277,"$2,304",0.8807669263031755,14.6
2082,539,1860.9130268199233,0.28964276794874516,"$2,120",0.8884955752212389,14.6
2083,180,792.0493297587132,0.22725857246143305,"$1,574",0.800369685767098,14.6
2084,265,1120.9922261484098,0.2363977142914783,"$2,467",0.8716904276985743,14.6
2085,807,4027.0711736073554,0.20039377632283276,"$2,228",0.8968697596422582,14.6
2086,772,4320.981727725011,0.17866310219424522,"$2,511",0.8739032338932063,14.6
2087,773,4086.0313326551372,0.18918112394838102,"$2,287",0.8548215237080448,14.6
2088,694,6017.9626168224295,0.11532142091744033,"$2,522",0.8595983005021244,14.6
2089,84,1158.7419053185272,0.07249241579548225,"$2,349",0.784394250513347,14.6
2090,191,1861.919266055046,0.10258232109316026,"$2,367",0.8189172370877411,14.6
2092,374,2321.033019291162,0.16113514839793994,"$3,384",0.8379427462396895,14.6
2093,906,5753.032862830257,0.15748215273609353,"$2,382",0.8603966228156293,14.6
2094,150,1269.0531092436975,0.11819836294274061,"$2,620",0.808206958073149,14.6
2095,275,1697.883987915408,0.16196630744932913,"$2,449",0.7697642163661581,14.6
2096,500,2723.004728481714,0.1836206873863156,"$2,328",0.8385744234800838,14.6
2097,716,3820.0048459309983,0.18743431720058432,"$2,274",0.8838973162193698,14.6
2099,1357,7630.0243079000675,0.17785002317685578,"$1,805",0.7875909158379101,14.6
2100,1103,6039.002391629298,0.18264606113236118,"$2,214",0.8441701970897034,14.6
2101,787,4624.98009698503,0.17016289443343463,"$1,926",0.8136891524586113,14.6
2102,430,1994.9948207171315,0.21553940668649452,"$2,160",0.8430167597765363,14.6
2103,486,2926.0306600425833,0.16609532040683644,"$2,001",0.8528951486697965,14.6
2104,187,1448.313846153846,0.1291156612888834,"$1,476",0.8271391529818496,14.6
2105,99,919.1389527458493,0.1077095032304375,"$2,202",0.8857142857142857,14.6
2106,336,2676.9920118343193,0.12551400919936523,"$2,066",0.8731665228645384,14.6
2107,674,5120.971961560203,0.1316156395815635,"$2,250",0.886528134485174,14.6
2108,95,1234.9264705882354,0.07692765704078594,"$2,058",0.8125,14.6
2109,1,148.384,0.00673927108043994,"$1,453",0.175,14.6
2110,361,2840.004532577904,0.12711247318761013,"$2,739",0.8709415584415584,14.6
2111,545,3867.0571903574396,0.14093404187529604,"$1,999",0.8258459743290548,14.6
2112,1102,8029.01203539823,0.1372522540932201,"$1,809",0.7720865317515702,14.6
2113,778,5002.0468994709,0.15553632655509372,"$1,917",0.7714413009578971,14.6
2114,775,4947.023642039542,0.15665985369750238,"$1,783",0.7911520323377498,14.6
2115,451,3592.1122539682538,0.12555286920718425,"$1,620",0.6254360926102125,14.6
2116,284,2282.143950361944,0.12444438483162208,"$1,553",0.6322008862629247,14.6
2117,817,6774.094109882858,0.12060653229013496,"$1,574",0.6872817955112219,14.6
2118,1359,6680.008227465215,0.20344286320073648,"$1,834",0.7913939790575916,14.6
2119,595,3702.0160925874898,0.16072323434556718,"$2,693",0.8965922444183314,14.6
2120,1076,6682.016496105086,0.16102923430781638,"$2,291",0.8427168576104747,14.6
2121,1280,7211.024114285714,0.17750599356119198,"$2,048",0.8054202192448234,14.6
2122,1241,8936.06182037372,0.13887549403145238,"$1,645",0.6955212645841174,14.6
2125,1296,5315.014247414783,0.2438375401590641,"$2,675",0.8865392435949573,14.6
2126,1460,5910.991298527443,0.2469974876064727,"$2,443",0.8528349584687613,14.6
2127,78,1155.0105263157895,0.06753185206787816,"$2,005",0.7785046728971963,14.6
2128,116,458.268221574344,0.2531268688051099,"$1,536",0.5989304812834224,14.6
2130,141,1165.9546925566342,0.12093094260019986,"$1,940",0.7680157946692991,14.9
2131,442,2972.9142342342343,0.14867566474343674,"$1,632",0.7497098646034817,14.9
2132,358,2744.9862513426424,0.13041959675568252,"$1,846",0.8057259713701431,14.6
2133,338,3135.018805093046,0.10781434530819929,"$1,597",0.7892844300611291,14.9
2134,289,2197.9888739344997,0.13148383207357955,"$1,398",0.7171293871136721,14.6
2135,765,4638.983780359028,0.1649068063654221,"$1,883",0.8203048180924287,14.9
2136,264,1991.990476190476,0.13253075411529028,"$1,724",0.7830717488789237,14.9
2137,786,5729.008181978487,0.13719652251021194,"$2,110",0.8199883109292812,14.6
2138,375,2408.9548766157463,0.1556691674220249,"$1,835",0.7972972972972973,14.6
2140,173,1120.856035113387,0.1543463161908203,"$1,723",0.6493775933609959,14.6
2141,1185,6667.007754051189,0.17774090622287606,"$1,480",0.6834446156480055,14.6
2142,701,4993.084108012395,0.14039419021103738,"$1,326",0.6168939937784159,14.6
2143,450,2300.067515322961,0.19564643081219024,"$1,323",0.6898263027295285,14.9
2144,1027,6232.044730599797,0.16479342565648714,"$1,240",0.6606572769953052,14.6
2145,3930,20839.018419243985,0.18858853718228902,"$1,712",0.7093305959263061,14.4
2146,1170,5586.055927983145,0.20945010488329116,"$1,724",0.7395125848981222,14.4
2147,2821,12815.028846309322,0.22013216152942464,"$1,617",0.7187226596675416,14.4
2148,4146,19286.02946078168,0.21497426458001268,"$1,498",0.6710980966325036,14.4
2150,238,2003.036325678497,0.11881961247975932,"$1,696",0.5400717703349283,14.6
2151,790,4825.016240219919,0.16373001885771737,"$1,709",0.7320763500931099,14.6
2152,504,3178.025186627718,0.15858905150302066,"$1,639",0.7535460992907801,14.6
2153,4495,17724.0168683028,0.25361068167559403,"$2,158",0.8476526822139682,14.6
2154,2671,11769.024809461234,0.22695168403866028,"$2,219",0.8158090284228126,14.6
2155,6194,16140.19231478635,0.3837624657251174,"$2,569",0.8249781893832628,14.5
2156,1310,4165.020891845282,0.3145242326550766,"$2,408",0.8823688480259599,14.5
2157,344,1190.9708737864078,0.2888399771745333,"$1,985",0.8309859154929577,14.5
2158,570,2674.015865751335,0.21316253478542602,"$2,198",0.850752508361204,14.5
2159,422,1616.0105329153605,0.26113691179889265,"$1,977",0.8599033816425121,14.5
2160,1126,8420.008158368326,0.13372908657824892,"$1,237",0.6635220125786163,14.6
2161,1287,8013.035775749674,0.1606132851540392,"$1,155",0.6537844538427884,14.9
2162,863,5493.02138317757,0.157108436286621,"$1,168",0.65802133444886,14.9
2163,355,2164.016603773585,0.16404680046398695,$844,0.5121555915721232,14.9
2164,1546,5990.000935985292,0.25809678771706224,"$1,296",0.7145546977970251,14.4
2165,2024,10187.97889908257,0.19866550765846813,"$1,077",0.6317324955116697,14.4
2166,2623,12476.999935887161,0.2102268184241595,"$1,080",0.6434648805213613,14.4
2167,826,3151.173281853282,0.26212458856410753,"$1,757",0.6896797153024911,14.4
2168,2691,12390.027724425887,0.21719079729700055,"$1,255",0.664518504879396,14.4
2170,6499,27295.045373596593,0.23810182071676272,"$1,378",0.7217038369806268,14.4
2171,2781,9836.337274172569,0.2827271902623873,"$2,093",0.815955766192733,14.4
2172,286,871.2369047619047,0.3282689225362409,"$2,685",0.8485607008760951,14.9
2173,1057,4414.040761904762,0.23946312619548166,"$2,157",0.6986503067484663,14.9
2174,757,649.4759493670886,1.165555092128805,"$2,280",0.7473118279569892,14.4
2175,174,587.9905882352941,0.2959231040112687,"$1,720",0.8044354838709677,14.4
2176,3436,13926.015876968144,0.24673244884652948,"$1,567",0.782185980868747,14.4
2177,1118,4625.025524319501,0.24172839568588025,"$1,411",0.676199480028362,14.4
2178,326,1248.8599735799207,0.2610380722391994,"$1,935",0.7913461538461538,14.4
2179,807,2118.1834010446896,0.38098683976183884,"$1,481",0.6801152737752162,14.4
2190,1040,7458.014636810486,0.13944729940148912,"$1,190",0.6816122480862365,14.9
2191,208,2088.0,0.09961685823754789,"$1,440",0.7298881193393714,14.9
2192,348,2789.9659574468087,0.12473270473825654,"$1,192",0.7414432989690721,14.9
2193,573,3853.9960753937517,0.14867685093360097,"$1,681",0.835446770864052,14.9
2194,388,3037.9857743291304,0.12771620041100454,"$1,239",0.6881113619262603,14.9
2195,445,2685.9448180242634,0.1656772682051356,"$1,036",0.7050236152855303,14.9
2196,1128,8067.021173177249,0.13982856568550817,"$1,220",0.7431232091690544,14.9
2197,474,2748.0675611681136,0.17248484232990186,"$1,225",0.7069612338474365,14.9
2198,421,2810.9943482868243,0.14976906668509693,"$1,464",0.8253713368125251,14.9
2199,762,4875.012669306106,0.156307286091312,"$1,203",0.6953405017921147,14.9
2200,1451,8363.062164948453,0.17350104200844996,"$1,178",0.7039731393396754,14.9
2203,386,2522.959367945824,0.15299493321379906,"$1,811",0.7968957871396896,14.9
2204,800,5723.956642432254,0.13976346257927974,"$1,812",0.7322977607423845,14.9
2205,356,2754.010894368789,0.12926601006841482,"$1,763",0.7643338954468802,14.9
2206,776,6352.010333280178,0.12216604811460903,"$1,793",0.8238164076617275,14.9
2207,948,8285.025610363728,0.11442330350966544,"$1,602",0.8025285144977325,14.9
2208,559,4088.023570888945,0.1367408945439238,"$1,564",0.7859717216523426,14.9
2209,752,4570.041039797561,0.16454994461785213,"$1,458",0.7464019851116626,14.9
2210,1470,8909.012216524217,0.1650014574313278,"$1,395",0.7873462214411248,14.9
2211,852,5799.062785940116,0.14692029237305074,"$1,536",0.7475652512660693,14.9
2212,799,5263.066159226497,0.15181264605600694,"$1,580",0.7055663013109822,14.9
2213,1216,7581.032505147564,0.1604003147558501,"$1,733",0.7755795068654954,14.9
2214,354,1349.0138763197588,0.2624139056046973,"$1,851",0.9055244195356285,14.9
2216,545,4569.966939374869,0.11925688024223456,"$1,540",0.7843385707045109,14.9
2217,640,5275.013729271114,0.1213266984403533,"$1,612",0.8039599651871192,14.9
2218,376,2624.013328167377,0.14329195509940498,"$1,560",0.7837721191195511,14.9
2219,458,4119.010826771653,0.11119174463519571,"$1,532",0.8139666383941193,14.9
2220,779,5133.9938152299965,0.15173372388745307,"$1,422",0.7692986325540362,14.9
2221,660,5118.0003127443315,0.12895661580100615,"$1,946",0.8518518518518519,14.9
2222,337,2601.0266984505365,0.12956422177471497,"$1,591",0.8203821656050956,14.9
2223,887,5671.023226274723,0.15640916367444813,"$1,919",0.8474980142970612,14.9
2224,595,4720.0180242634315,0.1260588406530187,"$1,768",0.8383305349004557,14.9
2225,285,1796.9834332425069,0.15859912491554876,"$2,615",0.9221813725490197,14.9
2226,743,4042.0267962158014,0.18381867252725945,"$2,165",0.8607698607698607,14.9
2227,583,4542.006749555951,0.1283573609962154,"$2,051",0.8554129329135384,14.9
2228,686,5137.043340857787,0.13353985054863313,"$1,653",0.7909654561558902,14.9
2229,1151,8918.027944760357,0.12906440831195773,"$1,856",0.8537564279443121,14.9
2230,1112,6100.9972557987585,0.18226528440790357,"$1,906",0.8880411977875262,14.9
2231,187,760.9696586599241,0.245739101253142,"$1,898",0.8473053892215568,14.9
2232,1519,8872.980644451776,0.1711938818383225,"$1,853",0.8613174839029223,14.9
2233,1848,9196.983473538494,0.20093544859758145,"$2,044",0.9211632796075683,14.9
2234,2172,9828.031911966988,0.22100050340244518,"$2,400",0.8961152335224792,14.9
2250,5586,23558.995341182428,0.23710688503916647,"$1,366",0.7440925580939308,14.5
2251,2723,13729.995250506805,0.19832490472999165,"$1,397",0.8109277792804978,14.6
2256,1237,7309.067537091988,0.1692418347104448,"$1,067",0.7051730164278225,14.6
2257,2134,12951.033330652297,0.16477449679241293,"$1,122",0.7296821515892421,14.6
2258,466,1925.0383233532934,0.24207310282958827,"$1,640",0.786933490288405,15.8
2259,7072,22419.06823836956,0.31544575915498957,"$1,285",0.7494383783501385,15.8
2260,1843,8589.995554526511,0.2145519154580736,"$1,801",0.8131586442608943,14.6
2261,3762,21111.057909174033,0.1782004490814827,"$1,208",0.7183597607016321,15.8
2262,2044,8475.016473988439,0.24117947219022579,"$1,107",0.7357311484516039,15.8
2263,2262,9717.970200118882,0.23276465696224594,$980,0.6972534332084894,15.8
2264,1983,6387.067651553744,0.3104711125954032,"$1,120",0.7511145570847063,15.8
2265,953,2191.2067777139573,0.4349201589245932,"$1,248",0.7628586897671901,15.8
2267,316,1232.9897518014411,0.25628761272209516,"$1,174",0.805327868852459,15.8
2278,329,902.9860718171926,0.36434670508030303,"$1,476",0.8576598311218335,15.8
2280,2484,10196.030293159609,0.24362422713342516,"$1,327",0.800198478332782,15.8
2281,1475,5772.98651226158,0.25550033710752,"$1,146",0.7945600659385946,15.8
2282,1541,5777.005297090085,0.26674720218383935,"$1,493",0.832174584781769,15.8
2283,2626,9635.016179584922,0.27254754439998546,"$1,225",0.7669136402283493,15.8
2284,1279,4237.0413005708615,0.3018615843625784,"$1,197",0.7351585795608566,15.8
2285,3096,11620.121856406187,0.2664343832412714,"$1,478",0.7731165207351102,15.8
2286,451,1517.1548387096775,0.2972669555492241,"$1,323",0.8172362555720654,15.8
2287,3500,13754.08485725774,0.25446985650616544,"$1,383",0.7240847471385664,15.8
2289,1360,7290.004746791776,0.18655680582355122,"$1,605",0.7967865340474368,15.8
2290,2614,13069.0652101953,0.20001430538129034,"$1,376",0.7751117991056071,15.8
2291,927,4831.020726268847,0.19188491470537572,"$1,833",0.770480057320277,15.8
2292,185,1080.0166351606806,0.17129365787266457,"$1,333",0.6438502673796791,15.8
2293,154,1139.1683315621679,0.13518634229307994,"$1,488",0.5789473684210527,15.8
2294,102,865.0408262454436,0.11791350986601745,"$1,402",0.5668965517241379,15.8
2295,636,2885.1640768588136,0.22043806974487118,"$1,177",0.7803564028180688,15.8
2296,136,838.136312849162,0.16226477473298034,"$1,354",0.5500705218617772,15.8
2297,161,676.9596072931276,0.23782807462290143,"$1,372",0.6853146853146853,15.8
2298,566,3584.00403813797,0.15792392920797577,"$1,174",0.6371483375959079,15.8
2299,746,4180.021218074656,0.17846799360114549,"$1,158",0.6026453568476164,15.8
2300,423,2398.9664536741216,0.17632593375874728,"$1,653",0.6074338085539714,15.8
2302,17,15.450980392156863,1.100253807106599,"$1,339",0.625,15.8
2303,635,3400.0510638297874,0.18676190094767037,"$1,288",0.6729323308270677,15.8
2304,1135,6249.03222906609,0.18162812390705566,"$1,231",0.6285977859778598,15.8
2305,951,4913.059479553904,0.1935657412570851,"$1,581",0.7652292950034223,15.8
2306,69,1403.0816967792616,0.04917746426197972,$689,0.2109704641350211,15.8
2307,285,1687.062915601023,0.16893264463611757,"$1,038",0.641267700606878,15.8
2311,144,432.95964912280704,0.33259450457276923,"$1,074",0.7777777777777778,15.2
2312,221,585.9549114331724,0.3771621257674275,$988,0.8179959100204499,15.7
2315,1613,7275.0884139825985,0.22171551852206234,"$1,124",0.7238519117944568,15.7
2316,819,2565.052867830424,0.3192916646169276,"$1,155",0.7750533049040512,15.7
2317,784,2935.035587188612,0.2671177151725685,"$1,043",0.7382339757956073,15.7
2318,1718,4404.052249637155,0.39009528103158725,"$1,598",0.7916666666666666,15.7
2319,858,3008.027225850808,0.28523677998204233,$974,0.7371638141809291,15.7
2320,3888,13179.163377192983,0.2950111390779421,"$1,451",0.708117595436595,15.8
2321,2012,5276.236033382425,0.3813324474625847,"$1,633",0.7424503882657464,15.7
2322,2634,7042.117375020355,0.3740352311285335,"$1,351",0.7577162961778346,15.8
2323,2538,9949.066826399478,0.2550993017018955,"$1,287",0.696234405402312,15.8
2324,3495,10692.061389728096,0.3268780333937906,"$1,082",0.6849615806805708,15.7
2325,3116,11358.080123982953,0.27434213933924145,"$1,105",0.7010840399270152,15.8
2326,901,2871.037026239067,0.31382388724546356,"$1,111",0.7685411572942136,15.8
2327,753,3127.0305444887117,0.2408035320688305,$998,0.6893132574366507,15.8
2328,256,1036.0422764227642,0.24709416384427293,"$1,237",0.7192118226600985,16.3
2329,266,995.9223934723482,0.2670890841931706,"$1,052",0.6991525423728814,16.3
2330,2334,7865.02909474239,0.2967566898843681,"$1,639",0.7044721069617336,15.2
2333,1169,6046.154757204896,0.193346026845734,"$1,352",0.5744097807757167,16.3
2334,347,1066.104347826087,0.32548408671962936,"$1,412",0.7647058823529411,15.2
2335,873,2286.1084947839045,0.3818716399470449,"$1,758",0.7734577501296008,15.2
2336,309,1030.0738069989395,0.29997850435616225,"$1,400",0.7405602923264312,16.3
2337,787,3212.0093228346454,0.24501796878517804,"$1,351",0.7194272445820433,16.3
2338,206,728.9235732009926,0.2826085032418039,$885,0.7452830188679245,16.3
2339,97,341.9862068965517,0.283637170283133,"$1,146",0.7783018867924528,16.3
2340,5169,19848.117402357293,0.26042772194536173,"$1,224",0.6707577700433535,17.4
2341,197,742.9017709563165,0.26517637688009205,$786,0.7025641025641025,17.4
2342,51,220.86969696969697,0.23090537407219394,"$1,130",0.7333333333333333,17.4
2343,520,2229.0467236467234,0.2332835801437483,"$1,087",0.6954779622209502,17.6
2344,109,305.9871382636656,0.3562241230743364,"$1,443",0.8340080971659919,17.4
2345,118,300.9620253164557,0.39207604306864063,"$1,262",0.8653061224489796,17.5
2346,424,1406.103453815261,0.30154253504572265,$877,0.7406392694063927,17.5
2347,251,996.0222910216718,0.2520023921779263,$746,0.7346101231190151,17.1
2350,2863,10246.087291621563,0.279423736936258,"$1,229",0.6539336606394444,16.8
2352,345,1114.0079782411606,0.3096925755816395,"$1,244",0.7898550724637681,17.5
2353,192,428.08247422680415,0.44851170407475194,"$1,064",0.8679775280898876,17.5
2354,377,1723.9958453548759,0.2186780211888483,"$1,049",0.7482128673550437,17.5
2355,77,322.84761904761905,0.2385026106964807,$804,0.8076923076923077,17.5
2356,26,77.0,0.33766233766233766,$739,0.75,17.6
2357,1068,1855.9822971549,0.57543652309463,$914,0.7434813248766737,17.6
2358,495,1677.9962040332148,0.29499470786061555,$973,0.7585206671501088,17.5
2359,126,343.18,0.3671542630689434,$774,0.7372549019607844,17.1
2360,1930,5653.990492834673,0.3413518297290909,$973,0.712262156448203,17.1
2361,180,409.9941888619855,0.4390306128475216,$795,0.7859424920127795,17.1
2365,495,1644.0904536222072,0.3010783250455788,"$1,028",0.7283372365339579,16.8
2369,135,362.8218415417559,0.37208344300976526,$829,0.8144329896907216,17.1
2370,961,3430.96949817774,0.28009575733926145,$857,0.725975975975976,16.8
2371,219,630.4791878172589,0.3473548441118028,$725,0.84375,16.8
2372,820,2367.9854063018242,0.3462859179020981,$795,0.7557251908396947,16.8
2379,42,163.0,0.25766871165644173,"$1,180",0.7244897959183674,17.6
2380,1192,4187.053836349733,0.2846870488389,"$1,284",0.6949396204715353,17.6
2381,172,546.77277486911,0.31457308758866875,"$1,059",0.7359413202933985,17.6
2382,160,636.1803468208093,0.2515010103653306,"$1,180",0.6545842217484008,17.6
2386,41,156.89777777777778,0.26131663928389326,"$1,085",0.6283185840707964,17.4
2387,16,97.0,0.16494845360824742,$982,0.6166666666666667,17.4
2388,634,1140.8726602800295,0.555714955816702,"$1,075",0.6364734299516909,17.6
2390,2275,3468.09381443299,0.6559799479853308,"$1,320",0.717958001448226,17.4
2395,111,395.9841584158416,0.28031424399415916,$715,0.7969348659003831,17.6
2396,258,428.832044198895,0.6016341443932254,$789,0.7138461538461538,17.6
2397,80,159.87724867724867,0.5003838924042254,"$1,226",0.584,17.4
2398,39,90.0,0.43333333333333335,"$1,275",0.6973684210526315,17.4
2399,118,252.7111111111111,0.4669363348575449,"$1,194",0.7741935483870968,17.4
2400,2336,3792.957085828343,0.6158783100204366,"$1,284",0.6286701208981001,17.4
2401,45,140.94210526315788,0.31928003286157064,"$1,053",0.7657657657657657,17.4
2402,336,806.8746081504702,0.41642158100647647,$903,0.7377300613496932,17.1
2403,121,304.16892430278887,0.39780526652206255,$805,0.8138528138528138,17.1
2404,296,890.9964245810056,0.33221233198460376,$795,0.764367816091954,17.1
2405,78,270.09256198347106,0.28878988531632865,"$1,281",0.6312849162011173,17.4
2406,170,451.1698924731183,0.3767981925126553,"$1,203",0.5150375939849624,17.4
2408,49,193.8308943089431,0.2527976779692297,"$1,392",0.55,17.5
2409,73,379.9774936061381,0.19211664171791032,$923,0.3993055555555556,17.5
2410,39,144.80732984293195,0.26932338330043165,$762,0.7184466019417476,17.5
2411,28,55.0,0.509090909090909,"$1,291",0.5454545454545454,17.4
